date,game_pk,away,home,market,entity,player_id,line,side,proj,price,ts,board,ev,actual,err,settle,units
2026-08-16,824880,AZ,ATL,TB,Drake Baldwin,686948,1.5,Over,0.58463,112,2026-08-16T15:30:00Z,Z,2.61,1,0.415,L,-1.0
2026-08-16,823670,PHI,MIN,TB,Bryce Harper,547180,1.5,Over,0.56581,107,2026-08-16T15:30:00Z,Z,-2.65,1,0.434,L,-1.0
2026-08-16,823344,BOS,PIT,TB,Wilyer Abreu,677800,1.5,Over,0.56373,114,2026-08-16T15:30:00Z,Z,1.03,0,-0.564,L,-1.0
2026-08-16,824156,SEA,HOU,TB,Dominic Canzone,686527,1.5,Over,0.55893,164,2026-08-16T15:30:00Z,Z,-2.19,3,2.441,W,1.64
2026-08-16,824477,MIA,CIN,HRR,Otto Lopez,672640,2.5,Over,1.1992,130,2026-08-16T15:30:00Z,,,2,0.801,L,-1.0
2026-08-16,824642,STL,CHC,HRR,Alec Burleson,676475,1.5,Over,1.0962,-132,2026-08-16T15:30:00Z,,,9,7.904,W,0.7576
2026-08-16,823182,COL,SF,HRR,Jake McCarthy,664983,1.5,Over,1.0851,-129,2026-08-16T15:30:00Z,,,3,1.915,W,0.7752
2026-08-16,824642,STL,CHC,HRR,Jordan Walker,691023,1.5,Over,1.0736,-105,2026-08-16T15:30:00Z,,,8,6.926,W,0.9524
2026-08-16,824642,STL,CHC,HRR,Seiya Suzuki,673548,1.5,Over,1.0594,-133,2026-08-16T15:30:00Z,,,2,0.941,W,0.7519
2026-08-16,824156,SEA,HOU,HRR,Yordan Alvarez,670541,1.5,Over,0.9783,-143,2026-08-16T15:30:00Z,,,1,0.022,L,-1.0
2026-08-16,824156,SEA,HOU,HRR,Jeremy Pena,665161,1.5,Over,0.9206,-115,2026-08-16T15:30:00Z,,,3,2.079,W,0.8696
2026-08-16,823344,BOS,PIT,HRR,Brandon Lowe,664040,1.5,Over,0.9036,115,2026-08-16T15:30:00Z,,,5,4.096,W,1.15
2026-08-16,823991,KC,LAA,HRR,Jac Caglianone,695506,1.5,Over,0.8891,-132,2026-08-16T15:30:00Z,,,0,-0.889,L,-1.0
2026-08-16,824642,STL,CHC,HRR,Pete Crow-Armstrong,691718,1.5,Over,0.8542,-157,2026-08-16T15:30:00Z,,,4,3.146,W,0.6369
2026-08-16,823991,KC,LAA,HRR,Bobby Witt,677951,2.5,Over,0.7846,120,2026-08-16T15:30:00Z,,,3,2.215,W,1.2
2026-08-16,823670,PHI,MIN,HRR,Byron Buxton,621439,1.5,Over,0.7796,-120,2026-08-16T15:30:00Z,,,0,-0.78,L,-1.0
2026-08-16,823590,WSH,NYM,HRR,CJ Abrams,682928,1.5,Over,0.7651,-110,2026-08-16T15:30:00Z,,,0,-0.765,L,-1.0
2026-08-16,823670,PHI,MIN,HRR,Luis Arraez,650333,1.5,Over,0.7584,-155,2026-08-16T15:30:00Z,,,2,1.242,W,0.6452
2026-08-16,823182,COL,SF,HRR,Mickey Moniak,666160,1.5,Over,0.7576,-105,2026-08-16T15:30:00Z,,,4,3.242,W,0.9524
2026-08-16,824880,AZ,ATL,HRR,Michael Harris II,671739,1.5,Over,0.7391,-136,2026-08-16T15:30:00Z,,,1,0.261,L,-1.0
2026-08-16,823991,KC,LAA,HRR,Michael Massey,686681,1.5,Over,0.7191,-101,2026-08-16T15:30:00Z,,,5,4.281,W,0.9901
2026-08-16,823590,WSH,NYM,HRR,Andrés Chaparro,665953,0.5,Over,0.7189,-110,2026-08-16T15:30:00Z,,,0,-0.719,L,-1.0
2026-08-16,823670,PHI,MIN,HRR,Brandon Marsh,669016,1.5,Over,0.701,105,2026-08-16T15:30:00Z,,,0,-0.701,L,-1.0
2026-08-16,824965,TEX,ATH,HRR,Ezequiel Duran,677649,1.5,Over,0.6922,-140,2026-08-16T15:30:00Z,,,0,-0.692,L,-1.0
