date,game_pk,away,home,market,entity,player_id,line,side,proj,price,ts,board,ev,actual,err,settle,units
2026-08-16,823912,MIL,LAD,TOTAL,MIL@LAD,,7.5,Under,6.614,-125,2026-08-16T15:30:00Z,,,8,1.386,L,-1.0
2026-08-16,824156,SEA,HOU,ML,HOU,,,HOU,0.096,-121,2026-08-16T15:30:00Z,,,-1,-1.096,L,-1.0
2026-08-16,824156,SEA,HOU,TOTAL,SEA@HOU,,7.5,Over,7.548,-114,2026-08-16T15:30:00Z,,,5,-2.548,L,-1.0
2026-08-16,822940,BAL,TB,TT,BAL,,3.5,Under,-0.01469,-134,2026-08-16T15:30:00Z,,,10,10.015,L,-1.0
2026-08-16,822940,BAL,TB,TT,TB,,3.5,Over,0.02492,-135,2026-08-16T15:30:00Z,,,2,1.975,L,-1.0
2026-08-16,823344,BOS,PIT,TT,BOS,,4.5,Under,-0.00712,-143,2026-08-16T15:30:00Z,,,3,3.007,W,0.6993
2026-08-16,823344,BOS,PIT,TT,PIT,,3.5,Over,0.38054,-130,2026-08-16T15:30:00Z,,,8,7.619,W,0.7692
2026-08-16,824880,AZ,ATL,TT,AZ,,4.5,Over,0.29634,105,2026-08-16T15:30:00Z,,,3,2.704,L,-1.0
2026-08-16,824880,AZ,ATL,TT,ATL,,4.5,Over,0.4115,-105,2026-08-16T15:30:00Z,,,5,4.588,W,0.9524
2026-08-16,822774,NYY,TOR,TT,NYY,,3.5,Under,-0.497,-145,2026-08-16T15:30:00Z,,,4,4.497,L,-1.0
2026-08-16,822774,NYY,TOR,TT,TOR,,3.5,Under,-0.48212,-132,2026-08-16T15:30:00Z,,,3,3.482,W,0.7576
2026-08-16,823590,WSH,NYM,TT,WSH,,3.5,Over,0.4904,-118,2026-08-16T15:30:00Z,,,3,2.51,L,-1.0
2026-08-16,823590,WSH,NYM,TT,NYM,,4.5,Over,0.52241,-110,2026-08-16T15:30:00Z,,,4,3.478,L,-1.0
2026-08-16,824397,SD,CLE,TT,SD,,4.5,Under,-0.02328,-146,2026-08-16T15:30:00Z,,,5,5.023,L,-1.0
2026-08-16,824397,SD,CLE,TT,CLE,,3.5,Under,-0.27151,-102,2026-08-16T15:30:00Z,,,0,0.272,W,0.9804
2026-08-16,824236,CWS,DET,TT,CWS,,3.5,Over,0.35267,-140,2026-08-16T15:30:00Z,,,7,6.647,W,0.7143
2026-08-16,824236,CWS,DET,TT,DET,,3.5,Over,0.227,-136,2026-08-16T15:30:00Z,,,5,4.773,W,0.7353
2026-08-16,824477,MIA,CIN,TT,MIA,,4.5,Over,1.07863,-110,2026-08-16T15:30:00Z,,,7,5.921,W,0.9091
2026-08-16,824477,MIA,CIN,TT,CIN,,3.5,Under,-0.1143,105,2026-08-16T15:30:00Z,,,1,1.114,W,1.05
2026-08-16,823670,PHI,MIN,TT,PHI,,4.5,Over,0.66799,-120,2026-08-16T15:30:00Z,,,7,6.332,W,0.8333
2026-08-16,823670,PHI,MIN,TT,MIN,,4.5,Over,0.66577,-105,2026-08-16T15:30:00Z,,,5,4.334,W,0.9524
2026-08-16,824642,STL,CHC,TT,STL,,3.5,Over,1.03487,-125,2026-08-16T15:30:00Z,,,11,9.965,W,0.8
2026-08-16,824642,STL,CHC,TT,CHC,,4.5,Over,1.01211,-125,2026-08-16T15:30:00Z,,,4,2.988,L,-1.0
2026-08-16,823182,COL,SF,TT,COL,,3.5,Over,0.3531,-125,2026-08-16T15:30:00Z,,,13,12.647,W,0.8
2026-08-16,823182,COL,SF,TT,SF,,3.5,Under,-0.36742,115,2026-08-16T15:30:00Z,,,7,7.367,L,-1.0
2026-08-16,824965,TEX,ATH,TT,TEX,,5.5,Over,0.41334,105,2026-08-16T15:30:00Z,,,2,1.587,L,-1.0
2026-08-16,824965,TEX,ATH,TT,ATH,,4.5,Under,-0.17449,-130,2026-08-16T15:30:00Z,,,5,5.174,L,-1.0
2026-08-16,823991,KC,LAA,TT,KC,,4.5,Over,0.85671,-110,2026-08-16T15:30:00Z,,,3,2.143,L,-1.0
2026-08-16,823991,KC,LAA,TT,LAA,,3.5,Under,-0.243,114,2026-08-16T15:30:00Z,,,0,0.243,W,1.14
2026-08-16,823912,MIL,LAD,TT,MIL,,2.5,Under,-0.09087,118,2026-08-16T15:30:00Z,,,6,6.091,L,-1.0
2026-08-16,823912,MIL,LAD,TT,LAD,,3.5,Over,0.07709,-148,2026-08-16T15:30:00Z,,,2,1.923,L,-1.0
2026-08-16,824156,SEA,HOU,TT,SEA,,3.5,Under,-0.20848,-110,2026-08-16T15:30:00Z,,,3,3.208,W,0.9091
2026-08-16,824156,SEA,HOU,TT,HOU,,3.5,Over,0.29063,-133,2026-08-16T15:30:00Z,,,2,1.709,L,-1.0
2026-08-16,822940,BAL,TB,K,Trevor Rogers,669432,4.5,Under,3.6714,-145,2026-08-16T15:30:00Z,,,6,2.329,L,-1.0
2026-08-16,822940,BAL,TB,BB,Trevor Rogers,669432,1.5,Under,1.26,-137,2026-08-16T15:30:00Z,,,1,-0.26,W,0.7299
2026-08-16,822940,BAL,TB,ER,Trevor Rogers,669432,2.5,Under,1.9677,-125,2026-08-16T15:30:00Z,,,2,0.032,W,0.8
2026-08-16,822940,BAL,TB,K,Freddy Peralta,642547,6.5,Under,5.3778,-153,2026-08-16T15:30:00Z,,,2,-3.378,W,0.6536
2026-08-16,822940,BAL,TB,BB,Freddy Peralta,642547,1.5,Over,1.9542,-163,2026-08-16T15:30:00Z,,,3,1.046,W,0.6135
2026-08-16,822940,BAL,TB,ER,Freddy Peralta,642547,1.5,Over,2.6834,-165,2026-08-16T15:30:00Z,,,2,-0.683,W,0.6061
2026-08-16,823344,BOS,PIT,K,Patrick Sandoval,663776,4.5,Over,5.0603,-150,2026-08-16T15:30:00Z,,,6,0.94,W,0.6667
2026-08-16,823344,BOS,PIT,BB,Patrick Sandoval,663776,1.5,Over,2.1326,,2026-08-16T15:30:00Z,,,3,0.867,W,0.0
2026-08-16,823344,BOS,PIT,ER,Patrick Sandoval,663776,2.5,Over,2.5571,125,2026-08-16T15:30:00Z,,,7,4.443,W,1.25
2026-08-16,824880,AZ,ATL,K,Michael Soroka,647336,4.5,Over,5.1172,-106,2026-08-16T15:30:00Z,,,5,-0.117,W,0.9434
2026-08-16,824880,AZ,ATL,BB,Michael Soroka,647336,1.5,Under,1.3539,-132,2026-08-16T15:30:00Z,,,1,-0.354,W,0.7576
2026-08-16,824880,AZ,ATL,ER,Michael Soroka,647336,2.5,Over,2.6555,-105,2026-08-16T15:30:00Z,,,2,-0.655,L,-1.0
2026-08-16,824880,AZ,ATL,K,Bryce Elder,693821,3.5,Over,4.7266,-143,2026-08-16T15:30:00Z,,,5,0.273,W,0.6993
2026-08-16,824880,AZ,ATL,BB,Bryce Elder,693821,1.5,Over,2.2244,-181,2026-08-16T15:30:00Z,,,1,-1.224,L,-1.0
2026-08-16,824880,AZ,ATL,ER,Bryce Elder,693821,2.5,Over,3.1097,-120,2026-08-16T15:30:00Z,,,1,-2.11,L,-1.0
2026-08-16,822774,NYY,TOR,K,Ryan Weathers,677960,4.5,Over,4.948,-145,2026-08-16T15:30:00Z,,,4,-0.948,L,-1.0
2026-08-16,822774,NYY,TOR,BB,Ryan Weathers,677960,1.5,Under,1.3643,-100,2026-08-16T15:30:00Z,,,1,-0.364,W,1.0
2026-08-16,822774,NYY,TOR,ER,Ryan Weathers,677960,1.5,Over,1.9172,-174,2026-08-16T15:30:00Z,,,1,-0.917,L,-1.0
2026-08-16,822774,NYY,TOR,K,Dylan Cease,656302,8.5,Over,8.6381,-113,2026-08-16T15:30:00Z,,,10,1.362,W,0.885
2026-08-16,822774,NYY,TOR,BB,Dylan Cease,656302,2.5,Under,2.3159,-160,2026-08-16T15:30:00Z,,,3,0.684,L,-1.0
2026-08-16,822774,NYY,TOR,ER,Dylan Cease,656302,1.5,Over,1.7881,-119,2026-08-16T15:30:00Z,,,2,0.212,W,0.8403
2026-08-16,823590,WSH,NYM,K,Jake Irvin,663623,4.5,Over,4.6962,130,2026-08-16T15:30:00Z,,,6,1.304,W,1.3
2026-08-16,823590,WSH,NYM,BB,Jake Irvin,663623,1.5,Over,1.7437,-133,2026-08-16T15:30:00Z,,,3,1.256,W,0.7519
2026-08-16,823590,WSH,NYM,ER,Jake Irvin,663623,2.5,Over,2.6268,-120,2026-08-16T15:30:00Z,,,4,1.373,W,0.8333
2026-08-16,823590,WSH,NYM,K,Christian Scott,681035,5.5,Under,5.2781,105,2026-08-16T15:30:00Z,,,7,1.722,L,-1.0
2026-08-16,823590,WSH,NYM,BB,Christian Scott,681035,1.5,Over,1.5494,129,2026-08-16T15:30:00Z,,,2,0.451,W,1.29
2026-08-16,823590,WSH,NYM,ER,Christian Scott,681035,1.5,Over,1.9137,-152,2026-08-16T15:30:00Z,,,3,1.086,W,0.6579
2026-08-16,824397,SD,CLE,K,Casey Mize,663554,4.5,Under,4.3564,-166,2026-08-16T15:30:00Z,,,3,-1.356,W,0.6024
2026-08-16,824397,SD,CLE,BB,Casey Mize,663554,1.5,Over,1.6523,,2026-08-16T15:30:00Z,,,1,-0.652,L,0.0
2026-08-16,824397,SD,CLE,ER,Casey Mize,663554,2.5,Over,2.5309,-105,2026-08-16T15:30:00Z,,,0,-2.531,L,-1.0
2026-08-16,824397,SD,CLE,K,Tanner Bibee,676440,4.5,Over,4.6087,105,2026-08-16T15:30:00Z,,,3,-1.609,L,-1.0
2026-08-16,824397,SD,CLE,BB,Tanner Bibee,676440,1.5,Over,1.8309,,2026-08-16T15:30:00Z,,,3,1.169,W,0.0
2026-08-16,824397,SD,CLE,ER,Tanner Bibee,676440,2.5,Over,2.5932,105,2026-08-16T15:30:00Z,,,3,0.407,W,1.05
2026-08-16,824236,CWS,DET,K,Sean Burke,680732,5.5,Over,6.1107,-128,2026-08-16T15:30:00Z,,,2,-4.111,L,-1.0
2026-08-16,824236,CWS,DET,BB,Sean Burke,680732,1.5,Over,1.913,,2026-08-16T15:30:00Z,,,3,1.087,W,0.0
2026-08-16,824236,CWS,DET,ER,Sean Burke,680732,2.5,Under,2.2032,-162,2026-08-16T15:30:00Z,,,4,1.797,L,-1.0
2026-08-16,824236,CWS,DET,K,Drew Anderson,623454,4.5,Over,4.937,101,2026-08-16T15:30:00Z,,,5,0.063,W,1.01
2026-08-16,824236,CWS,DET,BB,Drew Anderson,623454,1.5,Over,1.9883,,2026-08-16T15:30:00Z,,,2,0.012,W,0.0
2026-08-16,824236,CWS,DET,ER,Drew Anderson,623454,1.5,Over,2.1063,-125,2026-08-16T15:30:00Z,,,3,0.894,W,0.8
2026-08-16,824477,MIA,CIN,K,Eury Pérez,691587,6.5,Over,6.8081,-115,2026-08-16T15:30:00Z,,,5,-1.808,L,-1.0
2026-08-16,824477,MIA,CIN,BB,Eury Pérez,691587,2.5,Under,2.1005,,2026-08-16T15:30:00Z,,,5,2.9,L,0.0
2026-08-16,824477,MIA,CIN,ER,Eury Pérez,691587,2.5,Under,2.0361,-130,2026-08-16T15:30:00Z,,,0,-2.036,W,0.7692
2026-08-16,824477,MIA,CIN,K,Nick Lodolo,666157,4.5,Under,4.3674,-108,2026-08-16T15:30:00Z,,,2,-2.367,W,0.9259
2026-08-16,824477,MIA,CIN,BB,Nick Lodolo,666157,1.5,Over,2.0004,,2026-08-16T15:30:00Z,,,2,-0.0,W,0.0
2026-08-16,824477,MIA,CIN,ER,Nick Lodolo,666157,2.5,Over,2.9178,102,2026-08-16T15:30:00Z,,,0,-2.918,L,-1.0
2026-08-16,823670,PHI,MIN,K,Andrew Painter,691725,3.5,Over,4.8564,-135,2026-08-16T15:30:00Z,,,2,-2.856,L,-1.0
2026-08-16,823670,PHI,MIN,BB,Andrew Painter,691725,1.5,Over,1.8461,-159,2026-08-16T15:30:00Z,,,3,1.154,W,0.6289
2026-08-16,823670,PHI,MIN,ER,Andrew Painter,691725,2.5,Over,2.6533,-103,2026-08-16T15:30:00Z,,,5,2.347,W,0.9709
2026-08-16,823670,PHI,MIN,K,Dean Kremer,665152,4.5,Over,4.8583,106,2026-08-16T15:30:00Z,,,6,1.142,W,1.06
2026-08-16,823670,PHI,MIN,BB,Dean Kremer,665152,1.5,Over,1.7223,-182,2026-08-16T15:30:00Z,,,2,0.278,W,0.5495
2026-08-16,823670,PHI,MIN,ER,Dean Kremer,665152,2.5,Over,2.5142,-112,2026-08-16T15:30:00Z,,,4,1.486,W,0.8929
2026-08-16,824642,STL,CHC,K,Hunter Dobbins,690928,3.5,Over,4.5241,-130,2026-08-16T15:30:00Z,,,7,2.476,W,0.7692
2026-08-16,824642,STL,CHC,BB,Hunter Dobbins,690928,1.5,Over,2.3685,-190,2026-08-16T15:30:00Z,,,4,1.631,W,0.5263
2026-08-16,824642,STL,CHC,ER,Hunter Dobbins,690928,2.5,Under,2.0921,-120,2026-08-16T15:30:00Z,,,2,-0.092,W,0.8333
2026-08-16,824642,STL,CHC,K,Edward Cabrera,665795,4.5,Under,3.5383,-162,2026-08-16T15:30:00Z,,,2,-1.538,W,0.6173
2026-08-16,824642,STL,CHC,BB,Edward Cabrera,665795,1.5,Over,1.5799,-124,2026-08-16T15:30:00Z,,,3,1.42,W,0.8065
2026-08-16,824642,STL,CHC,ER,Edward Cabrera,665795,1.5,Over,2.2373,-116,2026-08-16T15:30:00Z,,,7,4.763,W,0.8621
2026-08-16,823182,COL,SF,K,Gabriel Hughes,687312,3.5,Over,5.4751,-161,2026-08-16T15:30:00Z,,,2,-3.475,L,-1.0
2026-08-16,823182,COL,SF,BB,Gabriel Hughes,687312,1.5,Over,1.6095,-154,2026-08-16T15:30:00Z,,,1,-0.609,L,-1.0
2026-08-16,823182,COL,SF,ER,Gabriel Hughes,687312,2.5,Over,2.6651,105,2026-08-16T15:30:00Z,,,7,4.335,W,1.05
2026-08-16,823182,COL,SF,K,Blade Tidwell,694918,4.5,Over,6.0673,-116,2026-08-16T15:30:00Z,,,1,-5.067,L,-1.0
2026-08-16,823182,COL,SF,BB,Blade Tidwell,694918,1.5,Over,1.5575,105,2026-08-16T15:30:00Z,,,5,3.442,W,1.05
2026-08-16,823182,COL,SF,ER,Blade Tidwell,694918,2.5,Over,2.6063,120,2026-08-16T15:30:00Z,,,6,3.394,W,1.2
2026-08-16,824965,TEX,ATH,K,Cody Bradford,674003,4.5,Over,4.8693,121,2026-08-16T15:30:00Z,,,4,-0.869,L,-1.0
2026-08-16,824965,TEX,ATH,BB,Cody Bradford,674003,1.5,Over,1.6096,132,2026-08-16T15:30:00Z,,,1,-0.61,L,-1.0
2026-08-16,824965,TEX,ATH,ER,Cody Bradford,674003,2.5,Over,2.6497,-145,2026-08-16T15:30:00Z,,,2,-0.65,L,-1.0
2026-08-16,824965,TEX,ATH,K,Jacob Lopez,682052,4.5,Over,5.2527,-135,2026-08-16T15:30:00Z,,,6,0.747,W,0.7407
2026-08-16,824965,TEX,ATH,BB,Jacob Lopez,682052,1.5,Over,2.3088,-198,2026-08-16T15:30:00Z,,,2,-0.309,W,0.5051
2026-08-16,824965,TEX,ATH,ER,Jacob Lopez,682052,2.5,Under,2.1284,-100,2026-08-16T15:30:00Z,,,2,-0.128,W,1.0
2026-08-16,823991,KC,LAA,K,Noah Cameron,702070,5.5,Over,5.8198,-156,2026-08-16T15:30:00Z,,,8,2.18,W,0.641
2026-08-16,823991,KC,LAA,BB,Noah Cameron,702070,2.5,Under,1.9883,-164,2026-08-16T15:30:00Z,,,1,-0.988,W,0.6098
2026-08-16,823991,KC,LAA,ER,Noah Cameron,702070,2.5,Over,2.6106,-110,2026-08-16T15:30:00Z,,,0,-2.611,L,-1.0
2026-08-16,823991,KC,LAA,K,Ryan Johnson,696270,3.5,Over,4.2459,-160,2026-08-16T15:30:00Z,,,4,-0.246,W,0.625
2026-08-16,823991,KC,LAA,BB,Ryan Johnson,696270,1.5,Over,1.8703,-142,2026-08-16T15:30:00Z,,,2,0.13,W,0.7042
2026-08-16,823991,KC,LAA,ER,Ryan Johnson,696270,2.5,Over,2.9743,-112,2026-08-16T15:30:00Z,,,2,-0.974,L,-1.0
2026-08-16,823912,MIL,LAD,K,Logan Henderson,701656,5.5,Over,5.7803,105,2026-08-16T15:30:00Z,,,6,0.22,W,1.05
2026-08-16,823912,MIL,LAD,BB,Logan Henderson,701656,1.5,Under,1.4557,-138,2026-08-16T15:30:00Z,,,1,-0.456,W,0.7246
2026-08-16,823912,MIL,LAD,ER,Logan Henderson,701656,2.5,Under,1.8794,-155,2026-08-16T15:30:00Z,,,1,-0.879,W,0.6452
2026-08-16,823912,MIL,LAD,K,Tarik Skubal,669373,7.5,Under,6.9097,-138,2026-08-16T15:30:00Z,,,7,0.09,W,0.7246
2026-08-16,823912,MIL,LAD,BB,Tarik Skubal,669373,1.5,Over,1.5569,106,2026-08-16T15:30:00Z,,,2,0.443,W,1.06
2026-08-16,823912,MIL,LAD,ER,Tarik Skubal,669373,1.5,Over,2.0396,-140,2026-08-16T15:30:00Z,,,1,-1.04,L,-1.0
2026-08-16,824156,SEA,HOU,K,Bryan Woo,693433,5.5,Under,5.4893,-105,2026-08-16T15:30:00Z,,,5,-0.489,W,0.9524
2026-08-16,824156,SEA,HOU,BB,Bryan Woo,693433,1.5,Under,1.3896,-174,2026-08-16T15:30:00Z,,,1,-0.39,W,0.5747
2026-08-16,824156,SEA,HOU,ER,Bryan Woo,693433,2.5,Over,2.7831,103,2026-08-16T15:30:00Z,,,2,-0.783,L,-1.0
2026-08-16,824156,SEA,HOU,K,Hunter Brown,686613,5.5,Over,5.5802,-117,2026-08-16T15:30:00Z,,,5,-0.58,L,-1.0
2026-08-16,824156,SEA,HOU,BB,Hunter Brown,686613,2.5,Under,2.2555,-189,2026-08-16T15:30:00Z,,,5,2.744,L,-1.0
2026-08-16,824156,SEA,HOU,ER,Hunter Brown,686613,1.5,Over,2.1259,-155,2026-08-16T15:30:00Z,,,2,-0.126,W,0.6452
2026-08-16,823590,WSH,NYM,TB,Andrés Chaparro,665953,1.5,Over,0.49966,275,2026-08-16T15:30:00Z,EV,40.38,0,-0.5,L,-1.0
2026-08-16,824642,STL,CHC,TB,Jose Fermin,665877,1.5,Over,-0.00496,246,2026-08-16T15:30:00Z,EV,25.65,,,V,0.0
2026-08-16,824642,STL,CHC,TB,Jimmy Crooks,699625,1.5,Over,-0.21795,245,2026-08-16T15:30:00Z,EV,20.62,3,3.218,W,2.45
2026-08-16,823590,WSH,NYM,TB,Jorbit Vivas,678391,1.5,Over,0.01458,275,2026-08-16T15:30:00Z,EV,20.0,1,0.985,L,-1.0
2026-08-16,823590,WSH,NYM,TB,Brady House,691781,1.5,Over,-0.09148,225,2026-08-16T15:30:00Z,EV,19.54,0,0.091,L,-1.0
2026-08-16,823590,WSH,NYM,TB,Keibert Ruiz,660688,1.5,Over,0.27665,200,2026-08-16T15:30:00Z,EV,18.33,2,1.723,W,2.0
2026-08-16,823344,BOS,PIT,TB,Andruw Monasterio,655316,1.5,Over,0.17236,177,2026-08-16T15:30:00Z,EV,16.95,0,-0.172,L,-1.0
2026-08-16,823590,WSH,NYM,TB,Luis Robert Jr.,673357,1.5,Over,-0.34633,178,2026-08-16T15:30:00Z,EV,15.6,1,1.346,L,-1.0
2026-08-16,823590,WSH,NYM,TB,Jacob Young,696285,1.5,Over,-0.0267,250,2026-08-16T15:30:00Z,EV,14.48,1,1.027,L,-1.0
2026-08-16,823912,MIL,LAD,TB,William Contreras,661388,1.5,Over,0.36526,199,2026-08-16T15:30:00Z,EV,14.02,1,0.635,L,-1.0
2026-08-16,824880,AZ,ATL,TB,Dominic Smith,642086,1.5,Over,0.1619,187,2026-08-16T15:30:00Z,EV,13.96,1,0.838,L,-1.0
2026-08-16,824236,CWS,DET,TB,Zach McKinstry,656716,1.5,Over,-0.09992,195,2026-08-16T15:30:00Z,EV,13.73,0,0.1,L,-1.0
2026-08-16,823912,MIL,LAD,TB,Joey Ortiz,687401,1.5,Over,-0.00264,278,2026-08-16T15:30:00Z,EV,13.67,0,0.003,L,-1.0
2026-08-16,823912,MIL,LAD,TB,Jake Bauers,641343,1.5,Over,0.31638,200,2026-08-16T15:30:00Z,EV,13.66,5,4.684,W,2.0
2026-08-16,824397,SD,CLE,TB,Freddy Fermin,666023,1.5,Over,-0.45072,220,2026-08-16T15:30:00Z,EV,12.89,1,1.451,L,-1.0
2026-08-16,822774,NYY,TOR,TB,Andrés Giménez,665926,1.5,Over,-0.43783,283,2026-08-16T15:30:00Z,EV,12.76,2,2.438,W,2.83
2026-08-16,823344,BOS,PIT,TB,Connor Wong,657136,1.5,Over,-0.05247,225,2026-08-16T15:30:00Z,EV,11.97,5,5.052,W,2.25
2026-08-16,823912,MIL,LAD,TB,Teoscar Hernandez,606192,1.5,Over,0.10845,188,2026-08-16T15:30:00Z,EV,11.79,1,0.892,L,-1.0
2026-08-16,824236,CWS,DET,TB,Drew Romo,691011,1.5,Over,-0.31273,250,2026-08-16T15:30:00Z,EV,11.32,4,4.313,W,2.5
2026-08-16,824642,STL,CHC,TB,Carson Kelly,608348,1.5,Over,-0.14891,192,2026-08-16T15:30:00Z,EV,11.15,,,V,0.0
2026-08-16,823912,MIL,LAD,TB,Shohei Ohtani,660271,1.5,Over,1.03115,113,2026-08-16T15:30:00Z,Z,5.03,1,-0.031,L,-1.0
2026-08-16,824236,CWS,DET,TB,Munetaka Murakami,808959,1.5,Over,0.98042,140,2026-08-16T15:30:00Z,Z,4.38,4,3.02,W,1.4
2026-08-16,824156,SEA,HOU,TB,Yordan Alvarez,670541,1.5,Over,0.90346,-107,2026-08-16T15:30:00Z,Z,-1.04,1,0.097,L,-1.0
2026-08-16,822774,NYY,TOR,TB,Luis García Jr.,671277,1.5,Over,0.86336,138,2026-08-16T15:30:00Z,Z,0.04,1,0.137,L,-1.0
2026-08-16,822774,NYY,TOR,TB,Ben Rice,700250,1.5,Over,0.86197,150,2026-08-16T15:30:00Z,Z,0.78,4,3.138,W,1.5
2026-08-16,824642,STL,CHC,TB,Alec Burleson,676475,1.5,Over,0.83599,115,2026-08-16T15:30:00Z,Z,5.1,7,6.164,W,1.15
2026-08-16,823912,MIL,LAD,TB,Freddie Freeman,518692,1.5,Over,0.74872,145,2026-08-16T15:30:00Z,Z,5.46,0,-0.749,L,-1.0
2026-08-16,823912,MIL,LAD,TB,Max Muncy,571970,1.5,Over,0.68572,165,2026-08-16T15:30:00Z,Z,5.89,4,3.314,W,1.65
2026-08-16,824236,CWS,DET,TB,Miguel Vargas,678246,1.5,Over,0.68314,130,2026-08-16T15:30:00Z,Z,3.5,4,3.317,W,1.3
2026-08-16,824880,AZ,ATL,TB,Ronald Acuña Jr.,660670,1.5,Over,0.6638,120,2026-08-16T15:30:00Z,Z,0.87,2,1.336,W,1.2
2026-08-16,824880,AZ,ATL,TB,Matt Olson,621566,1.5,Over,0.66065,112,2026-08-16T15:30:00Z,Z,1.6,4,3.339,W,1.12
2026-08-16,824642,STL,CHC,TB,Pete Crow-Armstrong,691718,1.5,Over,0.65633,100,2026-08-16T15:30:00Z,Z,2.83,4,3.344,W,1.0
2026-08-16,823590,WSH,NYM,TB,CJ Abrams,682928,1.5,Over,0.63222,120,2026-08-16T15:30:00Z,Z,5.08,0,-0.632,L,-1.0
2026-08-16,822774,NYY,TOR,TB,Trent Grisham,663757,1.5,Over,0.61049,180,2026-08-16T15:30:00Z,Z,6.09,0,-0.61,L,-1.0
2026-08-16,823344,BOS,PIT,TB,Esmerlyn Valdez,699013,1.5,Over,0.59803,160,2026-08-16T15:30:00Z,Z,3.24,4,3.402,W,1.6
2026-08-16,823912,MIL,LAD,TB,Gary Sanchez,596142,1.5,Over,0.58514,189,2026-08-16T15:30:00Z,Z,10.89,0,-0.585,L,-1.0
