date,game_pk,away,home,market,entity,player_id,line,side,proj,price,ts,board,ev
2026-08-15,824239,CWS,DET,ML,DET,,,DET,1.105,-137,2026-08-15T19:15:00Z,,
2026-08-15,824239,CWS,DET,TOTAL,CWS@DET,,7.5,Over,8.383,-118,2026-08-15T19:15:00Z,,
2026-08-15,824239,CWS,DET,TT,CWS,,3.5,Under,-0.38154,-115,2026-08-15T19:15:00Z,,
2026-08-15,824239,CWS,DET,TT,DET,,3.5,Over,1.08102,-150,2026-08-15T19:15:00Z,,
2026-08-15,824644,STL,CHC,ML,CHC,,,CHC,0.6184,-175,2026-08-15T19:15:00Z,,
2026-08-15,824644,STL,CHC,TOTAL,STL@CHC,,9.0,Under,8.952,-115,2026-08-15T19:15:00Z,,
2026-08-15,824644,STL,CHC,TT,STL,,3.5,Under,-0.0611,-100,2026-08-15T19:15:00Z,,
2026-08-15,824644,STL,CHC,TT,CHC,,4.5,Over,0.92234,-133,2026-08-15T19:15:00Z,,
2026-08-15,822775,NYY,TOR,ML,NYY,,,NYY,1.2936,-168,2026-08-15T19:15:00Z,,
2026-08-15,822775,NYY,TOR,TOTAL,NYY@TOR,,7.5,Over,7.5637,-100,2026-08-15T19:15:00Z,,
2026-08-15,822775,NYY,TOR,TT,NYY,,4.5,Over,0.84179,107,2026-08-15T19:15:00Z,,
2026-08-15,822775,NYY,TOR,TT,TOR,,2.5,Under,-0.76386,115,2026-08-15T19:15:00Z,,
2026-08-15,823184,COL,SF,ML,SF,,,SF,0.5196,-166,2026-08-15T19:15:00Z,,
2026-08-15,823184,COL,SF,TOTAL,COL@SF,,7.5,Over,8.2458,-115,2026-08-15T19:15:00Z,,
2026-08-15,823184,COL,SF,TT,COL,,3.5,Under,-0.20404,-140,2026-08-15T19:15:00Z,,
2026-08-15,823184,COL,SF,TT,SF,,4.5,Over,0.29882,110,2026-08-15T19:15:00Z,,
2026-08-15,823588,WSH,NYM,ML,NYM,,,NYM,0.4009,-135,2026-08-15T19:15:00Z,,
2026-08-15,823588,WSH,NYM,TOTAL,WSH@NYM,,8.0,Over,8.6167,-105,2026-08-15T19:15:00Z,,
2026-08-15,823588,WSH,NYM,TT,WSH,,3.5,Over,0.4245,-118,2026-08-15T19:15:00Z,,
2026-08-15,823588,WSH,NYM,TT,NYM,,4.5,Over,0.05882,118,2026-08-15T19:15:00Z,,
2026-08-15,822941,BAL,TB,ML,TB,,,TB,0.3332,-145,2026-08-15T19:15:00Z,,
2026-08-15,822941,BAL,TB,TOTAL,BAL@TB,,7.5,Over,7.8671,-100,2026-08-15T19:15:00Z,,
2026-08-15,822941,BAL,TB,TT,BAL,,3.5,Under,-0.50643,-136,2026-08-15T19:15:00Z,,
2026-08-15,822941,BAL,TB,TT,TB,,3.5,Over,0.52179,-130,2026-08-15T19:15:00Z,,
2026-08-15,824480,MIA,CIN,ML,MIA,,,MIA,0.2486,-104,2026-08-15T19:15:00Z,,
2026-08-15,824480,MIA,CIN,TOTAL,MIA@CIN,,9.0,Over,9.2896,-120,2026-08-15T19:15:00Z,,
2026-08-15,824480,MIA,CIN,TT,MIA,,4.5,Over,0.9741,-115,2026-08-15T19:15:00Z,,
2026-08-15,824480,MIA,CIN,TT,CIN,,4.5,Over,0.16128,-109,2026-08-15T19:15:00Z,,
2026-08-15,824400,SD,CLE,ML,CLE,,,CLE,0.1403,-121,2026-08-15T19:15:00Z,,
2026-08-15,824400,SD,CLE,TOTAL,SD@CLE,,8.5,Under,7.8748,-111,2026-08-15T19:15:00Z,,
2026-08-15,824400,SD,CLE,TT,SD,,3.5,Over,0.60359,-145,2026-08-15T19:15:00Z,,
2026-08-15,824400,SD,CLE,TT,CLE,,4.5,Over,0.49564,114,2026-08-15T19:15:00Z,,
2026-08-15,824157,SEA,HOU,ML,HOU,,,HOU,0.0042,-120,2026-08-15T19:15:00Z,,
2026-08-15,824157,SEA,HOU,TOTAL,SEA@HOU,,8.5,Over,8.5105,-110,2026-08-15T19:15:00Z,,
2026-08-15,824157,SEA,HOU,TT,SEA,,3.5,Under,-0.07186,110,2026-08-15T19:15:00Z,,
2026-08-15,824157,SEA,HOU,TT,HOU,,4.5,Over,0.44998,110,2026-08-15T19:15:00Z,,
2026-08-15,823671,PHI,MIN,ML,PHI,,,PHI,0.5381,-140,2026-08-15T19:15:00Z,,
2026-08-15,823671,PHI,MIN,TOTAL,PHI@MIN,,8.0,Under,7.7531,-105,2026-08-15T19:15:00Z,,
2026-08-15,823671,PHI,MIN,TT,PHI,,4.5,Over,0.3896,-103,2026-08-15T19:15:00Z,,
2026-08-15,823671,PHI,MIN,TT,MIN,,3.5,Under,-0.07299,-115,2026-08-15T19:15:00Z,,
2026-08-15,823347,BOS,PIT,ML,PIT,,,PIT,0.1107,110,2026-08-15T19:15:00Z,,
2026-08-15,823347,BOS,PIT,TOTAL,BOS@PIT,,7.5,Under,7.4914,-104,2026-08-15T19:15:00Z,,
2026-08-15,823347,BOS,PIT,TT,BOS,,3.5,Under,-0.03347,114,2026-08-15T19:15:00Z,,
2026-08-15,823347,BOS,PIT,TT,PIT,,3.5,Under,-0.14871,-120,2026-08-15T19:15:00Z,,
2026-08-15,824884,AZ,ATL,ML,AZ,,,AZ,0.1515,120,2026-08-15T19:15:00Z,,
2026-08-15,824884,AZ,ATL,TOTAL,AZ@ATL,,9.0,Under,8.7075,-107,2026-08-15T19:15:00Z,,
2026-08-15,824884,AZ,ATL,TT,AZ,,4.5,Over,0.49165,106,2026-08-15T19:15:00Z,,
2026-08-15,824884,AZ,ATL,TT,ATL,,4.5,Under,-0.01693,-114,2026-08-15T19:15:00Z,,
2026-08-15,823914,MIL,LAD,ML,MIL,,,MIL,0.5565,-125,2026-08-15T19:15:00Z,,
2026-08-15,823914,MIL,LAD,TOTAL,MIL@LAD,,7.5,Under,7.4835,-115,2026-08-15T19:15:00Z,,
2026-08-15,823914,MIL,LAD,TT,MIL,,3.5,Over,0.25923,-139,2026-08-15T19:15:00Z,,
2026-08-15,823914,MIL,LAD,TT,LAD,,3.5,Under,-0.07387,-135,2026-08-15T19:15:00Z,,
2026-08-15,823990,KC,LAA,ML,LAA,,,LAA,0.7368,-150,2026-08-15T19:15:00Z,,
2026-08-15,823990,KC,LAA,TOTAL,KC@LAA,,8.0,Under,7.883,-108,2026-08-15T19:15:00Z,,
2026-08-15,823990,KC,LAA,TT,KC,,3.5,Under,-0.39185,-115,2026-08-15T19:15:00Z,,
2026-08-15,823990,KC,LAA,TT,LAA,,4.5,Under,-0.35381,-135,2026-08-15T19:15:00Z,,
2026-08-15,824966,TEX,ATH,ML,TEX,,,TEX,0.2917,-143,2026-08-15T19:15:00Z,,
2026-08-15,824966,TEX,ATH,TOTAL,TEX@ATH,,9.5,Under,8.8623,-120,2026-08-15T19:15:00Z,,
2026-08-15,824966,TEX,ATH,TT,TEX,,4.5,Over,0.31785,-140,2026-08-15T19:15:00Z,,
2026-08-15,824966,TEX,ATH,TT,ATH,,4.5,Over,0.09772,111,2026-08-15T19:15:00Z,,
2026-08-15,824239,CWS,DET,K,Anthony Kay,,4.5,Over,4.5038,110,2026-08-15T19:15:00Z,,
2026-08-15,824239,CWS,DET,BB,Anthony Kay,,1.5,Over,2.0091,-164,2026-08-15T19:15:00Z,,
2026-08-15,824239,CWS,DET,ER,Anthony Kay,,2.5,Over,2.5995,112,2026-08-15T19:15:00Z,,
2026-08-15,824239,CWS,DET,K,Troy Melton,,5.5,Over,5.9018,115,2026-08-15T19:15:00Z,,
2026-08-15,824239,CWS,DET,BB,Troy Melton,,1.5,Over,2.4012,-152,2026-08-15T19:15:00Z,,
2026-08-15,824239,CWS,DET,ER,Troy Melton,,1.5,Over,2.7188,-170,2026-08-15T19:15:00Z,,
2026-08-15,824644,STL,CHC,K,Michael McGreevy,,3.5,Over,3.5911,-100,2026-08-15T19:15:00Z,,
2026-08-15,824644,STL,CHC,BB,Michael McGreevy,,1.5,Over,1.6125,,2026-08-15T19:15:00Z,,
2026-08-15,824644,STL,CHC,ER,Michael McGreevy,,2.5,Over,2.9768,-135,2026-08-15T19:15:00Z,,
2026-08-15,824644,STL,CHC,K,Matthew Boyd,,4.5,Over,4.6266,-110,2026-08-15T19:15:00Z,,
2026-08-15,824644,STL,CHC,BB,Matthew Boyd,,1.5,Over,1.7103,,2026-08-15T19:15:00Z,,
2026-08-15,824644,STL,CHC,ER,Matthew Boyd,,2.5,Over,2.7593,115,2026-08-15T19:15:00Z,,
2026-08-15,822775,NYY,TOR,K,Cameron Schlittler,,6.5,Over,6.9713,,2026-08-15T19:15:00Z,,
2026-08-15,822775,NYY,TOR,BB,Cameron Schlittler,,1.5,Under,1.1939,,2026-08-15T19:15:00Z,,
2026-08-15,822775,NYY,TOR,ER,Cameron Schlittler,,1.5,Over,1.7254,,2026-08-15T19:15:00Z,,
2026-08-15,823184,COL,SF,K,Michael Lorenzen,,3.5,Over,3.6167,113,2026-08-15T19:15:00Z,,
2026-08-15,823184,COL,SF,BB,Michael Lorenzen,,1.5,Over,1.8551,-191,2026-08-15T19:15:00Z,,
2026-08-15,823184,COL,SF,ER,Michael Lorenzen,,2.5,Over,3.0346,-117,2026-08-15T19:15:00Z,,
2026-08-15,823184,COL,SF,K,Logan Webb,,5.5,Under,4.954,-124,2026-08-15T19:15:00Z,,
2026-08-15,823184,COL,SF,BB,Logan Webb,,1.5,Over,1.5437,137,2026-08-15T19:15:00Z,,
2026-08-15,823184,COL,SF,ER,Logan Webb,,2.5,Under,2.4861,-160,2026-08-15T19:15:00Z,,
2026-08-15,823588,WSH,NYM,K,Brad Lord,,3.5,Over,3.5447,121,2026-08-15T19:15:00Z,,
2026-08-15,823588,WSH,NYM,BB,Brad Lord,,0.5,Over,1.2387,-240,2026-08-15T19:15:00Z,,
2026-08-15,823588,WSH,NYM,ER,Brad Lord,,1.5,Over,1.8564,-125,2026-08-15T19:15:00Z,,
2026-08-15,823588,WSH,NYM,K,Sean Manaea,,5.5,Under,5.4686,115,2026-08-15T19:15:00Z,,
2026-08-15,823588,WSH,NYM,BB,Sean Manaea,,1.5,Over,1.8575,115,2026-08-15T19:15:00Z,,
2026-08-15,823588,WSH,NYM,ER,Sean Manaea,,2.5,Over,3.018,110,2026-08-15T19:15:00Z,,
