date,game_pk,away,home,market,entity,player_id,line,side,proj,price,ts,board,ev
2026-08-17,824514,STL,CIN,ML,STL,,,STL,0.153,-115,2026-08-17T21:15:00Z,,
2026-08-17,824514,STL,CIN,TOTAL,STL@CIN,,9.5,Under,9.161,-115,2026-08-17T21:15:00Z,,
2026-08-17,824478,STL,CIN,ML,STL,,,STL,0.382,-121,2026-08-17T21:15:00Z,,
2026-08-17,824478,STL,CIN,TOTAL,STL@CIN,,8.5,Over,9.104,-145,2026-08-17T21:15:00Z,,
2026-08-17,822939,BAL,TB,ML,TB,,,TB,0.31,-164,2026-08-17T21:15:00Z,,
2026-08-17,822939,BAL,TB,TOTAL,BAL@TB,,7.5,Over,8.389,-117,2026-08-17T21:15:00Z,,
2026-08-17,823427,MIA,PHI,ML,PHI,,,PHI,1.08,-250,2026-08-17T21:15:00Z,,
2026-08-17,823427,MIA,PHI,TOTAL,MIA@PHI,,8.5,Under,7.837,-127,2026-08-17T21:15:00Z,,
2026-08-17,823343,DET,PIT,ML,DET,,,DET,0.343,-105,2026-08-17T21:15:00Z,,
2026-08-17,823343,DET,PIT,TOTAL,DET@PIT,,8.5,Under,8.485,-110,2026-08-17T21:15:00Z,,
2026-08-17,824725,AZ,BOS,ML,AZ,,,AZ,0.089,118,2026-08-17T21:15:00Z,,
2026-08-17,824725,AZ,BOS,TOTAL,AZ@BOS,,9.5,Under,8.235,-148,2026-08-17T21:15:00Z,,
2026-08-17,823589,SD,NYM,ML,NYM,,,NYM,0.605,-120,2026-08-17T21:15:00Z,,
2026-08-17,823589,SD,NYM,TOTAL,SD@NYM,,7.5,Over,8.27,-134,2026-08-17T21:15:00Z,,
2026-08-17,824077,ATH,KC,ML,KC,,,KC,0.036,-180,2026-08-17T21:15:00Z,,
2026-08-17,824077,ATH,KC,TOTAL,ATH@KC,,9.5,Under,8.383,-142,2026-08-17T21:15:00Z,,
2026-08-17,823668,ATL,MIN,ML,MIN,,,MIN,0.079,112,2026-08-17T21:15:00Z,,
2026-08-17,823668,ATL,MIN,TOTAL,ATL@MIN,,9.5,Under,8.461,-125,2026-08-17T21:15:00Z,,
2026-08-17,824641,CWS,CHC,ML,CHC,,,CHC,0.514,-161,2026-08-17T21:15:00Z,,
2026-08-17,824641,CWS,CHC,TOTAL,CWS@CHC,,7.5,Over,8.864,-138,2026-08-17T21:15:00Z,,
2026-08-17,824320,LAD,COL,ML,LAD,,,LAD,1.401,-270,2026-08-17T21:15:00Z,,
2026-08-17,824320,LAD,COL,TOTAL,LAD@COL,,11.5,Under,9.913,-143,2026-08-17T21:15:00Z,,
2026-08-17,824514,STL,CIN,TT,STL,,4.5,Over,1.69552,-125,2026-08-17T21:15:00Z,,
2026-08-17,824514,STL,CIN,TT,CIN,,4.5,Under,-0.30274,-130,2026-08-17T21:15:00Z,,
2026-08-17,824478,STL,CIN,TT,STL,,4.5,Over,0.37869,-120,2026-08-17T21:15:00Z,,
2026-08-17,824478,STL,CIN,TT,CIN,,4.5,Under,-0.7274,-140,2026-08-17T21:15:00Z,,
2026-08-17,822939,BAL,TB,TT,BAL,,3.5,Under,-0.78346,-125,2026-08-17T21:15:00Z,,
2026-08-17,822939,BAL,TB,TT,TB,,4.5,Over,0.26521,110,2026-08-17T21:15:00Z,,
2026-08-17,823427,MIA,PHI,TT,MIA,,2.5,Under,-0.11542,114,2026-08-17T21:15:00Z,,
2026-08-17,823427,MIA,PHI,TT,PHI,,4.5,Over,0.6538,-129,2026-08-17T21:15:00Z,,
2026-08-17,823343,DET,PIT,TT,DET,,4.5,Over,0.23202,105,2026-08-17T21:15:00Z,,
2026-08-17,823343,DET,PIT,TT,PIT,,3.5,Under,-0.0683,110,2026-08-17T21:15:00Z,,
2026-08-17,824725,AZ,BOS,TT,AZ,,4.5,Over,0.73247,115,2026-08-17T21:15:00Z,,
2026-08-17,824725,AZ,BOS,TT,BOS,,4.5,Under,-0.24621,-118,2026-08-17T21:15:00Z,,
2026-08-17,823589,SD,NYM,TT,SD,,3.5,Under,-0.36357,-100,2026-08-17T21:15:00Z,,
2026-08-17,823589,SD,NYM,TT,NYM,,3.5,Under,-0.32816,110,2026-08-17T21:15:00Z,,
2026-08-17,824077,ATH,KC,TT,ATH,,3.5,Under,-0.13572,-105,2026-08-17T21:15:00Z,,
2026-08-17,824077,ATH,KC,TT,KC,,4.5,Over,0.95973,-136,2026-08-17T21:15:00Z,,
2026-08-17,823668,ATL,MIN,TT,ATL,,4.5,Over,0.76117,-125,2026-08-17T21:15:00Z,,
2026-08-17,823668,ATL,MIN,TT,MIN,,4.5,Over,0.3719,115,2026-08-17T21:15:00Z,,
2026-08-17,824641,CWS,CHC,TT,CWS,,3.5,Under,-0.29656,-120,2026-08-17T21:15:00Z,,
2026-08-17,824641,CWS,CHC,TT,CHC,,4.5,Over,0.51268,-100,2026-08-17T21:15:00Z,,
2026-08-17,824320,LAD,COL,TT,LAD,,6.5,Over,1.56604,-118,2026-08-17T21:15:00Z,,
2026-08-17,824320,LAD,COL,TT,COL,,3.5,Under,-0.23574,105,2026-08-17T21:15:00Z,,
2026-08-17,824514,STL,CIN,K,Quinn Mathews,687273,4.5,Under,4.4227,-114,2026-08-17T21:15:00Z,,
2026-08-17,824514,STL,CIN,BB,Quinn Mathews,687273,1.5,Over,1.8469,,2026-08-17T21:15:00Z,,
2026-08-17,824514,STL,CIN,ER,Quinn Mathews,687273,2.5,Under,2.1772,-140,2026-08-17T21:15:00Z,,
2026-08-17,824478,STL,CIN,K,Andre Pallante,669467,4.5,Over,4.9499,-105,2026-08-17T21:15:00Z,,
2026-08-17,824478,STL,CIN,K,Rhett Lowder,695076,4.5,Under,4.1336,-157,2026-08-17T21:15:00Z,,
2026-08-17,824478,STL,CIN,BB,Rhett Lowder,695076,1.5,Over,2.0809,,2026-08-17T21:15:00Z,,
2026-08-17,824478,STL,CIN,ER,Rhett Lowder,695076,2.5,Over,2.7987,,2026-08-17T21:15:00Z,,
2026-08-17,822939,BAL,TB,K,Brandon Young,687064,3.5,Over,3.9846,-150,2026-08-17T21:15:00Z,,
2026-08-17,822939,BAL,TB,BB,Brandon Young,687064,1.5,Over,2.4842,-154,2026-08-17T21:15:00Z,,
2026-08-17,822939,BAL,TB,ER,Brandon Young,687064,2.5,Over,2.7215,-105,2026-08-17T21:15:00Z,,
2026-08-17,822939,BAL,TB,K,Shane McClanahan,663556,4.5,Over,4.9852,-131,2026-08-17T21:15:00Z,,
2026-08-17,822939,BAL,TB,BB,Shane McClanahan,663556,1.5,Over,1.8451,124,2026-08-17T21:15:00Z,,
2026-08-17,822939,BAL,TB,ER,Shane McClanahan,663556,1.5,Over,2.3864,120,2026-08-17T21:15:00Z,,
2026-08-17,823427,MIA,PHI,K,Janson Junk,676083,3.5,Over,3.7821,130,2026-08-17T21:15:00Z,,
2026-08-17,823427,MIA,PHI,BB,Janson Junk,676083,1.5,Over,1.6398,156,2026-08-17T21:15:00Z,,
2026-08-17,823427,MIA,PHI,ER,Janson Junk,676083,2.5,Over,3.0657,-145,2026-08-17T21:15:00Z,,
2026-08-17,823427,MIA,PHI,K,Cristopher Sánchez,650911,6.5,Over,7.1587,-136,2026-08-17T21:15:00Z,,
2026-08-17,823427,MIA,PHI,BB,Cristopher Sánchez,650911,1.5,Over,1.5573,124,2026-08-17T21:15:00Z,,
2026-08-17,823427,MIA,PHI,ER,Cristopher Sánchez,650911,1.5,Over,2.5142,-126,2026-08-17T21:15:00Z,,
2026-08-17,823343,DET,PIT,K,Framber Valdez,664285,5.5,Under,5.2078,-150,2026-08-17T21:15:00Z,,
2026-08-17,823343,DET,PIT,BB,Framber Valdez,664285,1.5,Over,2.5122,-191,2026-08-17T21:15:00Z,,
2026-08-17,823343,DET,PIT,ER,Framber Valdez,664285,2.5,Over,3.2935,-100,2026-08-17T21:15:00Z,,
2026-08-17,823343,DET,PIT,K,Carmen Mlodzinski,669387,2.5,Over,3.1643,-160,2026-08-17T21:15:00Z,,
2026-08-17,823343,DET,PIT,BB,Carmen Mlodzinski,669387,1.5,Over,1.5247,154,2026-08-17T21:15:00Z,,
2026-08-17,823343,DET,PIT,ER,Carmen Mlodzinski,669387,1.5,Over,2.6267,-144,2026-08-17T21:15:00Z,,
2026-08-17,824725,AZ,BOS,K,Mitch Bratt,683352,3.5,Over,4.7141,-145,2026-08-17T21:15:00Z,,
2026-08-17,824725,AZ,BOS,BB,Mitch Bratt,683352,1.5,Over,2.794,-166,2026-08-17T21:15:00Z,,
2026-08-17,824725,AZ,BOS,ER,Mitch Bratt,683352,2.5,Under,2.1686,-121,2026-08-17T21:15:00Z,,
2026-08-17,823589,SD,NYM,K,Walker Buehler,621111,3.5,Over,4.2984,-160,2026-08-17T21:15:00Z,,
2026-08-17,823589,SD,NYM,BB,Walker Buehler,621111,1.5,Over,1.8418,-188,2026-08-17T21:15:00Z,,
2026-08-17,823589,SD,NYM,ER,Walker Buehler,621111,2.5,Under,2.1928,-135,2026-08-17T21:15:00Z,,
2026-08-17,823589,SD,NYM,K,Nolan McLean,690997,5.5,Over,5.942,-152,2026-08-17T21:15:00Z,,
2026-08-17,823589,SD,NYM,BB,Nolan McLean,690997,1.5,Over,2.3109,-177,2026-08-17T21:15:00Z,,
2026-08-17,823589,SD,NYM,ER,Nolan McLean,690997,1.5,Over,2.7281,-152,2026-08-17T21:15:00Z,,
2026-08-17,824077,ATH,KC,K,Mason Barnett,686930,3.5,Over,3.9081,112,2026-08-17T21:15:00Z,,
2026-08-17,824077,ATH,KC,BB,Mason Barnett,686930,1.5,Over,1.6807,-127,2026-08-17T21:15:00Z,,
2026-08-17,824077,ATH,KC,ER,Mason Barnett,686930,2.5,Under,2.2202,-125,2026-08-17T21:15:00Z,,
2026-08-17,824077,ATH,KC,K,Michael Wacha,608379,4.5,Under,4.1411,-135,2026-08-17T21:15:00Z,,
2026-08-17,824077,ATH,KC,BB,Michael Wacha,608379,1.5,Over,1.5013,155,2026-08-17T21:15:00Z,,
2026-08-17,824077,ATH,KC,ER,Michael Wacha,608379,2.5,Over,2.7322,107,2026-08-17T21:15:00Z,,
2026-08-17,823668,ATL,MIN,K,Martín Pérez,527048,3.5,Over,3.7596,-110,2026-08-17T21:15:00Z,,
2026-08-17,823668,ATL,MIN,BB,Martín Pérez,527048,1.5,Over,2.2829,-149,2026-08-17T21:15:00Z,,
2026-08-17,823668,ATL,MIN,ER,Martín Pérez,527048,2.5,Under,2.3838,-147,2026-08-17T21:15:00Z,,
2026-08-17,823668,ATL,MIN,K,Bailey Ober,641927,3.5,Over,4.0404,-104,2026-08-17T21:15:00Z,,
2026-08-17,823668,ATL,MIN,BB,Bailey Ober,641927,1.5,Over,1.5121,128,2026-08-17T21:15:00Z,,
2026-08-17,823668,ATL,MIN,ER,Bailey Ober,641927,2.5,Over,3.5391,-160,2026-08-17T21:15:00Z,,
2026-08-17,824641,CWS,CHC,K,Luis Castillo,622491,4.5,Over,5.2119,-123,2026-08-17T21:15:00Z,,
2026-08-17,824641,CWS,CHC,BB,Luis Castillo,622491,2.5,Under,2.2113,-170,2026-08-17T21:15:00Z,,
2026-08-17,824641,CWS,CHC,ER,Luis Castillo,622491,2.5,Over,2.95,-120,2026-08-17T21:15:00Z,,
2026-08-17,824641,CWS,CHC,K,Shota Imanaga,684007,5.5,Over,6.5247,-129,2026-08-17T21:15:00Z,,
2026-08-17,824641,CWS,CHC,BB,Shota Imanaga,684007,1.5,Over,1.528,148,2026-08-17T21:15:00Z,,
2026-08-17,824641,CWS,CHC,ER,Shota Imanaga,684007,2.5,Over,2.5893,120,2026-08-17T21:15:00Z,,
2026-08-17,824320,LAD,COL,K,Blake Snell,605483,6.5,Under,6.4602,115,2026-08-17T21:15:00Z,,
2026-08-17,824320,LAD,COL,BB,Blake Snell,605483,1.5,Over,1.888,-182,2026-08-17T21:15:00Z,,
2026-08-17,824320,LAD,COL,ER,Blake Snell,605483,2.5,Under,2.262,-175,2026-08-17T21:15:00Z,,
2026-08-17,824320,LAD,COL,K,Tomoyuki Sugano,608372,2.5,Over,3.4559,-158,2026-08-17T21:15:00Z,,
2026-08-17,824320,LAD,COL,BB,Tomoyuki Sugano,608372,1.5,Over,1.5916,-116,2026-08-17T21:15:00Z,,
2026-08-17,824320,LAD,COL,ER,Tomoyuki Sugano,608372,3.5,Under,3.3366,-125,2026-08-17T21:15:00Z,,
2026-08-17,823343,DET,PIT,TB,Hao-Yu Lee,701678,1.5,Over,-0.02423,202,2026-08-17T21:15:00Z,EV,26.76
2026-08-17,822939,BAL,TB,TB,Jorge Mateo,622761,1.5,Over,-0.16786,275,2026-08-17T21:15:00Z,EV,23.08
2026-08-17,824320,LAD,COL,TB,Connor Norby,681393,1.5,Over,-0.20021,214,2026-08-17T21:15:00Z,EV,16.59
2026-08-17,824641,CWS,CHC,TB,Pedro Ramirez,699393,1.5,Over,-0.18558,182,2026-08-17T21:15:00Z,EV,15.62
2026-08-17,824725,AZ,BOS,TB,Tim Tawa,694374,1.5,Over,0.15754,199,2026-08-17T21:15:00Z,EV,15.35
2026-08-17,823589,SD,NYM,TB,Luis Campusano,669134,1.5,Over,0.79513,205,2026-08-17T21:15:00Z,BOTH,14.27
2026-08-17,824641,CWS,CHC,TB,Brenton Doyle,686668,1.5,Over,-0.61057,197,2026-08-17T21:15:00Z,EV,13.99
2026-08-17,823427,MIA,PHI,TB,Leo Jiménez,677870,1.5,Over,-0.39299,250,2026-08-17T21:15:00Z,EV,12.87
2026-08-17,824320,LAD,COL,TB,Ezequiel Tovar,678662,1.5,Over,-0.22919,228,2026-08-17T21:15:00Z,EV,12.59
2026-08-17,823589,SD,NYM,TB,Xander Bogaerts,593428,1.5,Over,0.34259,220,2026-08-17T21:15:00Z,EV,11.62
2026-08-17,824641,CWS,CHC,TB,Luisangel Acuna,682668,1.5,Over,-0.4134,298,2026-08-17T21:15:00Z,EV,10.54
2026-08-17,823589,SD,NYM,TB,Gavin Sheets,657757,1.5,Over,0.31725,217,2026-08-17T21:15:00Z,EV,10.38
2026-08-17,823589,SD,NYM,TB,Francisco Alvarez,682626,1.5,Over,0.40389,210,2026-08-17T21:15:00Z,EV,10.36
2026-08-17,823427,MIA,PHI,TB,Griffin Conine,665052,1.5,Over,0.83326,200,2026-08-17T21:15:00Z,BOTH,9.93
2026-08-17,823668,ATL,MIN,TB,Josh Bell,605137,1.5,Over,0.2381,155,2026-08-17T21:15:00Z,EV,9.4
2026-08-17,824320,LAD,COL,TB,Shohei Ohtani,660271,1.5,Over,0.88472,-193,2026-08-17T21:15:00Z,BOTH,8.58
2026-08-17,823589,SD,NYM,TB,Jared Young,676724,1.5,Over,0.51142,185,2026-08-17T21:15:00Z,EV,8.33
2026-08-17,823343,DET,PIT,TB,Brandon Lowe,664040,1.5,Over,0.02302,175,2026-08-17T21:15:00Z,EV,7.93
