date,game_pk,away,home,market,entity,player_id,line,side,proj,price,ts
2026-08-10,823265,MIL,SD,TOTAL,GAME,,7.5,U,7.47,-115,2026-08-10T20:08:03+00:00
2026-08-10,823189,HOU,SF,TOTAL,GAME,,8.5,U,8.5,-108,2026-08-10T20:08:03+00:00
2026-08-10,823918,KC,LAD,TOTAL,GAME,,7.5,U,7.37,-115,2026-08-10T20:08:03+00:00
2026-08-10,822780,BOS,TOR,TT,BOS,,4.5,O,0.909,-113,2026-08-10T20:08:03+00:00
2026-08-10,822780,BOS,TOR,TT,TOR,,3.5,U,-0.462,-125,2026-08-10T20:08:03+00:00
2026-08-10,824887,NYM,ATL,TT,NYM,,3.5,U,-0.101,100,2026-08-10T20:08:03+00:00
2026-08-10,824887,NYM,ATL,TT,ATL,,4.5,U,-0.121,-129,2026-08-10T20:08:03+00:00
2026-08-10,823675,BAL,MIN,TT,BAL,,4.5,O,0.29,117,2026-08-10T20:08:03+00:00
2026-08-10,823675,BAL,MIN,TT,MIN,,3.5,O,0.579,-124,2026-08-10T20:08:03+00:00
2026-08-10,823018,PHI,STL,TT,PHI,,4.5,O,0.828,-104,2026-08-10T20:08:03+00:00
2026-08-10,823018,PHI,STL,TT,STL,,4.5,O,0.865,106,2026-08-10T20:08:03+00:00
2026-08-10,823998,TEX,LAA,TT,TEX,,4.5,O,0.227,-140,2026-08-11T01:16:55+00:00
2026-08-10,823998,TEX,LAA,TT,LAA,,3.5,U,-0.175,-102,2026-08-11T01:16:55+00:00
2026-08-10,825048,COL,ARI,TT,COL,,3.5,O,0.79,-113,2026-08-11T01:16:55+00:00
2026-08-10,825048,COL,ARI,TT,ARI,,4.5,U,-0.279,-105,2026-08-11T01:16:55+00:00
2026-08-10,824969,TB,ATH,TT,TB,,5.5,O,0.8,-105,2026-08-11T01:16:55+00:00
2026-08-10,824969,TB,ATH,TT,ATH,,4.5,O,0.744,110,2026-08-11T01:16:55+00:00
2026-08-10,823265,MIL,SD,TT,MIL,,3.5,O,0.051,-115,2026-08-11T01:16:55+00:00
2026-08-10,823265,MIL,SD,TT,SD,,3.5,U,-0.634,-118,2026-08-11T01:16:55+00:00
2026-08-10,823189,HOU,SF,TT,HOU,,4.5,U,-0.34,-107,2026-08-11T01:16:55+00:00
2026-08-10,823189,HOU,SF,TT,SF,,3.5,U,-0.519,-112,2026-08-11T01:16:55+00:00
2026-08-10,823918,KC,LAD,TT,KC,,2.5,U,-0.524,-114,2026-08-11T01:16:55+00:00
2026-08-10,823918,KC,LAD,TT,LAD,,4.5,O,0.706,-113,2026-08-11T01:16:55+00:00
2026-08-10,823675,BAL,MIN,TB,Ryan Jeffers (MIN),680777,1.5,O,0.449,155,2026-08-10T20:08:03+00:00
2026-08-10,824887,NYM,ATL,TB,Michael Harris II (ATL),671739,1.5,O,0.471,140,2026-08-10T20:08:03+00:00
2026-08-10,823675,BAL,MIN,TB,Austin Martin (MIN),668885,1.5,O,0.381,195,2026-08-10T20:08:03+00:00
2026-08-10,823675,BAL,MIN,TB,Jackson Holliday (BAL),702616,1.5,O,0.398,180,2026-08-10T20:08:03+00:00
2026-08-10,823675,BAL,MIN,TB,Luke Keaschall (MIN),807712,1.5,O,0.369,195,2026-08-10T20:08:03+00:00
2026-08-10,823675,BAL,MIN,TB,Tyler O'Neill (BAL),641933,1.5,O,0.402,170,2026-08-10T20:08:03+00:00
2026-08-10,823675,BAL,MIN,TB,Dylan Beavers (BAL),687637,1.5,O,0.358,200,2026-08-10T20:08:03+00:00
2026-08-10,824887,NYM,ATL,TB,Matt Olson (ATL),621566,1.5,O,0.457,133,2026-08-10T20:08:03+00:00
2026-08-10,824887,NYM,ATL,TB,A.J. Ewing (NYM),805999,1.5,O,0.415,155,2026-08-10T20:08:03+00:00
2026-08-10,823018,PHI,STL,TB,Alec Burleson (STL),676475,1.5,O,0.502,111,2026-08-10T20:08:03+00:00
2026-08-10,823998,TEX,LAA,TB,Vaughn Grissom (LAA),687093,1.5,O,0.385,175,2026-08-10T20:08:03+00:00
2026-08-10,823018,PHI,STL,TB,Kyle Schwarber (PHI),656941,1.5,O,0.491,115,2026-08-10T20:08:03+00:00
2026-08-10,823189,HOU,SF,TB,Taylor Trammell (HOU),666211,1.5,O,0.339,210,2026-08-10T20:08:03+00:00
2026-08-10,824887,NYM,ATL,TB,Ronald Acuña Jr. (ATL),660670,1.5,O,0.441,138,2026-08-10T20:08:03+00:00
2026-08-10,823018,PHI,STL,TB,Justin Crawford (PHI),702222,1.5,O,0.38,175,2026-08-10T20:08:03+00:00
2026-08-10,823018,PHI,STL,TB,Bryce Harper (PHI),547180,1.5,O,0.478,118,2026-08-10T20:08:03+00:00
2026-08-10,824887,NYM,ATL,TB,Jared Young (NYM),676724,1.5,O,0.347,200,2026-08-10T20:08:03+00:00
2026-08-10,823918,KC,LAD,TB,Freddie Freeman (LAD),518692,1.5,O,0.466,123,2026-08-10T20:08:03+00:00
2026-08-10,823189,HOU,SF,TB,Yordan Alvarez (HOU),670541,1.5,O,0.533,-105,2026-08-10T20:08:03+00:00
2026-08-10,823018,PHI,STL,TB,Luis Arraez (PHI),650333,1.5,O,0.482,115,2026-08-10T20:08:03+00:00
2026-08-10,823189,HOU,SF,HRR,Yordan Alvarez (HOU),670541,2.5,O,2.138,115,2026-08-10T20:08:03+00:00
2026-08-10,824887,NYM,ATL,HRR,Matt Olson (ATL),621566,1.5,O,1.746,-118,2026-08-10T20:08:03+00:00
2026-08-10,823018,PHI,STL,HRR,Jordan Walker (STL),691023,1.5,O,1.712,-143,2026-08-10T20:08:03+00:00
2026-08-10,823265,MIL,SD,HRR,Brice Turang (MIL),668930,1.5,O,1.678,104,2026-08-10T20:08:03+00:00
2026-08-10,823918,KC,LAD,HRR,Shohei Ohtani (LAD),660271,2.5,O,1.665,115,2026-08-10T20:08:03+00:00
2026-08-10,823918,KC,LAD,HRR,Andy Pages (LAD),681624,1.5,O,1.61,-139,2026-08-10T20:08:03+00:00
2026-08-10,823018,PHI,STL,HRR,Alec Burleson (STL),676475,1.5,O,1.584,-142,2026-08-10T20:08:03+00:00
2026-08-10,824969,TB,ATH,HRR,Junior Caminero (TB),691406,2.5,O,1.556,-105,2026-08-10T20:08:03+00:00
2026-08-10,823675,BAL,MIN,HRR,Pete Alonso (BAL),624413,1.5,O,1.53,-135,2026-08-10T20:08:03+00:00
2026-08-10,824969,TB,ATH,HRR,Yandy Diaz (TB),650490,2.5,O,1.514,-110,2026-08-10T20:08:03+00:00
2026-08-10,824969,TB,ATH,HRR,Jonathan Aranda (TB),666018,1.5,O,1.395,-162,2026-08-10T20:08:03+00:00
2026-08-10,823018,PHI,STL,HRR,Bryce Harper (PHI),547180,1.5,O,1.393,-132,2026-08-10T20:08:03+00:00
2026-08-10,823265,MIL,SD,HRR,Fernando Tatis (SD),665487,1.5,O,1.354,-118,2026-08-10T20:08:03+00:00
2026-08-10,824887,NYM,ATL,HRR,Ozzie Albies (ATL),645277,1.5,O,1.327,105,2026-08-10T20:08:03+00:00
2026-08-10,823018,PHI,STL,HRR,Trea Turner (PHI),607208,1.5,O,1.316,-155,2026-08-10T20:08:03+00:00
2026-08-10,823018,PHI,STL,HRR,Kyle Schwarber (PHI),656941,1.5,O,1.302,-140,2026-08-10T20:08:03+00:00
2026-08-10,822780,BOS,TOR,HRR,Ceddanne Rafaela (BOS),678882,1.5,O,1.296,-160,2026-08-10T20:08:03+00:00
2026-08-10,824887,NYM,ATL,HRR,Michael Harris II (ATL),671739,1.5,O,1.274,-135,2026-08-10T20:08:03+00:00
2026-08-10,825048,COL,ARI,HRR,Jake McCarthy (COL),664983,1.5,O,1.244,-130,2026-08-10T20:08:03+00:00
2026-08-10,823918,KC,LAD,HRR,Freddie Freeman (LAD),518692,1.5,O,1.226,-134,2026-08-10T20:08:03+00:00
2026-08-10,823265,MIL,SD,K,Logan Henderson (MIL),,5.5,U,5.42,122,2026-08-11T01:16:55+00:00
2026-08-10,823265,MIL,SD,BB,Logan Henderson (MIL),,1.5,U,1.43,,2026-08-11T01:16:55+00:00
2026-08-10,823265,MIL,SD,ER,Logan Henderson (MIL),,1.5,O,1.72,-154,2026-08-11T01:16:55+00:00
2026-08-10,824887,NYM,ATL,K,Christian Scott (NYM),,5.5,O,5.97,106,2026-08-10T20:08:03+00:00
2026-08-10,824887,NYM,ATL,BB,Christian Scott (NYM),,1.5,O,1.8,-135,2026-08-10T20:08:03+00:00
2026-08-10,824887,NYM,ATL,ER,Christian Scott (NYM),,2.5,U,1.84,-124,2026-08-10T20:08:03+00:00
2026-08-10,825048,COL,ARI,K,Gabriel Hughes (COL),,3.5,O,5.07,-112,2026-08-11T01:16:55+00:00
2026-08-10,825048,COL,ARI,BB,Gabriel Hughes (COL),,1.5,O,2.09,,2026-08-11T01:16:55+00:00
2026-08-10,825048,COL,ARI,ER,Gabriel Hughes (COL),,2.5,U,2.4,-110,2026-08-11T01:16:55+00:00
2026-08-10,824969,TB,ATH,K,Jacob Lopez (ATH),,4.5,U,4.32,120,2026-08-11T01:16:55+00:00
2026-08-10,824969,TB,ATH,BB,Jacob Lopez (ATH),,1.5,O,2.27,,2026-08-11T01:16:55+00:00
2026-08-10,824969,TB,ATH,ER,Jacob Lopez (ATH),,2.5,U,2.22,110,2026-08-11T01:16:55+00:00
2026-08-10,823998,TEX,LAA,K,MacKenzie Gore (TEX),,6.5,U,6.24,-125,2026-08-11T01:16:55+00:00
2026-08-10,823998,TEX,LAA,BB,MacKenzie Gore (TEX),,1.5,O,1.86,,2026-08-11T01:16:55+00:00
2026-08-10,823998,TEX,LAA,ER,MacKenzie Gore (TEX),,2.5,U,2.22,-150,2026-08-11T01:16:55+00:00
2026-08-10,823675,BAL,MIN,K,Dean Kremer (MIN),,5.5,O,6.32,110,2026-08-10T20:08:03+00:00
2026-08-10,823675,BAL,MIN,BB,Dean Kremer (MIN),,1.5,O,2.02,,2026-08-10T20:08:03+00:00
2026-08-10,823675,BAL,MIN,ER,Dean Kremer (MIN),,2.5,O,2.63,-104,2026-08-10T20:08:03+00:00
2026-08-10,823998,TEX,LAA,K,Reid Detmers (LAA),,6.5,O,6.97,-140,2026-08-11T01:16:55+00:00
2026-08-10,823998,TEX,LAA,BB,Reid Detmers (LAA),,1.5,O,1.51,-125,2026-08-11T01:16:55+00:00
2026-08-10,823998,TEX,LAA,ER,Reid Detmers (LAA),,2.5,O,2.54,125,2026-08-11T01:16:55+00:00
2026-08-10,823918,KC,LAD,K,Tarik Skubal (LAD),,7.5,U,6.47,120,2026-08-11T01:16:55+00:00
2026-08-10,823918,KC,LAD,BB,Tarik Skubal (LAD),,0.5,O,0.95,,2026-08-11T01:16:55+00:00
2026-08-10,823918,KC,LAD,ER,Tarik Skubal (LAD),,1.5,O,1.86,116,2026-08-11T01:16:55+00:00
2026-08-10,823189,HOU,SF,K,Hayden Wesneski (HOU),,4.5,O,5.12,110,2026-08-11T01:16:55+00:00
2026-08-10,823189,HOU,SF,BB,Hayden Wesneski (HOU),,1.5,O,2.05,100,2026-08-11T01:16:55+00:00
2026-08-10,823189,HOU,SF,ER,Hayden Wesneski (HOU),,1.5,O,2.69,-165,2026-08-11T01:16:55+00:00
2026-08-10,823918,KC,LAD,K,Noah Cameron (KC),,4.5,O,5.02,-140,2026-08-11T01:16:55+00:00
2026-08-10,823918,KC,LAD,BB,Noah Cameron (KC),,1.5,O,1.88,,2026-08-11T01:16:55+00:00
2026-08-10,823918,KC,LAD,ER,Noah Cameron (KC),,2.5,O,2.68,-139,2026-08-11T01:16:55+00:00
2026-08-10,823018,PHI,STL,K,Hunter Dobbins (STL),,3.5,O,4.55,134,2026-08-10T20:08:03+00:00
2026-08-10,823018,PHI,STL,BB,Hunter Dobbins (STL),,1.5,O,1.99,-125,2026-08-10T20:08:03+00:00
2026-08-10,823018,PHI,STL,ER,Hunter Dobbins (STL),,2.5,U,2.34,-125,2026-08-10T20:08:03+00:00
2026-08-10,822780,BOS,TOR,K,Sonny Gray (BOS),,4.5,O,5.15,-115,2026-08-10T20:08:03+00:00
2026-08-10,822780,BOS,TOR,BB,Sonny Gray (BOS),,1.5,O,1.52,120,2026-08-10T20:08:03+00:00
2026-08-10,822780,BOS,TOR,ER,Sonny Gray (BOS),,2.5,U,2.29,-165,2026-08-10T20:08:03+00:00
2026-08-10,824969,TB,ATH,K,Freddy Peralta (TB),,4.5,U,4.25,105,2026-08-11T01:16:55+00:00
2026-08-10,824969,TB,ATH,BB,Freddy Peralta (TB),,1.5,O,1.93,,2026-08-11T01:16:55+00:00
2026-08-10,824969,TB,ATH,ER,Freddy Peralta (TB),,2.5,O,2.68,105,2026-08-11T01:16:55+00:00
2026-08-10,823018,PHI,STL,K,Andrew Painter (PHI),,3.5,O,4.25,130,2026-08-10T20:08:03+00:00
2026-08-10,823018,PHI,STL,BB,Andrew Painter (PHI),,1.5,O,1.82,-115,2026-08-10T20:08:03+00:00
2026-08-10,823018,PHI,STL,ER,Andrew Painter (PHI),,2.5,O,2.74,-110,2026-08-10T20:08:03+00:00
2026-08-10,825048,COL,ARI,K,Michael Soroka (ARI),,4.5,O,5.58,114,2026-08-11T01:16:55+00:00
2026-08-10,825048,COL,ARI,BB,Michael Soroka (ARI),,1.5,U,1.24,,2026-08-11T01:16:55+00:00
2026-08-10,825048,COL,ARI,ER,Michael Soroka (ARI),,1.5,O,2.31,-124,2026-08-11T01:16:55+00:00
2026-08-10,823265,MIL,SD,K,Casey Mize (SD),,4.5,O,5.37,-137,2026-08-11T01:16:55+00:00
2026-08-10,823265,MIL,SD,BB,Casey Mize (SD),,1.5,O,1.73,-125,2026-08-11T01:16:55+00:00
2026-08-10,823265,MIL,SD,ER,Casey Mize (SD),,2.5,O,2.6,123,2026-08-11T01:16:55+00:00
2026-08-10,824887,NYM,ATL,K,Bryce Elder (ATL),,4.5,O,4.95,104,2026-08-10T20:08:03+00:00
2026-08-10,824887,NYM,ATL,BB,Bryce Elder (ATL),,1.5,O,1.77,105,2026-08-10T20:08:03+00:00
2026-08-10,824887,NYM,ATL,ER,Bryce Elder (ATL),,2.5,O,2.87,110,2026-08-10T20:08:03+00:00
2026-08-10,822780,BOS,TOR,K,Jameson Taillon (TOR),,4.5,U,4.33,-142,2026-08-10T20:08:03+00:00
2026-08-10,822780,BOS,TOR,BB,Jameson Taillon (TOR),,1.5,O,1.82,103,2026-08-10T20:08:03+00:00
2026-08-10,822780,BOS,TOR,ER,Jameson Taillon (TOR),,2.5,O,3.22,-113,2026-08-10T20:08:03+00:00
2026-08-10,823189,HOU,SF,K,Blade Tidwell (SF),,3.5,O,6.29,-120,2026-08-11T01:16:55+00:00
2026-08-10,823189,HOU,SF,BB,Blade Tidwell (SF),,1.5,O,2.24,,2026-08-11T01:16:55+00:00
2026-08-10,823189,HOU,SF,ER,Blade Tidwell (SF),,2.5,O,3.06,100,2026-08-11T01:16:55+00:00
