date,market,entity,player_id,team,proj,z,price,rank,pa,on_board
2026-08-22,TB,Daz Cameron,663662,TOR,27.81,1.09083,236,2,11.0,N
2026-08-22,TB,Ben Rice,700250,NYY,12.14,0.94541,175,5,527.0,Y
2026-08-22,TB,Luis García Jr.,671277,NYY,7.71,0.91013,175,7,374.0,Y
2026-08-22,TB,Abimelec Ortiz,694673,WSH,12.0,0.90057,195,8,56.0,N
2026-08-22,TB,Matt Olson,621566,ATL,5.99,0.87365,143,9,561.0,Y
2026-08-22,TB,Griffin Conine,665052,MIA,0.08,0.82173,131,12,202.0,Y
2026-08-22,TB,Drake Baldwin,686948,ATL,7.89,0.80236,148,13,470.0,Y
2026-08-22,TB,Michael Harris II,671739,ATL,3.31,0.65789,144,19,491.0,Y
2026-08-22,TB,Trent Grisham,663757,NYY,9.55,0.59503,192,22,433.0,Y
2026-08-22,TB,Ronald Acuña Jr.,660670,ATL,-1.36,0.51905,143,26,339.0,Y
2026-08-22,TB,Andrew Vaughn,683734,MIL,6.93,0.48797,170,30,268.0,N
2026-08-22,TB,Andrew Pinckney,687605,WSH,7.31,0.47299,200,33,16.0,N
2026-08-22,TB,Jake Bauers,641343,MIL,10.86,0.44728,180,37,465.0,N
2026-08-22,TB,Vladimir Guerrero Jr.,665489,TOR,-2.07,0.43127,145,39,486.0,N
2026-08-22,TB,Kazuma Okamoto,672960,TOR,14.05,0.40422,185,43,511.0,Y
2026-08-22,TB,Jackson Chourio,694192,MIL,-3.28,0.38443,108,45,428.0,N
2026-08-22,TB,William Contreras,661388,MIL,-0.23,0.34438,138,51,513.0,N
2026-08-22,TB,Mike Yastrzemski,573262,ATL,8.02,0.31015,245,60,324.0,N
2026-08-22,TB,Alejandro Kirk,672386,TOR,2.36,0.29635,170,64,211.0,N
2026-08-22,TB,George Springer,543807,TOR,5.82,0.19672,180,80,410.0,N
2026-08-22,TB,Daylen Lile,695734,WSH,-4.63,0.1763,133,84,530.0,N
2026-08-22,TB,Spencer Jones,682987,NYY,11.47,0.1438,262,91,170.0,N
2026-08-22,TB,Joe Mack,691788,MIA,3.91,0.14195,188,94,251.0,N
2026-08-22,TB,Mauricio Dubón,643289,ATL,7.24,0.14129,205,95,492.0,N
2026-08-22,TB,Jazz Chisholm Jr.,665862,NYY,4.58,0.12752,233,99,466.0,N
2026-08-22,TB,Heriberto Hernández,681715,MIA,6.97,0.12703,175,100,355.0,N
2026-08-22,TB,Heliot Ramos,671218,NYY,10.01,0.11716,200,102,306.0,N
