date,game_pk,market,entity,player_id,line,side,proj,z,price,rank,PA,on_board
2026-08-11,824886,HRR,Francisco Lindor (NYM),596019,1.5,O,0.121,,-137,120,275,
2026-08-11,823917,HRR,Hunter Feduccia (LAD),676439,0.5,O,0.118,,-159,121,12,
2026-08-11,824886,HRR,Ronald Acuna (ATL),660670,1.5,O,0.114,,-127,122,297,
2026-08-11,823019,HRR,JJ Wetherholt (STL),802139,1.5,O,0.111,,-101,123,512,
2026-08-11,822697,HRR,Daylen Lile (WSH),695734,1.5,O,0.107,,102,124,488,
2026-08-11,824886,HRR,Luis Torrens (NYM),620443,0.5,O,0.104,,-179,125,216,
2026-08-11,823264,HRR,Jackson Merrill (SD),701538,1.5,O,0.103,,122,126,490,
2026-08-11,822778,HRR,Vladimir Guerrero (TOR),665489,1.5,O,0.1,,-118,127,470,
2026-08-11,823512,HRR,Julio Rodriguez (SEA),677594,1.5,O,0.096,,-110,128,466,
2026-08-11,823512,HRR,Dominic Canzone (SEA),686527,1.5,O,0.09,,-100,129,344,
2026-08-11,823019,HRR,Justin Crawford (PHI),702222,1.5,O,0.087,,107,130,352,
2026-08-11,824886,HRR,Mike Yastrzemski (ATL),573262,0.5,O,0.086,,-166,131,301,
2026-08-11,823832,HRR,Xavier Edwards (MIA),669364,1.5,O,0.085,,-100,132,498,
2026-08-11,822697,HRR,Jacob Young (WSH),696285,0.5,O,0.082,,-178,133,356,
2026-08-11,822697,HRR,Ian Happ (CHC),664023,1.5,O,0.081,,-120,134,490,
2026-08-11,824970,HRR,Richie Palacios (TB),680700,1.5,O,0.066,,116,135,280,
2026-08-11,825046,HRR,Tim Tawa (AZ),694374,1.5,O,0.051,,-112,136,192,
2026-08-11,823019,HRR,Blaze Jordan (STL),691458,1.5,O,0.046,,110,137,147,
2026-08-11,823917,HRR,Mookie Betts (LAD),605141,1.5,O,0.044,,-123,138,346,
2026-08-11,822697,HRR,Michael Busch (CHC),683737,1.5,O,0.039,,-140,139,531,
2026-08-11,822697,HRR,Nico Hoerner (CHC),663538,1.5,O,0.038,,-144,140,515,
2026-08-11,823186,HRR,Jose Altuve (HOU),514888,1.5,O,0.034,,-149,141,408,
2026-08-11,823917,HRR,Bobby Witt (KC),677951,1.5,O,0.026,,-110,142,443,
2026-08-11,823512,HRR,Trent Grisham (NYY),663757,1.5,O,0.022,,-110,143,390,
2026-08-11,823997,HRR,Wade Meckler (LAA),685133,1.5,O,0.021,,115,144,193,
2026-08-11,822697,HRR,Alex Bregman (CHC),608324,1.5,O,0.012,,-136,145,532,
2026-08-11,823917,HRR,Jac Caglianone (KC),695506,1.5,O,0.012,,123,146,430,
2026-08-11,823673,HRR,Jackson Holliday (BAL),702616,1.5,O,0.009,,-115,147,221,
2026-08-11,823673,HRR,Coby Mayo (BAL),691723,1.5,O,0.009,,109,148,302,
2026-08-11,824970,HRR,Jeff McNeil (ATH),643446,1.5,O,0.004,,-136,149,357,
2026-08-11,823673,HRR,Royce Lewis (MIN),668904,1.5,O,-0.002,,-123,150,348,
2026-08-11,823997,HRR,Zach Neto (LAA),687263,1.5,O,-0.018,,-127,151,520,
2026-08-11,824563,HRR,Colson Montgomery (CWS),695657,1.5,O,-0.019,,-107,152,469,
2026-08-11,823997,HRR,Elias Diaz (TEX),553869,1.5,O,-0.021,,125,153,126,
2026-08-11,823512,HRR,Cole Young (SEA),702284,1.5,O,-0.022,,102,154,477,
2026-08-11,823186,HRR,Isaac Paredes (HOU),670623,1.5,O,-0.028,,-125,155,480,
2026-08-11,823019,HRR,Ivan Herrera (STL),671056,1.5,O,-0.03,,-109,156,526,
2026-08-11,824563,HRR,JJ Bleday (CIN),668709,1.5,O,-0.033,,119,157,373,
2026-08-11,823997,HRR,Mike Trout (LAA),545361,1.5,O,-0.035,,-125,158,447,
2026-08-11,824970,HRR,Victor Mesa (TB),683748,1.5,O,-0.039,,-124,159,164,
2026-08-11,823512,HRR,Jazz Chisholm (NYY),665862,1.5,O,-0.04,,110,160,431,
2026-08-11,824240,HRR,Spencer Torkelson (DET),679529,1.5,O,-0.045,,109,161,464,
2026-08-11,824970,HRR,Carlos Cortes (ATH),666126,1.5,O,-0.045,,-104,162,268,
2026-08-11,824240,HRR,Brayan Rocchio (CLE),677587,1.5,O,-0.051,,112,163,452,
2026-08-11,823673,HRR,Luke Keaschall (MIN),807712,1.5,O,-0.053,,-116,164,437,
2026-08-11,823019,HRR,J.T. Realmuto (PHI),592663,1.5,O,-0.055,,-130,165,329,
2026-08-11,824886,HRR,A.J. Ewing (NYM),805999,1.5,O,-0.06,,-116,166,325,
2026-08-11,824886,HRR,Austin Riley (ATL),663586,1.5,O,-0.064,,126,167,475,
2026-08-11,824563,HRR,Luisangel Acuna (CWS),682668,1.5,O,-0.067,,134,168,189,
2026-08-11,823673,HRR,Leody Taveras (BAL),665750,1.5,O,-0.067,,-116,169,362,
2026-08-11,824970,HRR,Jonah Heim (ATH),641680,1.5,O,-0.069,,-105,170,224,
2026-08-11,822697,HRR,Dylan Crews (WSH),686611,1.5,O,-0.071,,-110,171,279,
2026-08-11,824240,HRR,Jose Ramirez (CLE),608070,1.5,O,-0.074,,-127,172,375,
2026-08-11,823186,HRR,Cam Smith (HOU),701358,1.5,O,-0.085,,-110,173,431,
2026-08-11,823264,HRR,Manny Machado (SD),592518,1.5,O,-0.092,,111,174,496,
2026-08-11,823019,HRR,Alec Bohm (PHI),664761,1.5,O,-0.095,,-115,175,466,
2026-08-11,824886,HRR,Francisco Alvarez (NYM),682626,1.5,O,-0.116,,-103,176,304,
2026-08-11,823832,HRR,Heriberto Hernandez (MIA),681715,0.5,O,-0.119,,-162,177,316,
2026-08-11,822778,HRR,Myles Straw (TOR),664702,0.5,O,-0.122,,-182,178,225,
2026-08-11,823186,HRR,Bryce Eldridge (SF),805811,1.5,O,-0.125,,127,179,310,
2026-08-11,822778,HRR,Jarren Duran (BOS),680776,0.5,O,-0.155,,-149,180,471,
2026-08-11,824563,HRR,Dane Myers (CIN),667472,0.5,O,-0.158,,-172,181,206,
2026-08-11,823186,HRR,Willy Adames (SF),642715,1.5,O,-0.166,,121,182,477,
2026-08-11,822778,HRR,Charles McAdoo (TOR),807727,0.5,O,-0.169,,-157,183,28,
2026-08-11,823997,HRR,Corey Seager (TEX),608369,2.5,O,-0.169,,111,184,255,
2026-08-11,823264,HRR,David Hamilton (MIL),666152,0.5,O,-0.181,,-155,185,284,
2026-08-11,824240,HRR,Travis Bazzana (CLE),683953,1.5,O,-0.183,,120,186,370,
2026-08-11,824970,HRR,Henry Bolte (ATH),703607,1.5,O,-0.185,,-105,187,279,
2026-08-11,824886,HRR,Marcus Semien (NYM),543760,1.5,O,-0.188,,108,188,397,
2026-08-11,825046,HRR,Geraldo Perdomo (AZ),672695,1.5,O,-0.191,,-150,189,501,
2026-08-11,824970,HRR,Taylor Walls (TB),670764,1.5,O,-0.194,,-100,190,332,
2026-08-11,824970,HRR,Cedric Mullins (TB),656775,1.5,O,-0.198,,-111,191,388,
2026-08-11,823673,HRR,Dylan Beavers (BAL),687637,1.5,O,-0.203,,104,192,220,
2026-08-11,823512,HRR,Luis Garcia (NYY),671277,1.5,O,-0.204,,-120,193,21,
2026-08-11,823512,HRR,Ryan McMahon (NYY),641857,0.5,O,-0.216,,-156,194,283,
2026-08-11,823186,HRR,Drew Gilbert (SF),687551,0.5,O,-0.218,,-159,195,280,
2026-08-11,822778,HRR,George Springer (TOR),543807,1.5,O,-0.221,,-111,196,382,
2026-08-11,823512,HRR,Josh Naylor (SEA),647304,1.5,O,-0.229,,115,197,474,
2026-08-11,823673,HRR,Alan Roden (MIN),702176,1.5,O,-0.233,,117,198,57,
2026-08-11,823019,HRR,Masyn Winn (STL),691026,1.5,O,-0.233,,103,199,452,
2026-08-11,824970,HRR,Lawrence Butler (ATH),671732,1.5,O,-0.234,,-112,200,355,
2026-08-11,824563,HRR,Tyler Stephenson (CIN),663886,1.5,O,-0.236,,112,201,320,
2026-08-11,823019,HRR,Everson Pereira (STL),677592,0.5,O,-0.245,,-134,202,88,
2026-08-11,823917,HRR,Nick Loftin (KC),679845,1.5,O,-0.246,,132,203,287,
2026-08-11,822697,HRR,Nasim Nunez (WSH),683083,0.5,O,-0.248,,-171,204,392,
2026-08-11,824240,HRR,Zach McKinstry (DET),656716,0.5,O,-0.25,,-180,205,322,
2026-08-11,824886,HRR,Luis Robert (NYM),673357,1.5,O,-0.253,,-109,206,159,
2026-08-11,823673,HRR,Colton Cowser (BAL),681297,0.5,O,-0.255,,-169,207,286,
2026-08-11,825046,HRR,Ezequiel Tovar (COL),678662,1.5,O,-0.255,,126,208,401,
2026-08-11,823673,HRR,Gunnar Henderson (BAL),683002,1.5,O,-0.259,,-151,209,535,
2026-08-11,824240,HRR,Patrick Bailey (CLE),672275,1.5,O,-0.261,,133,210,159,
2026-08-11,825046,HRR,Max Kepler (AZ),596146,1.5,O,-0.27,,101,211,110,
2026-08-11,824240,HRR,Steven Kwan (CLE),680757,1.5,O,-0.288,,-122,212,445,
2026-08-11,823019,HRR,Jose Fermin (STL),665877,1.5,O,-0.293,,134,213,249,
2026-08-11,822778,HRR,Alejandro Kirk (TOR),672386,1.5,O,-0.318,,-110,214,170,
2026-08-11,823673,HRR,Tyler O'Neill (BAL),641933,1.5,O,-0.338,,-114,215,226,
2026-08-11,823917,HRR,Carter Jensen (KC),695600,0.5,O,-0.341,,-164,216,440,
2026-08-11,823512,HRR,Spencer Jones (NYY),682987,0.5,O,-0.352,,-160,217,133,
2026-08-11,823997,HRR,Evan Carter (TEX),694497,1.5,O,-0.371,,-101,218,334,
2026-08-11,823264,HRR,Xander Bogaerts (SD),593428,1.5,O,-0.384,,136,219,450,
2026-08-11,825046,HRR,Jordan Beck (COL),687597,1.5,O,-0.407,,123,220,104,
2026-08-11,823832,HRR,Jakob Marsee (MIA),805300,0.5,O,-0.411,,-160,221,451,
2026-08-11,824563,HRR,Eugenio Suarez (CIN),553993,0.5,O,-0.425,,-164,222,342,
2026-08-11,823997,HRR,Nolan Schanuel (LAA),694384,1.5,O,-0.462,,-112,223,414,
2026-08-11,823512,HRR,Weston Wilson (SEA),642215,0.5,O,-0.481,,-130,224,59,
2026-08-11,823512,HRR,Colt Emerson (SEA),806068,0.5,O,-0.488,,-133,225,234,
2026-08-11,824563,HRR,Matt McLain (CIN),680574,0.5,O,-0.489,,-145,226,344,
2026-08-11,823917,HRR,Starling Marte (KC),516782,0.5,O,-0.489,,-184,227,162,
2026-08-11,822778,HRR,Nick Sogard (BOS),686765,1.5,O,-0.492,,135,228,95,
2026-08-11,823264,HRR,Jake Cronenworth (SD),630105,0.5,O,-0.526,,-159,229,257,
2026-08-11,823673,HRR,Kaelen Culpepper (MIN),701785,1.5,O,-0.528,,110,230,13,
2026-08-11,823917,HRR,Isaac Collins (KC),686555,0.5,O,-0.565,,-150,231,394,
2026-08-11,822778,HRR,Andres Gimenez (TOR),665926,1.5,O,-0.566,,128,232,387,
2026-08-11,823917,HRR,Salvador Perez (KC),521692,1.5,O,-0.603,,119,233,465,
2026-08-11,823917,HRR,Kyle Isbel (KC),664728,0.5,O,-0.607,,-130,234,205,
2026-08-11,823997,HRR,Travis d'Arnaud (LAA),518595,0.5,O,-0.609,,-166,235,51,
2026-08-11,823512,HRR,Austin Wells (NYY),669224,0.5,O,-0.656,,-125,236,268,
2026-08-11,824563,HRR,Edgar Quero (CWS),700337,1.5,O,-0.673,,104,237,201,
2026-08-11,822697,HRR,Tyrone Taylor (CHC),621438,1.5,O,-0.774,,125,238,15,
2026-08-11,823512,HRR,Cal Raleigh (SEA),663728,1.5,O,-0.824,,120,239,359,
2026-08-11,823186,HRR,Drew Cavanaugh (SF),701852,0.5,O,-0.949,,-142,240,75,
2026-08-11,823186,HRR,Daulton Varsho (HOU),662139,1.5,O,-1.043,,-103,241,29,
2026-08-11,822778,HRR,Brett Bateman (TOR),703520,1.5,O,-1.081,,-104,242,20,
2026-08-11,825046,HRR,Lars Nootbaar (AZ),663457,1.5,O,-1.098,,-135,243,25,
2026-08-11,823186,HRR,Christian Koss (SF),683766,0.5,O,-1.159,,-156,244,65,
2026-08-11,823186,HRR,Grant McCray (SF),687529,0.5,O,-1.232,,-127,245,47,
2026-08-11,824563,HRR,Hector Rodriguez (CIN),699302,1.5,O,-1.349,,131,246,15,
2026-08-11,823512,HRR,Taylor Ward (SEA),621493,1.5,O,-1.402,,-110,247,23,
2026-08-11,823997,HRR,Moises Ballesteros (LAA),694208,1.5,O,-2.102,,107,248,27,
2026-08-11,823512,HRR,Heliot Ramos (NYY),671218,1.5,O,-2.208,,105,249,21,
