date,market,entity,player_id,team,game,line,price,proj,z,rank,PA,on_board
2026-08-14,HRR,Jarren Duran,680776,BOS,BOS@PIT,1.5,110,-0.43873,-0.43873,153,484,N
2026-08-14,HRR,George Springer,543807,TOR,NYY@TOR,1.5,-102,-0.44143,-0.44143,154,390,N
2026-08-14,HRR,Tyler O'Neill,641933,BAL,BAL@TB,1.5,129,-0.4423,-0.4423,155,234,N
2026-08-14,HRR,Daulton Varsho,662139,HOU,SEA@HOU,1.5,100,-0.44409,-0.44409,156,365,N
2026-08-14,HRR,Brett Bateman,703520,TOR,NYY@TOR,1.5,131,-0.44936,-0.44936,157,29,N
2026-08-14,HRR,Francisco Alvarez,682626,NYM,WSH@NYM,1.5,110,-0.45469,-0.45469,158,311,N
2026-08-14,HRR,Henry Bolte,703607,ATH,TEX@ATH,1.5,102,-0.45843,-0.45843,159,286,N
2026-08-14,HRR,Ryan McMahon,641857,NYY,NYY@TOR,1.5,134,-0.50418,-0.50418,160,293,N
2026-08-14,HRR,Corey Seager,608369,TEX,TEX@ATH,1.5,-141,-0.52358,-0.52358,161,266,N
2026-08-14,HRR,Travis Bazzana,683953,CLE,SD@CLE,1.5,135,-0.54225,-0.54225,162,378,N
2026-08-14,HRR,Geraldo Perdomo,672695,AZ,AZ@ATL,1.5,115,-0.55211,-0.55211,163,507,N
2026-08-14,HRR,Lawrence Butler,671732,ATH,TEX@ATH,1.5,-118,-0.5656,-0.5656,164,363,N
2026-08-14,HRR,Luis Robert Jr.,673357,NYM,WSH@NYM,1.5,-121,-0.56679,-0.56679,165,167,N
2026-08-14,HRR,Marcus Semien,543760,NYM,WSH@NYM,1.5,105,-0.56712,-0.56712,166,402,N
2026-08-14,HRR,Jorbit Vivas,678391,WSH,WSH@NYM,1.5,137,-0.5712,-0.5712,167,257,N
2026-08-14,HRR,Alejandro Kirk,672386,TOR,NYY@TOR,1.5,112,-0.57637,-0.57637,168,178,N
2026-08-14,HRR,Cedric Mullins,656775,TB,BAL@TB,1.5,125,-0.60541,-0.60541,169,398,N
2026-08-14,HRR,Xander Bogaerts,593428,SD,SD@CLE,1.5,140,-0.60671,-0.60671,170,459,N
2026-08-14,HRR,Isaac Collins,686555,KC,KC@LAA,1.5,113,-0.61525,-0.61525,171,399,N
2026-08-14,HRR,Steven Kwan,680757,CLE,SD@CLE,1.5,-108,-0.63262,-0.63262,172,459,N
2026-08-14,HRR,Salvador Perez,521692,KC,KC@LAA,1.5,-108,-0.65466,-0.65466,173,473,N
2026-08-14,HRR,Spencer Jones,682987,NYY,NYY@TOR,1.5,101,-0.71688,-0.71688,174,144,N
2026-08-14,HRR,Josh Lowe,666139,LAA,KC@LAA,1.5,122,-0.7821,-0.7821,175,235,N
2026-08-14,HRR,Jake Cronenworth,630105,SD,SD@CLE,1.5,133,-0.83445,-0.83445,176,266,N
2026-08-14,HRR,Brendan Donovan,680977,SEA,SEA@HOU,1.5,117,-0.94708,-0.94708,177,126,N
2026-08-14,HRR,Jakob Marsee,805300,MIA,MIA@CIN,1.5,125,-0.98546,-0.98546,178,463,N
2026-08-14,HRR,Nick Sogard,686765,BOS,BOS@PIT,1.5,-111,-1.05837,-1.05837,179,108,N
2026-08-14,HRR,Connor Norby,681393,COL,COL@SF,1.5,140,-1.2971,-1.2971,180,233,N
2026-08-14,HRR,Moises Ballesteros,694208,LAA,KC@LAA,1.5,117,-2.52934,-2.52934,181,39,N
2026-08-14,HRR,Buddy Kennedy,671083,SF,COL@SF,1.5,135,-4.41687,-4.41687,182,16,N
