date,market,entity,player_id,team,game,line,proj,z,price,rank,PA,on_board
2026-08-13,HRR,Jose Tena,677588,WSH,CHC@WSH,0.5,-1.16103,-1.16103,-160,139,236.0,0
2026-08-13,HRR,Dane Myers,667472,CIN,CIN@CWS,1.5,-1.16824,-1.16824,125,140,211.0,0
2026-08-13,HRR,Ben Malgeri,701162,DET,CLE@DET,0.5,-1.18057,-1.18057,-150,141,57.0,0
2026-08-13,HRR,Myles Straw,664702,TOR,BOS@TOR,0.5,-1.2416,-1.2416,-162,142,233.0,0
2026-08-13,HRR,Luisangel Acuna,682668,CWS,CIN@CWS,0.5,-1.27575,-1.27575,-161,143,193.0,0
2026-08-13,HRR,Randal Grichuk,545341,CWS,CIN@CWS,1.5,-1.32904,-1.32904,100,144,33.0,0
2026-08-13,HRR,Weston Wilson,642215,SEA,SEA@NYY,0.5,-1.3592,-1.3592,-125,145,62.0,0
2026-08-13,HRR,Tyler Heineman,623168,LAA,TEX@LAA,0.5,-1.54555,-1.54555,-130,146,87.0,0
2026-08-13,HRR,Patrick Bailey,672275,CLE,CLE@DET,1.5,-1.59852,-1.59852,135,147,89.0,0
2026-08-13,HRR,Ke'Bryan Hayes,663647,CIN,CIN@CWS,0.5,-1.62095,-1.62095,-134,148,178.0,0
2026-08-13,HRR,Taylor Ward,621493,SEA,SEA@NYY,1.5,-1.95617,-1.95617,105,149,32.0,0
2026-08-13,HRR,Hector Rodriguez,699302,CIN,CIN@CWS,1.5,-2.27447,-2.27447,125,150,21.0,0
2026-08-13,HRR,Adley Rutschman,668939,BOS,BOS@TOR,1.5,-2.37536,-2.37536,-118,151,9.0,0
2026-08-13,HRR,Heliot Ramos,671218,NYY,SEA@NYY,1.5,-2.63736,-2.63736,100,152,29.0,0
2026-08-13,HRR,Corey Julks,667452,DET,CLE@DET,0.5,-2.70798,-2.70798,-131,153,2.0,0
