market,name,team,opp,slot,src,line,p_model,p_mkt,edge,best_price,book,nbooks,date,player_id,game_pk,on_board
TB,Drew Cavanaugh,SF,CLE,8,statsapi,1.5,0.2345,0.23807525807525806,-0.003570154843830914,340,betmgm,6,2026-08-20,701852,824395,False
HRR,Drew Cavanaugh,SF,CLE,8,statsapi,0.5,0.605,0.5452173913043478,0.05975091380511943,-117,draftkings,3,2026-08-20,701852,824395,False
TB,Christian Koss,SF,CLE,9,statsapi,1.5,0.2526,0.24144907723855094,0.011163766024209515,297,draftkings,6,2026-08-20,683766,824395,False
HRR,Christian Koss,SF,CLE,9,statsapi,0.5,0.5951,0.5615899581589958,0.03349016031937235,-123,draftkings,3,2026-08-20,683766,824395,False
TB,Steven Kwan,CLE,SF,1,statsapi,1.5,0.3369,0.4073504273504273,-0.07049729098890711,136,draftkings,9,2026-08-20,680757,824395,False
HRR,Steven Kwan,CLE,SF,1,statsapi,1.5,0.5099,0.5615899581589958,-0.051739770904997595,-138,draftkings,3,2026-08-20,680757,824395,False
TB,Travis Bazzana,CLE,SF,2,statsapi,1.5,0.3509,0.35951893993950745,-0.008575454939974525,170,fanatics,6,2026-08-20,683953,824395,False
HRR,Travis Bazzana,CLE,SF,2,statsapi,1.5,0.4801,0.49923076923076926,-0.019164422222900768,-105,betmgm,3,2026-08-20,683953,824395,False
TB,José Ramírez,CLE,SF,3,statsapi,1.5,0.3146,0.4408294930875576,-0.1262381091910631,130,betmgm,9,2026-08-20,608070,824395,False
HRR,José Ramírez,CLE,SF,3,statsapi,1.5,0.4743,0.5615899581589958,-0.08725620580701793,-130,betmgm,3,2026-08-20,608070,824395,False
TB,Nathaniel Lowe,CLE,SF,4,statsapi,1.5,0.3958,0.3646153846153846,0.03116882207954802,170,betrivers,6,2026-08-20,663993,824395,False
HRR,Nathaniel Lowe,CLE,SF,4,statsapi,1.5,0.5251,0.5038095238095238,0.021258871880706742,-110,draftkings,3,2026-08-20,663993,824395,False
TB,Angel Genao,CLE,SF,5,statsapi,1.5,0.3419,0.372156862745098,-0.030276720742631158,165,betrivers,7,2026-08-20,694197,824395,False
HRR,Angel Genao,CLE,SF,5,statsapi,1.5,0.5127,0.5105164319248826,0.0021538578198544434,-108,draftkings,3,2026-08-20,694197,824395,False
TB,Angel Martínez,CLE,SF,6,statsapi,1.5,0.341,0.3450413002930988,-0.004010823329889446,180,betrivers,6,2026-08-20,682657,824395,False
HRR,Angel Martínez,CLE,SF,6,statsapi,1.5,0.4642,0.47261083743842364,-0.00843893961792147,105,draftkings,3,2026-08-20,682657,824395,False
TB,Patrick Bailey,CLE,SF,7,statsapi,1.5,0.2391,0.3079569892473118,-0.06886304267745641,215,betrivers,6,2026-08-20,672275,824395,False
HRR,Patrick Bailey,CLE,SF,7,statsapi,1.5,0.362,0.43045045045045044,-0.06849011730649063,124,williamhill_us,3,2026-08-20,672275,824395,False
TB,Petey Halpin,CLE,SF,8,statsapi,1.5,0.2752,0.3025806451612903,-0.02736419466017176,225,fanatics,6,2026-08-20,690984,824395,False
HRR,Petey Halpin,CLE,SF,8,statsapi,1.5,0.4018,0.4244444444444444,-0.02264390962211066,132,draftkings,3,2026-08-20,690984,824395,False
TB,Brayan Rocchio,CLE,SF,9,statsapi,1.5,0.269,0.3025806451612903,-0.03360225816447504,211,draftkings,6,2026-08-20,677587,824395,False
HRR,Brayan Rocchio,CLE,SF,9,statsapi,1.5,0.4099,0.43045045045045044,-0.0205496391427345,123,draftkings,3,2026-08-20,677587,824395,False
TB,Charles McAdoo,TOR,TB,1,statsapi,1.5,0.3897,0.33714285714285713,0.05253076825847064,198,draftkings,6,2026-08-20,807727,822934,False
HRR,Charles McAdoo,TOR,TB,1,statsapi,1.5,0.5101,0.41859649122807013,0.09153050753738073,135,draftkings,3,2026-08-20,807727,822934,False
TB,Daz Cameron,TOR,TB,2,statsapi,1.5,0.3803,0.35455285123097424,0.02574122543809998,180,fanduel,6,2026-08-20,663662,822934,False
HRR,Daz Cameron,TOR,TB,2,statsapi,1.5,0.4801,0.4138578527330221,0.06626625370103018,132,draftkings,2,2026-08-20,663662,822934,False
TB,Alejandro Kirk,TOR,TB,3,statsapi,1.5,0.3542,0.37685039370078743,-0.0226119567562853,155,fanduel,6,2026-08-20,672386,822934,False
HRR,Alejandro Kirk,TOR,TB,3,statsapi,1.5,0.4865,0.4654368932038835,0.021035397306830794,109,draftkings,3,2026-08-20,672386,822934,False
TB,George Springer,TOR,TB,4,statsapi,1.5,0.3415,0.38,-0.03850978602996846,155,betmgm,6,2026-08-20,543807,822934,False
HRR,George Springer,TOR,TB,4,statsapi,1.5,0.429,0.4654368932038835,-0.03642939164377962,110,draftkings,3,2026-08-20,543807,822934,False
TB,Kazuma Okamoto,TOR,TB,5,statsapi,1.5,0.3423,0.34038961038961035,0.0019386811336141174,190,betrivers,6,2026-08-20,672960,822934,False
HRR,Kazuma Okamoto,TOR,TB,5,statsapi,0.5,0.6652,0.6096296296296296,0.055557796517656355,-170,draftkings,1,2026-08-20,672960,822934,False
TB,Andrés Giménez,TOR,TB,6,statsapi,1.5,0.3453,0.30847896440129446,0.03683886047601337,215,betrivers,6,2026-08-20,665926,822934,False
HRR,Andrés Giménez,TOR,TB,6,statsapi,0.5,0.6655,0.6253900709219858,0.040149773123030474,-182,draftkings,1,2026-08-20,665926,822934,False
TB,Ernie Clement,TOR,TB,7,statsapi,1.5,0.3409,0.3840816326530612,-0.04322348326146658,163,betrivers,8,2026-08-20,676391,822934,False
HRR,Ernie Clement,TOR,TB,7,statsapi,1.5,0.4324,0.4451162790697674,-0.012757768824402771,120,draftkings,3,2026-08-20,676391,822934,False
TB,Myles Straw,TOR,TB,8,statsapi,1.5,0.2746,0.2617460317460317,0.012818383587059279,270,betrivers,6,2026-08-20,664702,822934,False
HRR,Myles Straw,TOR,TB,8,statsapi,0.5,0.5858,0.5783935742971887,0.007405214145300154,-145,williamhill_us,3,2026-08-20,664702,822934,False
TB,Nathan Lukes,TOR,TB,9,statsapi,1.5,0.2762,0.26490259740259736,0.011326659865402877,255,betrivers,6,2026-08-20,664770,822934,False
HRR,Nathan Lukes,TOR,TB,9,statsapi,0.5,0.6123,0.5878431372549019,0.024455460077454805,-145,betmgm,3,2026-08-20,664770,822934,False
TB,Chandler Simpson,TB,TOR,1,statsapi,1.5,0.4077,0.4345454545454545,-0.026848134935889723,126,draftkings,9,2026-08-20,802415,822934,False
HRR,Chandler Simpson,TB,TOR,1,statsapi,1.5,0.5669,0.5650622406639004,0.0018876568155522522,-140,betmgm,3,2026-08-20,802415,822934,False
TB,Junior Caminero,TB,TOR,2,statsapi,1.5,0.4826,0.48495049504950494,-0.0023811053585983677,110,betmgm,9,2026-08-20,691406,822934,False
HRR,Junior Caminero,TB,TOR,2,statsapi,1.5,0.6567,0.5783870967741935,0.07831010058311794,-148,williamhill_us,4,2026-08-20,691406,822934,False
TB,Jonathan Aranda,TB,TOR,3,statsapi,1.5,0.4076,0.4244444444444444,-0.016827192935506607,140,fanatics,9,2026-08-20,666018,822934,False
HRR,Jonathan Aranda,TB,TOR,3,statsapi,1.5,0.5889,0.5254545454545454,0.06344171370109752,-109,draftkings,3,2026-08-20,666018,822934,False
TB,Yandy Díaz,TB,TOR,4,statsapi,1.5,0.4551,0.4224778761061947,0.032660209663321615,135,betmgm,9,2026-08-20,650490,822934,False
HRR,Yandy Díaz,TB,TOR,4,statsapi,1.5,0.6539,0.5526495726495726,0.10121779395169872,-125,draftkings,3,2026-08-20,650490,822934,False
TB,Cedric Mullins,TB,TOR,5,statsapi,1.5,0.3135,0.3552464094621234,-0.04176068150063916,180,fanatics,6,2026-08-20,656775,822934,False
HRR,Cedric Mullins,TB,TOR,5,statsapi,1.5,0.4543,0.4451162790697674,0.009206620182528491,116,draftkings,3,2026-08-20,656775,822934,False
TB,Jonny DeLuca,TB,TOR,6,statsapi,1.5,0.4216,0.3189830508474576,0.10259198920711565,199,draftkings,6,2026-08-20,676356,822934,True
HRR,Jonny DeLuca,TB,TOR,6,statsapi,1.5,0.5735,0.4451162790697674,0.12842140875172953,123,draftkings,3,2026-08-20,676356,822934,True
TB,Richie Palacios,TB,TOR,7,statsapi,1.5,0.3029,0.27857397504456327,0.024296593515589604,250,fanduel,6,2026-08-20,680700,822934,False
HRR,Richie Palacios,TB,TOR,7,statsapi,0.5,0.7023,0.6068656716417911,0.09546396060866735,-168,draftkings,1,2026-08-20,680700,822934,False
TB,Jorge Mateo,TB,TOR,8,statsapi,1.5,0.3472,0.30018442622950814,0.047040844975040685,225,fanatics,6,2026-08-20,622761,822934,False
HRR,Jorge Mateo,TB,TOR,8,statsapi,0.5,0.716,0.5878431372549019,0.12813731579233556,-147,draftkings,3,2026-08-20,622761,822934,True
TB,Nick Fortes,TB,TOR,9,statsapi,1.5,0.334,0.3025806451612903,0.03145991233535167,240,betmgm,6,2026-08-20,663743,822934,False
HRR,Nick Fortes,TB,TOR,9,statsapi,1.5,0.4916,0.405531914893617,0.08607568472657895,135,draftkings,3,2026-08-20,663743,822934,False
TB,Jeff McNeil,ATH,KC,1,Expected Lineup,1.5,0.3998,0.45169811320754716,-0.051871609937513385,119,draftkings,10,2026-08-20,643446,824074,False
HRR,Jeff McNeil,ATH,KC,1,Expected Lineup,1.5,0.563,0.5690295358649788,-0.0059903074112674926,-131,draftkings,4,2026-08-20,643446,824074,False
TB,Zack Gelof,ATH,KC,3,Expected Lineup,1.5,0.4203,0.405531914893617,0.014752766255817618,144,draftkings,9,2026-08-20,680869,824074,False
HRR,Zack Gelof,ATH,KC,3,Expected Lineup,1.5,0.5924,0.5148837209302325,0.07752921748033226,-109,draftkings,3,2026-08-20,680869,824074,False
TB,Lawrence Butler,ATH,KC,4,Expected Lineup,1.5,0.3087,0.40109929078014184,-0.09244267889421437,156,draftkings,8,2026-08-20,671732,824074,False
HRR,Lawrence Butler,ATH,KC,4,Expected Lineup,1.5,0.4604,0.5127102803738317,-0.05234626240917212,101,draftkings,3,2026-08-20,671732,824074,False
TB,Carlos Cortes,ATH,KC,5,Expected Lineup,1.5,0.3479,0.37392059553349877,-0.026000607546424526,176,draftkings,8,2026-08-20,666126,824074,False
HRR,Carlos Cortes,ATH,KC,5,Expected Lineup,1.5,0.4896,0.475049504950495,0.014566107379053561,112,draftkings,3,2026-08-20,666126,824074,False
TB,Donovan Walton,ATH,KC,6,Expected Lineup,1.5,0.3637,0.3232238313905569,0.04046491495431492,200,betrivers,6,2026-08-20,622268,824074,False
HRR,Donovan Walton,ATH,KC,6,Expected Lineup,1.5,0.5157,0.43045045045045044,0.08524150483059906,129,draftkings,3,2026-08-20,622268,824074,False
TB,Jonah Heim,ATH,KC,7,Expected Lineup,1.5,0.2936,0.38816326530612244,-0.0945454395916836,145,fanatics,1,2026-08-20,641680,824074,False
TB,Tommy White,ATH,KC,8,Expected Lineup,1.5,0.2924,0.38,-0.08764950846093567,155,betmgm,9,2026-08-20,695720,824074,False
HRR,Tommy White,ATH,KC,8,Expected Lineup,1.5,0.446,0.5127102803738317,-0.06672443708414388,-103,draftkings,3,2026-08-20,695720,824074,False
TB,Henry Bolte,ATH,KC,9,Expected Lineup,1.5,0.2816,0.4408294930875576,-0.1592342072689621,125,fanatics,9,2026-08-20,703607,824074,False
HRR,Henry Bolte,ATH,KC,9,Expected Lineup,1.5,0.4461,0.5452173913043478,-0.09916004564288938,-127,draftkings,3,2026-08-20,703607,824074,False
TB,Nick Loftin,KC,ATH,1,statsapi,1.5,0.4387,0.4019409282700422,0.03677919762193366,163,betrivers,9,2026-08-20,679845,824074,False
HRR,Nick Loftin,KC,ATH,1,statsapi,1.5,0.5604,0.52337899543379,0.03697839496207933,100,betmgm,3,2026-08-20,679845,824074,False
TB,Bobby Witt Jr.,KC,ATH,2,statsapi,1.5,0.488,0.5191705069124424,-0.031218841749162174,-105,betmgm,9,2026-08-20,677951,824074,False
HRR,Bobby Witt Jr.,KC,ATH,2,statsapi,2.5,0.4147,0.43045045045045044,-0.01578614353818042,125,betmgm,3,2026-08-20,677951,824074,False
TB,Maikel Garcia,KC,ATH,3,statsapi,1.5,0.4445,0.43871559633027524,0.005781999374112501,123,draftkings,9,2026-08-20,672580,824074,False
HRR,Maikel Garcia,KC,ATH,3,statsapi,1.5,0.5831,0.5580590717299578,0.025021589964609126,-128,draftkings,3,2026-08-20,672580,824074,False
TB,Salvador Perez,KC,ATH,4,statsapi,1.5,0.4036,0.4345454545454545,-0.030946803892823338,135,betmgm,9,2026-08-20,521692,824074,False
HRR,Salvador Perez,KC,ATH,4,statsapi,1.5,0.5157,0.5433187772925764,-0.027582530170660147,-127,williamhill_us,3,2026-08-20,521692,824074,False
TB,Vinnie Pasquantino,KC,ATH,5,statsapi,1.5,0.334,0.35735849056603775,-0.02337804333466198,169,draftkings,4,2026-08-20,686469,824074,False
HRR,Vinnie Pasquantino,KC,ATH,5,statsapi,1.5,0.5048,0.47751243781094527,0.027248976926878277,101,williamhill_us,3,2026-08-20,686469,824074,False
TB,Isaac Collins,KC,ATH,6,statsapi,1.5,0.3552,0.370625,-0.015458792668283594,165,fanatics,3,2026-08-20,686555,824074,False
HRR,Isaac Collins,KC,ATH,6,statsapi,1.5,0.4617,0.4701960784313725,-0.008463458478033037,104,williamhill_us,2,2026-08-20,686555,824074,False
TB,Tyler Tolbert,KC,ATH,7,statsapi,1.5,0.3916,0.32550662370211236,0.06607425967541325,200,fanatics,4,2026-08-20,686475,824074,False
HRR,Tyler Tolbert,KC,ATH,7,statsapi,1.5,0.5578,0.4244444444444444,0.13337882473295115,129,draftkings,3,2026-08-20,686475,824074,True
TB,Michael Massey,KC,ATH,8,statsapi,1.5,0.3788,0.35386443046820404,0.02489933181509807,175,betmgm,4,2026-08-20,686681,824074,False
HRR,Michael Massey,KC,ATH,8,statsapi,1.5,0.5301,0.46780487804878046,0.062312071351144804,110,betmgm,3,2026-08-20,686681,824074,False
TB,Luke Maile,KC,ATH,9,statsapi,1.5,0.343,0.23252525252525255,0.11052020103722501,310,fanatics,3,2026-08-20,571912,824074,True
HRR,Luke Maile,KC,ATH,9,statsapi,0.5,0.691,0.5394713656387665,0.1515440430925803,-110,draftkings,3,2026-08-20,571912,824074,True
TB,Ronald Acuna,ATL,CWS,1,Expected Lineup,1.5,0.3988,0.45169811320754716,-0.05290973604448934,120,fanatics,9,2026-08-20,660670,824589,False
HRR,Ronald Acuna,ATL,CWS,1,Expected Lineup,1.5,0.5682,0.556271186440678,0.011940810202090035,-135,draftkings,3,2026-08-20,660670,824589,False
TB,Drake Baldwin,ATL,CWS,2,Expected Lineup,1.5,0.3611,0.44948356807511736,-0.08842276235302354,130,betmgm,9,2026-08-20,686948,824589,False
HRR,Drake Baldwin,ATL,CWS,2,Expected Lineup,1.5,0.5727,0.5489655172413793,0.023714839115953068,-131,draftkings,3,2026-08-20,686948,824589,False
TB,Matt Olson,ATL,CWS,3,Expected Lineup,1.5,0.4134,0.4345454545454545,-0.021150682883845084,130,draftkings,9,2026-08-20,621566,824589,False
HRR,Matt Olson,ATL,CWS,3,Expected Lineup,1.5,0.5651,0.5060557053009883,0.059069168289687335,-107,draftkings,4,2026-08-20,621566,824589,False
TB,Ozzie Albies,ATL,CWS,4,Expected Lineup,1.5,0.4085,0.4408294930875576,-0.03234025480447955,128,draftkings,9,2026-08-20,645277,824589,False
HRR,Ozzie Albies,ATL,CWS,4,Expected Lineup,1.5,0.5737,0.5335714285714286,0.040115393550163025,-120,draftkings,3,2026-08-20,645277,824589,False
TB,Michael Harris,ATL,CWS,5,Expected Lineup,1.5,0.3994,0.4166812227074236,-0.017285291095085864,135,betrivers,9,2026-08-20,671739,824589,False
HRR,Michael Harris,ATL,CWS,5,Expected Lineup,1.5,0.559,0.5038095238095238,0.055235495314918004,-110,draftkings,3,2026-08-20,671739,824589,False
TB,Mauricio Dubon,ATL,CWS,6,Expected Lineup,1.5,0.369,0.3840552453717308,-0.015018730360057131,155,betrivers,8,2026-08-20,643289,824589,False
HRR,Mauricio Dubon,ATL,CWS,6,Expected Lineup,1.5,0.5276,0.4921951219512195,0.035391121825352645,-101,draftkings,3,2026-08-20,643289,824589,False
TB,Lane Thomas,ATL,CWS,7,Expected Lineup,1.5,0.3455,0.33158180919426594,0.013959249415738562,200,betrivers,6,2026-08-20,657041,824589,False
HRR,Lane Thomas,ATL,CWS,7,Expected Lineup,1.5,0.4825,0.40653425006366184,0.07598698704852047,138,draftkings,2,2026-08-20,657041,824589,False
TB,Austin Riley,ATL,CWS,8,Expected Lineup,1.5,0.2984,0.3693939393939394,-0.07102869978388121,165,betmgm,4,2026-08-20,663586,824589,False
HRR,Austin Riley,ATL,CWS,8,Expected Lineup,1.5,0.4477,0.4630917874396135,-0.015355196414395533,111,draftkings,3,2026-08-20,663586,824589,False
TB,Sean Murphy,ATL,CWS,9,Expected Lineup,1.5,0.275,0.28442035029190993,-0.009398426491572187,230,fanatics,4,2026-08-20,669221,824589,False
HRR,Sean Murphy,ATL,CWS,9,Expected Lineup,0.5,0.6337,0.5908949416342413,0.042839415481426335,-147,draftkings,3,2026-08-20,669221,824589,False
TB,Sam Antonacci,CWS,ATL,1,Expected Lineup,1.5,0.3807,0.3949377593360996,-0.014224354648752324,154,draftkings,9,2026-08-20,803011,824589,False
HRR,Sam Antonacci,CWS,ATL,1,Expected Lineup,1.5,0.5568,0.5038095238095238,0.05298228915614722,-110,draftkings,3,2026-08-20,803011,824589,False
TB,Munetaka Murakami,CWS,ATL,2,Expected Lineup,1.5,0.4232,0.4244444444444444,-0.0012380265250903078,130,betmgm,9,2026-08-20,808959,824589,False
HRR,Munetaka Murakami,CWS,ATL,2,Expected Lineup,1.5,0.5734,0.5127102803738317,0.06073212526127669,100,betmgm,3,2026-08-20,808959,824589,False
TB,Miguel Vargas,CWS,ATL,3,Expected Lineup,1.5,0.421,0.4451162790697674,-0.024139409855230498,125,betmgm,9,2026-08-20,678246,824589,False
HRR,Miguel Vargas,CWS,ATL,3,Expected Lineup,1.5,0.5527,0.5254545454545454,0.02729443618991989,-105,betmgm,3,2026-08-20,678246,824589,False
TB,Andrew Benintendi,CWS,ATL,4,Expected Lineup,1.5,0.3797,0.3609869375907112,0.018685870738654242,190,betrivers,6,2026-08-20,643217,824589,False
HRR,Andrew Benintendi,CWS,ATL,4,Expected Lineup,1.5,0.5341,0.4308611955420466,0.10325874167691829,135,betmgm,2,2026-08-20,643217,824589,False
TB,Braden Montgomery,CWS,ATL,5,Expected Lineup,1.5,0.3304,0.36022813688212924,-0.029805707043529195,166,draftkings,6,2026-08-20,695731,824589,False
HRR,Braden Montgomery,CWS,ATL,5,Expected Lineup,1.5,0.481,0.47751243781094527,0.0034545744123865574,105,draftkings,3,2026-08-20,695731,824589,False
TB,Colson Montgomery,CWS,ATL,6,Expected Lineup,1.5,0.3415,0.3841740152851264,-0.04262760794259102,155,fanatics,6,2026-08-20,695657,824589,False
HRR,Colson Montgomery,CWS,ATL,6,Expected Lineup,1.5,0.4654,0.45619047619047615,0.009196777915760956,111,draftkings,3,2026-08-20,695657,824589,False
TB,Chase Meidroth,CWS,ATL,7,Expected Lineup,1.5,0.3315,0.3272222222222222,0.004303467447220766,205,draftkings,6,2026-08-20,805367,824589,False
HRR,Chase Meidroth,CWS,ATL,7,Expected Lineup,1.5,0.4956,0.4244444444444444,0.0711827882299852,126,draftkings,3,2026-08-20,805367,824589,False
TB,Tristan Peters,CWS,ATL,8,Expected Lineup,1.5,0.3415,0.3079569892473118,0.033559624063250915,219,draftkings,4,2026-08-20,671976,824589,False
HRR,Tristan Peters,CWS,ATL,8,Expected Lineup,0.5,0.6889,0.6012121212121212,0.08770671269886121,-164,draftkings,3,2026-08-20,671976,824589,False
TB,Drew Romo,CWS,ATL,9,Expected Lineup,1.5,0.2472,0.25984344422700584,-0.012684029278496656,271,draftkings,4,2026-08-20,691011,824589,False
