market,name,team,opp,slot,src,line,p_model,p_mkt,edge,best_price,book,nbooks,date,player_id,game_pk,on_board,actual,settle,units
HRR,Bryan Torres,STL,CIN,7,statsapi,1.5,0.5328,0.4324886877828054,0.10029874216256224,128,draftkings,3,2026-08-20,663494,824474,False,1,L,-1.0
TB,Blaze Jordan,STL,CIN,8,statsapi,1.5,0.3127,0.35735849056603775,-0.044678457951771666,165,betrivers,6,2026-08-20,691458,824474,False,0,L,-1.0
HRR,Blaze Jordan,STL,CIN,8,statsapi,1.5,0.4508,0.46780487804878046,-0.016976960492141813,106,draftkings,3,2026-08-20,691458,824474,False,0,L,-1.0
TB,Jimmy Crooks,STL,CIN,9,statsapi,1.5,0.2889,0.3309852216748769,-0.04211151101884636,193,draftkings,6,2026-08-20,699625,824474,False,0,L,-1.0
HRR,Jimmy Crooks,STL,CIN,9,statsapi,1.5,0.4196,0.4244444444444444,-0.004886379621382053,129,draftkings,3,2026-08-20,699625,824474,False,0,L,-1.0
TB,Elly De La Cruz,CIN,STL,1,statsapi,1.5,0.4384,0.4701960784313725,-0.03182836353271673,113,draftkings,9,2026-08-20,682829,824474,False,1,L,-1.0
HRR,Elly De La Cruz,CIN,STL,1,statsapi,1.5,0.5872,0.5580590717299578,0.029176358499593325,-134,draftkings,3,2026-08-20,682829,824474,False,2,W,0.7463
TB,Sal Stewart,CIN,STL,2,statsapi,1.5,0.4404,0.4345454545454545,0.0058988623000668094,125,draftkings,9,2026-08-20,701398,824474,False,1,L,-1.0
HRR,Sal Stewart,CIN,STL,2,statsapi,1.5,0.59,0.5526495726495726,0.03736321451609803,-128,draftkings,3,2026-08-20,701398,824474,False,4,W,0.7812
TB,JJ Bleday,CIN,STL,3,statsapi,1.5,0.389,0.40016806722689074,-0.011162793068894172,140,fanatics,9,2026-08-20,668709,824474,False,1,L,-1.0
HRR,JJ Bleday,CIN,STL,3,statsapi,1.5,0.5188,0.5083018867924528,0.010452655533003896,-101,draftkings,3,2026-08-20,668709,824474,False,3,W,0.9901
TB,Tyler Stephenson,CIN,STL,4,statsapi,1.5,0.398,0.38816326530612244,0.009862703688406915,149,draftkings,9,2026-08-20,663886,824474,False,0,L,-1.0
HRR,Tyler Stephenson,CIN,STL,4,statsapi,1.5,0.5105,0.5038095238095238,0.006739489849507896,-104,draftkings,3,2026-08-20,663886,824474,False,1,L,-1.0
TB,Matt McLain,CIN,STL,5,statsapi,1.5,0.3451,0.372156862745098,-0.027060056657433773,170,fanatics,6,2026-08-20,680574,824474,False,4,W,1.7
HRR,Matt McLain,CIN,STL,5,statsapi,1.5,0.4319,0.4630917874396135,-0.031185336897645355,107,williamhill_us,3,2026-08-20,680574,824474,False,7,W,1.07
TB,Michael Toglia,CIN,STL,6,statsapi,1.5,0.3438,0.3609869375907112,-0.017222241849729425,176,draftkings,6,2026-08-20,669911,824474,False,0,L,-1.0
HRR,Michael Toglia,CIN,STL,6,statsapi,1.5,0.4517,0.4408294930875576,0.01083617069990106,123,draftkings,3,2026-08-20,669911,824474,False,0,L,-1.0
TB,Dane Myers,CIN,STL,7,statsapi,1.5,0.3143,0.3260249042145594,-0.011710644354576971,210,fanatics,6,2026-08-20,667472,824474,False,0,L,-1.0
HRR,Dane Myers,CIN,STL,7,statsapi,1.5,0.4581,0.4408294930875576,0.017316221182109848,127,draftkings,3,2026-08-20,667472,824474,False,1,L,-1.0
TB,Héctor Rodríguez,CIN,STL,8,statsapi,1.5,0.2886,0.316734693877551,-0.028111012380919675,210,betmgm,6,2026-08-20,699302,824474,False,1,L,-1.0
HRR,Héctor Rodríguez,CIN,STL,8,statsapi,1.5,0.408,0.43871559633027524,-0.030674039898633765,130,draftkings,3,2026-08-20,699302,824474,False,2,W,1.3
TB,Ke'Bryan Hayes,CIN,STL,9,statsapi,1.5,0.2193,0.28536130536130533,-0.06605701672361958,230,fanatics,6,2026-08-20,663647,824474,False,1,L,-1.0
HRR,Ke'Bryan Hayes,CIN,STL,9,statsapi,0.5,0.5462,0.5983206106870229,-0.05216529685052351,-156,draftkings,3,2026-08-20,663647,824474,False,2,W,0.641
TB,Drew Gilbert,SF,CLE,1,statsapi,1.5,0.3495,0.3161581920903954,0.03334028616858187,215,betrivers,6,2026-08-20,687551,824395,False,0,L,-1.0
HRR,Drew Gilbert,SF,CLE,1,statsapi,1.5,0.4629,0.4093110754887329,0.053575387288854914,137,draftkings,2,2026-08-20,687551,824395,False,0,L,-1.0
TB,Rafael Devers,SF,CLE,2,statsapi,1.5,0.4477,0.38322580645161286,0.0645188976264311,153,draftkings,6,2026-08-20,646240,824395,False,1,L,-1.0
HRR,Rafael Devers,SF,CLE,2,statsapi,1.5,0.523,0.42744744744744745,0.09554112301712092,135,betmgm,4,2026-08-20,646240,824395,False,2,W,1.35
TB,Willy Adames,SF,CLE,3,statsapi,1.5,0.4116,0.3272222222222222,0.08438862815664117,210,fanatics,6,2026-08-20,642715,824395,True,4,W,2.1
HRR,Willy Adames,SF,CLE,3,statsapi,0.5,0.7152,0.6096296296296296,0.10559275571861526,-163,draftkings,3,2026-08-20,642715,824395,False,4,W,0.6135
TB,Bryce Eldridge,SF,CLE,4,statsapi,1.5,0.3673,0.3079569892473118,0.059349986304001845,215,fanatics,6,2026-08-20,805811,824395,False,1,L,-1.0
HRR,Bryce Eldridge,SF,CLE,4,statsapi,0.5,0.6877,0.5983206106870229,0.08941507056729758,-160,betmgm,3,2026-08-20,805811,824395,False,1,W,0.625
TB,Jung Hoo Lee,SF,CLE,5,statsapi,1.5,0.3939,0.3308771929824561,0.06297358230025318,190,betrivers,6,2026-08-20,808982,824395,False,1,L,-1.0
HRR,Jung Hoo Lee,SF,CLE,5,statsapi,1.5,0.491,0.4224778761061947,0.06856236649131825,137,draftkings,3,2026-08-20,808982,824395,False,1,L,-1.0
TB,Osleivis Basabe,SF,CLE,6,statsapi,1.5,0.3572,0.2925,0.06467601559619723,224,draftkings,6,2026-08-20,678545,824395,False,1,L,-1.0
HRR,Osleivis Basabe,SF,CLE,6,statsapi,0.5,0.6996,0.6082527881040892,0.09139079135185713,-165,betmgm,3,2026-08-20,678545,824395,False,1,W,0.6061
TB,Turner Hill,SF,CLE,7,statsapi,1.5,0.3135,0.2657142857142857,0.047812359069366095,270,betmgm,6,2026-08-20,806367,824395,False,0,L,-1.0
HRR,Turner Hill,SF,CLE,7,statsapi,0.5,0.6374,0.568477366255144,0.06889646408286809,-140,betmgm,3,2026-08-20,806367,824395,False,0,L,-1.0
TB,Drew Cavanaugh,SF,CLE,8,statsapi,1.5,0.2284,0.2364102564102564,-0.007960889654391234,350,betmgm,6,2026-08-20,701852,824395,False,0,L,-1.0
HRR,Drew Cavanaugh,SF,CLE,8,statsapi,0.5,0.5996,0.5335714285714286,0.06604662832664665,-117,draftkings,3,2026-08-20,701852,824395,False,0,L,-1.0
TB,Christian Koss,SF,CLE,9,statsapi,1.5,0.2465,0.23,0.016465412898146986,303,draftkings,6,2026-08-20,683766,824395,False,0,L,-1.0
HRR,Christian Koss,SF,CLE,9,statsapi,0.5,0.5912,0.5526495726495726,0.03851649445000871,-123,draftkings,3,2026-08-20,683766,824395,False,0,L,-1.0
TB,Steven Kwan,CLE,SF,1,statsapi,1.5,0.3327,0.4073504273504273,-0.07463374786800464,138,draftkings,9,2026-08-20,680757,824395,False,1,L,-1.0
HRR,Steven Kwan,CLE,SF,1,statsapi,1.5,0.5139,0.5615899581589958,-0.04771629913453346,-131,draftkings,3,2026-08-20,680757,824395,False,3,W,0.7634
TB,Travis Bazzana,CLE,SF,2,statsapi,1.5,0.3452,0.35957360991068854,-0.014329641839669338,175,betrivers,6,2026-08-20,683953,824395,False,1,L,-1.0
HRR,Travis Bazzana,CLE,SF,2,statsapi,1.5,0.4817,0.4898039215686274,-0.008067601054690732,100,betmgm,3,2026-08-20,683953,824395,False,2,W,1.0
TB,José Ramírez,CLE,SF,3,statsapi,1.5,0.309,0.43871559633027524,-0.12972724131383356,135,betmgm,9,2026-08-20,608070,824395,False,1,L,-1.0
HRR,José Ramírez,CLE,SF,3,statsapi,1.5,0.4764,0.556271186440678,-0.07982494221842928,-130,betmgm,3,2026-08-20,608070,824395,False,3,W,0.7692
TB,Nathaniel Lowe,CLE,SF,4,statsapi,1.5,0.3851,0.3686792452830189,0.016379091279186575,175,betrivers,6,2026-08-20,663993,824395,False,0,L,-1.0
HRR,Nathaniel Lowe,CLE,SF,4,statsapi,1.5,0.52,0.4945631067961165,0.02543147720425054,-105,betmgm,3,2026-08-20,663993,824395,False,1,L,-1.0
TB,Angel Genao,CLE,SF,5,statsapi,1.5,0.336,0.3609869375907112,-0.02502407147865171,165,betrivers,6,2026-08-20,694197,824395,False,1,L,-1.0
HRR,Angel Genao,CLE,SF,5,statsapi,1.5,0.5116,0.5038095238095238,0.007778472563168215,-108,draftkings,3,2026-08-20,694197,824395,False,1,L,-1.0
TB,Angel Martínez,CLE,SF,6,statsapi,1.5,0.3335,0.33337453955172625,8.158557052700965e-05,185,betrivers,6,2026-08-20,682657,824395,False,1,L,-1.0
HRR,Angel Martínez,CLE,SF,6,statsapi,1.5,0.4625,0.46780487804878046,-0.005260009403387,110,draftkings,3,2026-08-20,682657,824395,False,1,L,-1.0
TB,Patrick Bailey,CLE,SF,7,statsapi,1.5,0.237,0.30002048131080383,-0.06298857535118912,220,fanduel,6,2026-08-20,672275,824395,False,2,W,2.2
HRR,Patrick Bailey,CLE,SF,7,statsapi,1.5,0.3704,0.4244444444444444,-0.05401635467531496,127,draftkings,3,2026-08-20,672275,824395,False,4,W,1.27
TB,Petey Halpin,CLE,SF,8,statsapi,1.5,0.2697,0.2985876623376623,-0.028850605176218957,220,betrivers,6,2026-08-20,690984,824395,False,1,L,-1.0
HRR,Petey Halpin,CLE,SF,8,statsapi,0.5,0.6411,0.6123529411764705,0.028729305912829406,-172,draftkings,1,2026-08-20,690984,824395,False,2,W,0.5814
TB,Brayan Rocchio,CLE,SF,9,statsapi,1.5,0.2649,0.3029166666666666,-0.0380189794251517,221,draftkings,6,2026-08-20,677587,824395,False,1,L,-1.0
HRR,Brayan Rocchio,CLE,SF,9,statsapi,1.5,0.4117,0.4244444444444444,-0.012764888333195223,130,draftkings,3,2026-08-20,677587,824395,False,2,W,1.3
TB,Charles McAdoo,TOR,TB,1,statsapi,1.5,0.3934,0.3309852216748769,0.062446726657391316,198,draftkings,6,2026-08-20,807727,822934,False,1,L,-1.0
HRR,Charles McAdoo,TOR,TB,1,statsapi,1.5,0.5113,0.41859649122807013,0.09273378158762108,135,draftkings,3,2026-08-20,807727,822934,False,2,W,1.35
TB,Daz Cameron,TOR,TB,2,statsapi,1.5,0.4089,0.35386443046820404,0.054997768870021946,190,fanatics,6,2026-08-20,663662,822934,False,5,W,1.9
HRR,Daz Cameron,TOR,TB,2,statsapi,1.5,0.5081,0.411042491128328,0.09701742413025605,133,draftkings,2,2026-08-20,663662,822934,False,5,W,1.33
TB,Alejandro Kirk,TOR,TB,3,statsapi,1.5,0.3618,0.37607843137254904,-0.014275364117447453,160,fanatics,6,2026-08-20,672386,822934,False,1,L,-1.0
HRR,Alejandro Kirk,TOR,TB,3,statsapi,1.5,0.4904,0.4654368932038835,0.024988454151189443,109,draftkings,3,2026-08-20,672386,822934,False,1,L,-1.0
TB,George Springer,TOR,TB,4,statsapi,1.5,0.3486,0.37685039370078743,-0.028256396984546017,165,fanatics,6,2026-08-20,543807,822934,False,2,W,1.65
HRR,George Springer,TOR,TB,4,statsapi,1.5,0.4358,0.4654368932038835,-0.02962888477445602,110,draftkings,3,2026-08-20,543807,822934,False,4,W,1.1
TB,Kazuma Okamoto,TOR,TB,5,statsapi,1.5,0.3709,0.3309852216748769,0.0399595367083852,190,betrivers,6,2026-08-20,672960,822934,False,6,W,1.9
HRR,Kazuma Okamoto,TOR,TB,5,statsapi,0.5,0.6774,0.6096296296296296,0.06772664818095775,-170,draftkings,1,2026-08-20,672960,822934,False,4,W,0.5882
TB,Andrés Giménez,TOR,TB,6,statsapi,1.5,0.3524,0.30539682539682533,0.046953311802147735,217,draftkings,6,2026-08-20,665926,822934,False,1,L,-1.0
HRR,Andrés Giménez,TOR,TB,6,statsapi,0.5,0.6722,0.6253900709219858,0.04678050626417818,-182,draftkings,1,2026-08-20,665926,822934,False,1,W,0.5495
TB,Ernie Clement,TOR,TB,7,statsapi,1.5,0.3455,0.372156862745098,-0.026612329695341164,163,betrivers,7,2026-08-20,676391,822934,False,1,L,-1.0
HRR,Ernie Clement,TOR,TB,7,statsapi,1.5,0.4345,0.4451162790697674,-0.010646491832190241,120,draftkings,3,2026-08-20,676391,822934,False,1,L,-1.0
TB,Myles Straw,TOR,TB,8,statsapi,1.5,0.2777,0.25840161077983426,0.019257952231011677,280,fanduel,6,2026-08-20,664702,822934,False,0,L,-1.0
HRR,Myles Straw,TOR,TB,8,statsapi,0.5,0.5824,0.5718367346938775,0.010546248775969325,-144,draftkings,3,2026-08-20,664702,822934,False,0,L,-1.0
TB,Nathan Lukes,TOR,TB,9,statsapi,1.5,0.2928,0.263702213279678,0.029089936717745013,267,draftkings,6,2026-08-20,664770,822934,False,4,W,2.67
HRR,Nathan Lukes,TOR,TB,9,statsapi,0.5,0.6215,0.5878431372549019,0.03369262853111932,-145,betmgm,3,2026-08-20,664770,822934,False,3,W,0.6897
TB,Chandler Simpson,TB,TOR,1,statsapi,1.5,0.3984,0.4244444444444444,-0.02602209065757294,126,draftkings,9,2026-08-20,802415,822934,False,1,L,-1.0
HRR,Chandler Simpson,TB,TOR,1,statsapi,1.5,0.5555,0.5650622406639004,-0.009529074578711438,-140,betmgm,3,2026-08-20,802415,822934,False,2,W,0.7143
TB,Junior Caminero,TB,TOR,2,statsapi,1.5,0.4724,0.48495049504950494,-0.012589981295482056,110,betmgm,9,2026-08-20,691406,822934,False,1,L,-1.0
HRR,Junior Caminero,TB,TOR,2,statsapi,1.5,0.6479,0.5783870967741935,0.06950324559788412,-148,williamhill_us,4,2026-08-20,691406,822934,False,2,W,0.6757
TB,Jonathan Aranda,TB,TOR,3,statsapi,1.5,0.3975,0.4244444444444444,-0.02693853391027695,132,draftkings,9,2026-08-20,666018,822934,False,1,L,-1.0
HRR,Jonathan Aranda,TB,TOR,3,statsapi,1.5,0.5755,0.5254545454545454,0.050008317974528094,-115,draftkings,3,2026-08-20,666018,822934,False,1,L,-1.0
TB,Yandy Díaz,TB,TOR,4,statsapi,1.5,0.4512,0.4224778761061947,0.02876957636960087,130,betmgm,9,2026-08-20,650490,822934,False,2,W,1.3
HRR,Yandy Díaz,TB,TOR,4,statsapi,1.5,0.6494,0.5526495726495726,0.09675412751176637,-125,draftkings,3,2026-08-20,650490,822934,False,2,W,0.8
TB,Cedric Mullins,TB,TOR,5,statsapi,1.5,0.3013,0.35386443046820404,-0.05252754453465114,175,fanatics,6,2026-08-20,656775,822934,False,0,L,-1.0
HRR,Cedric Mullins,TB,TOR,5,statsapi,1.5,0.438,0.4451162790697674,-0.0071254867810890965,116,draftkings,3,2026-08-20,656775,822934,False,0,L,-1.0
TB,Jonny DeLuca,TB,TOR,6,statsapi,1.5,0.4067,0.3207244021360576,0.08602276322371905,195,betrivers,6,2026-08-20,676356,822934,True,0,L,-1.0
HRR,Jonny DeLuca,TB,TOR,6,statsapi,1.5,0.5584,0.4451162790697674,0.11330152182271208,123,draftkings,3,2026-08-20,676356,822934,False,0,L,-1.0
TB,Richie Palacios,TB,TOR,7,statsapi,1.5,0.2922,0.2743722943722944,0.017847168366217137,253,draftkings,6,2026-08-20,680700,822934,False,0,L,-1.0
HRR,Richie Palacios,TB,TOR,7,statsapi,0.5,0.6892,0.6068656716417911,0.0823438901099327,-168,draftkings,1,2026-08-20,680700,822934,False,0,L,-1.0
TB,Jorge Mateo,TB,TOR,8,statsapi,1.5,0.3345,0.3025806451612903,0.031960725402871204,240,fanatics,6,2026-08-20,622761,822934,False,0,L,-1.0
HRR,Jorge Mateo,TB,TOR,8,statsapi,0.5,0.705,0.5878431372549019,0.11715764536582263,-147,draftkings,3,2026-08-20,622761,822934,True,0,L,-1.0
TB,Nick Fortes,TB,TOR,9,statsapi,1.5,0.324,0.2975403225806451,0.02650797609309774,240,betmgm,6,2026-08-20,663743,822934,False,0,L,-1.0
HRR,Nick Fortes,TB,TOR,9,statsapi,1.5,0.4806,0.40644117112202216,0.07418742933258549,135,betmgm,2,2026-08-20,663743,822934,False,0,L,-1.0
TB,Henry Bolte,ATH,KC,1,statsapi,1.5,0.3897,0.45619047619047615,-0.06651912600697002,115,fanatics,9,2026-08-20,703607,824074,False,1,L,-1.0
HRR,Henry Bolte,ATH,KC,1,statsapi,1.5,0.5682,0.5580590717299578,0.010136352784617886,-130,betmgm,3,2026-08-20,703607,824074,False,1,L,-1.0
TB,Jeff McNeil,ATH,KC,2,statsapi,1.5,0.3921,0.4451162790697674,-0.052991227455365275,123,draftkings,10,2026-08-20,643446,824074,False,0,L,-1.0
HRR,Jeff McNeil,ATH,KC,2,statsapi,1.5,0.5577,0.5729511044924298,-0.015237537135092794,-127,draftkings,4,2026-08-20,643446,824074,False,0,L,-1.0
TB,Zack Gelof,ATH,KC,3,statsapi,1.5,0.4208,0.41478260869565214,0.005998188157735618,135,betrivers,9,2026-08-20,680869,824074,False,0,L,-1.0
HRR,Zack Gelof,ATH,KC,3,statsapi,1.5,0.5974,0.5148837209302325,0.08249030619306941,-112,draftkings,3,2026-08-20,680869,824074,False,0,L,-1.0
TB,Lawrence Butler,ATH,KC,4,statsapi,1.5,0.3143,0.3993037974683544,-0.08504149349340306,156,draftkings,8,2026-08-20,671732,824074,False,2,W,1.56
HRR,Lawrence Butler,ATH,KC,4,statsapi,1.5,0.4728,0.5127102803738317,-0.039913628254758304,-102,draftkings,3,2026-08-20,671732,824074,False,3,W,0.9804
TB,Carlos Cortes,ATH,KC,6,statsapi,1.5,0.3398,0.35735849056603775,-0.01759924607830493,173,draftkings,8,2026-08-20,666126,824074,False,2,W,1.73
HRR,Carlos Cortes,ATH,KC,6,statsapi,1.5,0.4845,0.45169811320754716,0.03283210605929349,116,draftkings,3,2026-08-20,666126,824074,False,2,W,1.16
TB,Brian Serven,ATH,KC,7,statsapi,1.5,0.3153,0.34363636363636363,-0.028309900708439806,210,betrivers,5,2026-08-20,661531,824074,False,1,L,-1.0
HRR,Brian Serven,ATH,KC,7,statsapi,1.5,0.4803,0.43045045045045044,0.04988048999786571,135,betmgm,3,2026-08-20,661531,824074,False,2,W,1.35
TB,Donovan Walton,ATH,KC,8,statsapi,1.5,0.3403,0.3260249042145594,0.014324134923123288,212,draftkings,6,2026-08-20,622268,824074,False,2,W,2.12
HRR,Donovan Walton,ATH,KC,8,statsapi,1.5,0.4894,0.41859649122807013,0.07082159786749026,135,draftkings,3,2026-08-20,622268,824074,False,2,W,1.35
TB,Darell Hernaiz,ATH,KC,9,statsapi,1.5,0.255,0.3161581920903954,-0.06111571681281469,230,betmgm,6,2026-08-20,687231,824074,False,1,L,-1.0
HRR,Darell Hernaiz,ATH,KC,9,statsapi,1.5,0.4101,0.4284304932735426,-0.018317040549361507,130,betmgm,3,2026-08-20,687231,824074,False,1,L,-1.0
TB,Nick Loftin,KC,ATH,1,statsapi,1.5,0.4423,0.40016806722689074,0.0421100441534879,160,betrivers,9,2026-08-20,679845,824074,False,3,W,1.6
HRR,Nick Loftin,KC,ATH,1,statsapi,1.5,0.5636,0.5127102803738317,0.050876266580349716,100,betmgm,3,2026-08-20,679845,824074,False,2,W,1.0
TB,Bobby Witt Jr.,KC,ATH,2,statsapi,1.5,0.4932,0.5191705069124424,-0.026004457266035952,100,betmgm,9,2026-08-20,677951,824074,False,5,W,1.0
HRR,Bobby Witt Jr.,KC,ATH,2,statsapi,2.5,0.4253,0.4324886877828054,-0.007212725925733909,125,betmgm,3,2026-08-20,677951,824074,False,6,W,1.25
TB,Maikel Garcia,KC,ATH,3,statsapi,1.5,0.4551,0.43662100456621,0.018492356357410644,121,draftkings,9,2026-08-20,672580,824074,False,2,W,1.21
HRR,Maikel Garcia,KC,ATH,3,statsapi,1.5,0.5907,0.5580590717299578,0.03264500385848579,-128,draftkings,3,2026-08-20,672580,824074,False,1,L,-1.0
TB,Salvador Perez,KC,ATH,4,statsapi,1.5,0.4076,0.43045045045045044,-0.022885955092339594,135,betmgm,9,2026-08-20,521692,824074,False,3,W,1.35
HRR,Salvador Perez,KC,ATH,4,statsapi,1.5,0.5246,0.5394713656387665,-0.014836696542842254,-124,draftkings,3,2026-08-20,521692,824074,False,5,W,0.8065
TB,Vinnie Pasquantino,KC,ATH,5,statsapi,1.5,0.3398,0.3609869375907112,-0.021146271105584924,174,draftkings,6,2026-08-20,686469,824074,False,1,L,-1.0
HRR,Vinnie Pasquantino,KC,ATH,5,statsapi,1.5,0.5112,0.47751243781094527,0.03364085470321582,105,draftkings,3,2026-08-20,686469,824074,False,1,L,-1.0
TB,Isaac Collins,KC,ATH,6,statsapi,1.5,0.3576,0.3683861236802413,-0.010748232550262193,180,betmgm,6,2026-08-20,686555,824074,False,1,L,-1.0
HRR,Isaac Collins,KC,ATH,6,statsapi,1.5,0.4693,0.4701960784313725,-0.0009147859014284054,104,williamhill_us,2,2026-08-20,686555,824074,False,4,W,1.04
TB,Tyler Tolbert,KC,ATH,7,statsapi,1.5,0.3882,0.3272222222222222,0.06100280378076928,200,fanatics,6,2026-08-20,686475,824074,False,0,L,-1.0
HRR,Tyler Tolbert,KC,ATH,7,statsapi,1.5,0.5549,0.4166812227074236,0.13818065899977505,130,betmgm,3,2026-08-20,686475,824074,True,0,L,-1.0
TB,Michael Massey,KC,ATH,8,statsapi,1.5,0.3894,0.35412587412587415,0.03524968447379234,180,betmgm,6,2026-08-20,686681,824074,False,4,W,1.8
HRR,Michael Massey,KC,ATH,8,statsapi,1.5,0.5427,0.46780487804878046,0.0749121600778675,115,betmgm,3,2026-08-20,686681,824074,False,5,W,1.15
TB,Luke Maile,KC,ATH,9,statsapi,1.5,0.338,0.2364102564102564,0.10160461552129527,300,betmgm,6,2026-08-20,571912,824074,True,0,L,-1.0
HRR,Luke Maile,KC,ATH,9,statsapi,0.5,0.685,0.5633333333333334,0.12168171895030266,-125,draftkings,3,2026-08-20,571912,824074,True,0,L,-1.0
TB,Ronald Acuña Jr.,ATL,CWS,1,statsapi,1.5,0.3948,0.4472897196261682,-0.05250743983312878,120,fanatics,9,2026-08-20,660670,824589,False,0,L,-1.0
HRR,Ronald Acuña Jr.,ATL,CWS,1,statsapi,1.5,0.5617,0.556271186440678,0.00543651055133898,-134,draftkings,3,2026-08-20,660670,824589,False,0,L,-1.0
TB,Drake Baldwin,ATL,CWS,2,statsapi,1.5,0.3546,0.4472897196261682,-0.09270628863327662,130,betmgm,9,2026-08-20,686948,824589,False,0,L,-1.0
HRR,Drake Baldwin,ATL,CWS,2,statsapi,1.5,0.5605,0.5489655172413793,0.011545920249368069,-131,draftkings,3,2026-08-20,686948,824589,False,0,L,-1.0
TB,Matt Olson,ATL,CWS,3,statsapi,1.5,0.4106,0.4345454545454545,-0.02389658712893772,132,draftkings,9,2026-08-20,621566,824589,False,0,L,-1.0
HRR,Matt Olson,ATL,CWS,3,statsapi,1.5,0.5554,0.5115928038613426,0.04379442745390505,-107,draftkings,4,2026-08-20,621566,824589,False,0,L,-1.0
TB,Ozzie Albies,ATL,CWS,4,statsapi,1.5,0.4082,0.4584688995215311,-0.05030788440990319,120,fanatics,9,2026-08-20,645277,824589,False,1,L,-1.0
HRR,Ozzie Albies,ATL,CWS,4,statsapi,1.5,0.5724,0.5452173913043478,0.027216393608634704,-128,draftkings,3,2026-08-20,645277,824589,False,1,L,-1.0
TB,Lane Thomas,ATL,CWS,5,statsapi,1.5,0.3676,0.34363636363636363,0.023962730050584913,189,draftkings,6,2026-08-20,657041,824589,False,0,L,-1.0
HRR,Lane Thomas,ATL,CWS,5,statsapi,1.5,0.5079,0.4244444444444444,0.0834168420718766,128,draftkings,3,2026-08-20,657041,824589,False,0,L,-1.0
TB,Michael Harris II,ATL,CWS,6,statsapi,1.5,0.386,0.41478260869565214,-0.028777111062536442,140,fanatics,9,2026-08-20,671739,824589,False,2,W,1.4
HRR,Michael Harris II,ATL,CWS,6,statsapi,1.5,0.5364,0.4945631067961165,0.04179209502040049,-105,betmgm,3,2026-08-20,671739,824589,False,2,W,0.9524
TB,Mauricio Dubón,ATL,CWS,7,statsapi,1.5,0.3613,0.38241611607721204,-0.021156461726145603,160,betrivers,8,2026-08-20,643289,824589,False,3,W,1.6
HRR,Mauricio Dubón,ATL,CWS,7,statsapi,1.5,0.5199,0.4921951219512195,0.027746838211851865,100,betmgm,3,2026-08-20,643289,824589,False,4,W,1.0
TB,Austin Riley,ATL,CWS,8,statsapi,1.5,0.3043,0.372156862745098,-0.06782274736582478,165,betmgm,6,2026-08-20,663586,824589,False,3,W,1.65
HRR,Austin Riley,ATL,CWS,8,statsapi,1.5,0.4517,0.4630917874396135,-0.011385015780986663,111,draftkings,3,2026-08-20,663586,824589,False,4,W,1.11
TB,Sean Murphy,ATL,CWS,9,statsapi,1.5,0.2727,0.29009615384615384,-0.017368366300833438,230,betmgm,6,2026-08-20,669221,824589,False,1,L,-1.0
HRR,Sean Murphy,ATL,CWS,9,statsapi,0.5,0.6328,0.5908949416342413,0.04188462535443671,-147,draftkings,3,2026-08-20,669221,824589,False,1,W,0.6803
