market,name,team,opp,slot,src,line,p_model,p_mkt,edge,best_price,book,nbooks,date,player_id,game_pk,on_board,actual,settle,units
TB,Austin Riley,ATL,MIL,8,statsapi,1.5,0.2209,0.2562620673865761,-0.035384592820943195,280,fanatics,6,2026-08-21,663586,823746,False,0,L,-1.0
HRR,Austin Riley,ATL,MIL,8,statsapi,0.5,0.5634,0.5335714285714286,0.029787775779355874,-109,draftkings,3,2026-08-21,663586,823746,False,0,L,-1.0
TB,Mike Yastrzemski,ATL,MIL,9,statsapi,1.5,0.1955,0.1862074829931973,0.009328767480096006,394,draftkings,6,2026-08-21,573262,823746,False,2,W,3.94
HRR,Mike Yastrzemski,ATL,MIL,9,statsapi,0.5,0.5006,0.4451162790697674,0.05550431737805844,131,draftkings,3,2026-08-21,573262,823746,False,2,W,1.31
TB,Jackson Chourio,MIL,ATL,1,statsapi,1.5,0.3893,0.4092161738970249,-0.019899783745715216,145,draftkings,8,2026-08-21,694192,823746,False,1,L,-1.0
HRR,Jackson Chourio,MIL,ATL,1,statsapi,1.5,0.553,0.47751243781094527,0.07544755257508501,103,draftkings,3,2026-08-21,694192,823746,False,2,W,1.03
TB,Brice Turang,MIL,ATL,2,statsapi,1.5,0.3732,0.30002048131080383,0.07320377188693422,222,draftkings,6,2026-08-21,668930,823746,False,1,L,-1.0
HRR,Brice Turang,MIL,ATL,2,statsapi,1.5,0.5299,0.405531914893617,0.1243392220741874,139,draftkings,3,2026-08-21,668930,823746,False,1,L,-1.0
TB,William Contreras,MIL,ATL,3,statsapi,1.5,0.3129,0.34038961038961035,-0.027482030121222467,180,betrivers,6,2026-08-21,661388,823746,False,4,W,1.8
HRR,William Contreras,MIL,ATL,3,statsapi,1.5,0.4886,0.43662100456621,0.05198554729707938,123,draftkings,3,2026-08-21,661388,823746,False,5,W,1.23
TB,Andrew Vaughn,MIL,ATL,4,statsapi,1.5,0.3652,0.3617016317016317,0.003497657106064034,165,betrivers,6,2026-08-21,683734,823746,False,1,L,-1.0
HRR,Andrew Vaughn,MIL,ATL,4,statsapi,1.5,0.5182,0.44948356807511736,0.06866655791836351,115,betmgm,3,2026-08-21,683734,823746,False,2,W,1.15
TB,Jake Bauers,MIL,ATL,5,statsapi,1.5,0.3723,0.27598493804457286,0.09630049961995613,250,fanatics,6,2026-08-21,641343,823746,True,0,L,-1.0
HRR,Jake Bauers,MIL,ATL,5,statsapi,0.5,0.7505,0.5938996138996139,0.15662046298895094,-146,draftkings,3,2026-08-21,641343,823746,True,0,L,-1.0
TB,Gary Sánchez,MIL,ATL,6,statsapi,1.5,0.2735,0.28912565695174386,-0.01561820672756098,235,betrivers,6,2026-08-21,596142,823746,False,0,L,-1.0
HRR,Gary Sánchez,MIL,ATL,6,statsapi,0.5,0.6575,0.5718367346938775,0.08568959208623161,-138,draftkings,3,2026-08-21,596142,823746,False,0,L,-1.0
TB,Joey Ortiz,MIL,ATL,7,statsapi,1.5,0.2584,0.28536130536130533,-0.027004020412490726,235,fanatics,6,2026-08-21,687401,823746,False,0,L,-1.0
HRR,Joey Ortiz,MIL,ATL,7,statsapi,0.5,0.656,0.612996632996633,0.043008561696466274,-156,draftkings,4,2026-08-21,687401,823746,False,0,L,-1.0
TB,Cooper Pratt,MIL,ATL,8,statsapi,1.5,0.2363,0.2657142857142857,-0.029376563737989525,310,fanatics,6,2026-08-21,806198,823746,False,0,L,-1.0
HRR,Cooper Pratt,MIL,ATL,8,statsapi,0.5,0.6418,0.5718367346938775,0.06995231522353507,-127,draftkings,3,2026-08-21,806198,823746,False,0,L,-1.0
TB,Luis Lara,MIL,ATL,9,statsapi,1.5,0.2292,0.27631255487269535,-0.047080944893958254,250,betmgm,6,2026-08-21,800325,823746,False,2,W,2.5
HRR,Luis Lara,MIL,ATL,9,statsapi,0.5,0.6021,0.5908949416342413,0.01116503644084843,-150,draftkings,3,2026-08-21,800325,823746,False,3,W,0.6667
TB,JJ Wetherholt,STL,PHI,1,Expected Lineup,1.5,0.2993,0.34363636363636363,-0.04434099832689564,190,draftkings,3,2026-08-21,802139,823420,False,0,L,-1.0
HRR,JJ Wetherholt,STL,PHI,1,Expected Lineup,1.5,0.4725,0.4291621011923944,0.04330047474044607,132,draftkings,2,2026-08-21,802139,823420,False,0,L,-1.0
TB,Ivan Herrera,STL,PHI,2,Expected Lineup,1.5,0.365,0.3646153846153846,0.0004339528713734331,180,fanatics,6,2026-08-21,671056,823420,False,1,L,-1.0
HRR,Ivan Herrera,STL,PHI,2,Expected Lineup,1.5,0.5307,0.4539336492890995,0.07673404739716938,116,draftkings,3,2026-08-21,671056,823420,False,2,W,1.16
TB,Jordan Walker,STL,PHI,3,Expected Lineup,1.5,0.4604,0.39666666666666667,0.06377076928183634,140,betrivers,9,2026-08-21,691023,823420,False,6,W,1.4
HRR,Jordan Walker,STL,PHI,3,Expected Lineup,1.5,0.6314,0.46780487804878046,0.16358118695831414,106,draftkings,3,2026-08-21,691023,823420,True,7,W,1.06
TB,Alec Burleson,STL,PHI,4,Expected Lineup,1.5,0.3582,0.35735849056603775,0.0008628663761889865,188,draftkings,6,2026-08-21,676475,823420,False,1,L,-1.0
HRR,Alec Burleson,STL,PHI,4,Expected Lineup,1.5,0.5175,0.43871559633027524,0.07880138582286755,124,draftkings,3,2026-08-21,676475,823420,False,3,W,1.24
TB,Joshua Baez,STL,PHI,5,Expected Lineup,1.5,0.3525,0.3618181818181818,-0.009269842450099819,179,draftkings,6,2026-08-21,695491,823420,False,4,W,1.79
HRR,Joshua Baez,STL,PHI,5,Expected Lineup,1.5,0.4955,0.43045045045045044,0.06505660423870202,133,draftkings,3,2026-08-21,695491,823420,False,4,W,1.33
TB,Blaze Jordan,STL,PHI,6,Expected Lineup,1.5,0.3543,0.3219053185271771,0.03244144424468509,201,draftkings,6,2026-08-21,691458,823420,False,1,L,-1.0
HRR,Blaze Jordan,STL,PHI,6,Expected Lineup,0.5,0.706,0.6339792387543253,0.07200565949900728,-189,draftkings,1,2026-08-21,691458,823420,False,1,W,0.5291
TB,Masyn Winn,STL,PHI,7,Expected Lineup,1.5,0.3251,0.30786885245901635,0.017197589607754138,225,draftkings,6,2026-08-21,691026,823420,False,,V,0.0
HRR,Masyn Winn,STL,PHI,7,Expected Lineup,0.5,0.7002,0.6189891696750902,0.08117051641331308,-177,draftkings,1,2026-08-21,691026,823420,False,,V,0.0
TB,Everson Pereira,STL,PHI,8,Expected Lineup,1.5,0.3281,0.22630541871921184,0.10180213342487615,310,betrivers,5,2026-08-21,677592,823420,True,1,L,-1.0
HRR,Everson Pereira,STL,PHI,8,Expected Lineup,0.5,0.6699,0.5148837209302325,0.15503191532613703,100,draftkings,3,2026-08-21,677592,823420,True,1,W,1.0
TB,Pedro Pages,STL,PHI,9,Expected Lineup,1.5,0.2664,0.21715859278408453,0.04923657944867685,350,fanatics,4,2026-08-21,686780,823420,False,1,L,-1.0
HRR,Pedro Pages,STL,PHI,9,Expected Lineup,0.5,0.6132,0.5212844036697247,0.09193249442768348,-101,draftkings,3,2026-08-21,686780,823420,False,1,W,0.9901
TB,Kyle Schwarber,PHI,STL,1,Expected Lineup,1.5,0.3955,0.48495049504950494,-0.0894619007908729,110,betmgm,9,2026-08-21,656941,823420,False,0,L,-1.0
HRR,Kyle Schwarber,PHI,STL,1,Expected Lineup,2.5,0.3534,0.45169811320754716,-0.09825858242219299,113,williamhill_us,3,2026-08-21,656941,823420,False,0,L,-1.0
TB,Trea Turner,PHI,STL,2,Expected Lineup,1.5,0.4039,0.46544833274419695,-0.06156268387701486,110,fanatics,10,2026-08-21,607208,823420,False,0,L,-1.0
HRR,Trea Turner,PHI,STL,2,Expected Lineup,1.5,0.568,0.5878431372549019,-0.019835236440556847,-154,williamhill_us,3,2026-08-21,607208,823420,False,0,L,-1.0
TB,Bryce Harper,PHI,STL,3,Expected Lineup,1.5,0.4082,0.46780487804878046,-0.05958962865583639,120,draftkings,9,2026-08-21,547180,823420,False,0,L,-1.0
HRR,Bryce Harper,PHI,STL,3,Expected Lineup,1.5,0.568,0.5718367346938775,-0.0038624643054210317,-144,draftkings,3,2026-08-21,547180,823420,False,1,L,-1.0
TB,Luis Arraez,PHI,STL,4,Expected Lineup,1.5,0.4269,0.45619047619047615,-0.02929649141392343,115,fanatics,9,2026-08-21,650333,823420,False,4,W,1.15
HRR,Luis Arraez,PHI,STL,4,Expected Lineup,1.5,0.5806,0.5870711749266635,-0.006435786039517111,-154,williamhill_us,2,2026-08-21,650333,823420,False,4,W,0.6494
TB,Alec Bohm,PHI,STL,5,Expected Lineup,1.5,0.3315,0.42052863436123344,-0.08904091314523338,133,betrivers,9,2026-08-21,664761,823420,False,5,W,1.33
HRR,Alec Bohm,PHI,STL,5,Expected Lineup,1.5,0.5011,0.5633333333333334,-0.06228224066426746,-139,draftkings,3,2026-08-21,664761,823420,False,7,W,0.7194
TB,Bryson Stott,PHI,STL,6,Expected Lineup,1.5,0.3389,0.38816326530612244,-0.04924538080606122,145,draftkings,9,2026-08-21,681082,823420,False,0,L,-1.0
HRR,Bryson Stott,PHI,STL,6,Expected Lineup,1.5,0.4824,0.5223316995517573,-0.039961441873498316,-117,williamhill_us,4,2026-08-21,681082,823420,False,1,L,-1.0
TB,Brandon Marsh,PHI,STL,7,Expected Lineup,1.5,0.3525,0.4046303642264695,-0.05208096052101563,151,draftkings,8,2026-08-21,669016,823420,False,3,W,1.51
HRR,Brandon Marsh,PHI,STL,7,Expected Lineup,1.5,0.5187,0.5038095238095238,0.014849541227191398,-110,williamhill_us,3,2026-08-21,669016,823420,False,5,W,0.9091
TB,J.T. Realmuto,PHI,STL,8,Expected Lineup,1.5,0.2678,0.38,-0.11217816143196668,161,draftkings,4,2026-08-21,592663,823420,False,4,W,1.61
HRR,J.T. Realmuto,PHI,STL,8,Expected Lineup,1.5,0.41,0.49923076923076926,-0.08919345632102216,-105,draftkings,3,2026-08-21,592663,823420,False,4,W,0.9524
TB,Justin Crawford,PHI,STL,9,Expected Lineup,1.5,0.2921,0.34774628879892033,-0.055678322456570895,195,draftkings,4,2026-08-21,702222,823420,False,0,L,-1.0
HRR,Justin Crawford,PHI,STL,9,Expected Lineup,1.5,0.423,0.46076923076923076,-0.03773532937208374,110,betmgm,3,2026-08-21,702222,823420,False,1,L,-1.0
TB,Brett Bateman,TOR,NYY,1,Expected Lineup,1.5,0.3417,0.29803013449287086,0.04368066062933773,219,draftkings,2,2026-08-21,703520,823510,False,6,W,2.19
HRR,Brett Bateman,TOR,NYY,1,Expected Lineup,0.5,0.7015,0.6266431095406361,0.07484164180233577,-183,draftkings,1,2026-08-21,703520,823510,False,4,W,0.5464
TB,Nathan Lukes,TOR,NYY,2,Expected Lineup,1.5,0.3332,0.3309852216748769,0.002209911968600209,205,betrivers,6,2026-08-21,664770,823510,False,0,L,-1.0
HRR,Nathan Lukes,TOR,NYY,2,Expected Lineup,1.5,0.4468,0.41103448275862065,0.03572622439919104,140,betmgm,3,2026-08-21,664770,823510,False,0,L,-1.0
TB,George Springer,TOR,NYY,3,Expected Lineup,1.5,0.3151,0.3423235969806367,-0.027263442902259016,185,betrivers,6,2026-08-21,543807,823510,False,0,L,-1.0
HRR,George Springer,TOR,NYY,3,Expected Lineup,1.5,0.4233,0.4244444444444444,-0.0011815953471684404,127,draftkings,3,2026-08-21,543807,823510,False,0,L,-1.0
TB,Alejandro Kirk,TOR,NYY,4,Expected Lineup,1.5,0.3288,0.38,-0.05124810935073254,165,betmgm,8,2026-08-21,672386,823510,False,1,L,-1.0
HRR,Alejandro Kirk,TOR,NYY,4,Expected Lineup,1.5,0.4588,0.4584688995215311,0.00036807421357742953,110,betmgm,3,2026-08-21,672386,823510,False,2,W,1.1
TB,Jesus Sanchez,TOR,NYY,5,Expected Lineup,1.5,0.3519,0.2617460317460317,0.09018042225791117,266,draftkings,6,2026-08-21,660821,823510,True,3,W,2.66
HRR,Jesus Sanchez,TOR,NYY,5,Expected Lineup,0.5,0.6777,0.5038095238095238,0.17392170353764458,105,betmgm,3,2026-08-21,660821,823510,True,2,W,1.05
TB,Kazuma Okamoto,TOR,NYY,6,Expected Lineup,1.5,0.3037,0.3144519015659955,-0.01078381124600708,220,betrivers,6,2026-08-21,672960,823510,False,1,L,-1.0
HRR,Kazuma Okamoto,TOR,NYY,6,Expected Lineup,0.5,0.6325,0.6082527881040892,0.024246034064168698,-160,betmgm,3,2026-08-21,672960,823510,False,1,W,0.625
TB,Andres Gimenez,TOR,NYY,7,Expected Lineup,1.5,0.2884,0.283030303030303,0.00539251339876079,230,betmgm,1,2026-08-21,665926,823510,False,,V,0.0
TB,Ernie Clement,TOR,NYY,8,Expected Lineup,1.5,0.3124,0.33401002506265665,-0.02163409634867275,191,draftkings,6,2026-08-21,676391,823510,False,1,L,-1.0
HRR,Ernie Clement,TOR,NYY,8,Expected Lineup,1.5,0.4034,0.4244444444444444,-0.021080455558186606,127,williamhill_us,3,2026-08-21,676391,823510,False,1,L,-1.0
TB,Charles McAdoo,TOR,NYY,9,Expected Lineup,1.5,0.2653,0.2570083102493075,0.008255486524853306,290,betrivers,5,2026-08-21,807727,823510,False,0,L,-1.0
HRR,Charles McAdoo,TOR,NYY,9,Expected Lineup,0.5,0.6089,0.5526495726495726,0.05629961820415619,-125,draftkings,3,2026-08-21,807727,823510,False,0,L,-1.0
TB,Trent Grisham,NYY,TOR,1,Expected Lineup,1.5,0.3521,0.37607843137254904,-0.024003312209299854,160,fanatics,6,2026-08-21,663757,823510,False,0,L,-1.0
HRR,Trent Grisham,NYY,TOR,1,Expected Lineup,1.5,0.528,0.4898039215686274,0.03821381400270596,120,betmgm,3,2026-08-21,663757,823510,False,1,L,-1.0
TB,Ben Rice,NYY,TOR,2,Expected Lineup,1.5,0.4039,0.4166812227074236,-0.012818476637012577,140,fanatics,9,2026-08-21,700250,823510,False,0,L,-1.0
HRR,Ben Rice,NYY,TOR,2,Expected Lineup,1.5,0.5827,0.5038095238095238,0.07892655619878464,100,betmgm,3,2026-08-21,700250,823510,False,0,L,-1.0
TB,Luis Garcia,NYY,TOR,3,Expected Lineup,1.5,0.4532,0.41859649122807013,0.03460707213919206,130,fanatics,9,2026-08-21,671277,823510,False,0,L,-1.0
HRR,Luis Garcia,NYY,TOR,3,Expected Lineup,1.5,0.6164,0.5127102803738317,0.10370913699681283,-114,draftkings,2,2026-08-21,671277,823510,False,0,L,-1.0
TB,Heliot Ramos,NYY,TOR,4,Expected Lineup,1.5,0.3193,0.405531914893617,-0.08619934569994381,140,betmgm,9,2026-08-21,671218,823510,False,1,L,-1.0
HRR,Heliot Ramos,NYY,TOR,4,Expected Lineup,1.5,0.461,0.5038095238095238,-0.04279821373561499,100,betmgm,3,2026-08-21,671218,823510,False,1,L,-1.0
TB,Jazz Chisholm,NYY,TOR,5,Expected Lineup,1.5,0.2941,0.33714285714285713,-0.04307650473671465,201,draftkings,5,2026-08-21,665862,823510,False,0,L,-1.0
HRR,Jazz Chisholm,NYY,TOR,5,Expected Lineup,1.5,0.4624,0.4166812227074236,0.0457037024392381,130,betmgm,3,2026-08-21,665862,823510,False,0,L,-1.0
TB,Spencer Jones,NYY,TOR,6,Expected Lineup,1.5,0.2972,0.2876923076923077,0.009484317276414689,234,draftkings,6,2026-08-21,682987,823510,False,4,W,2.34
HRR,Spencer Jones,NYY,TOR,6,Expected Lineup,0.5,0.6825,0.5938996138996139,0.08863952605053727,-145,betmgm,3,2026-08-21,682987,823510,False,4,W,0.6897
TB,George Lombard,NYY,TOR,8,Expected Lineup,1.5,0.2695,0.316734693877551,-0.04723720871315734,215,betrivers,6,2026-08-21,806146,823510,False,1,L,-1.0
HRR,George Lombard,NYY,TOR,8,Expected Lineup,1.5,0.4377,0.4345454545454545,0.0031152156485338423,130,betmgm,3,2026-08-21,806146,823510,False,2,W,1.3
TB,Austin Wells,NYY,TOR,9,Expected Lineup,1.5,0.2034,0.2741176470588235,-0.07073082014286194,260,betmgm,3,2026-08-21,669224,823510,False,0,L,-1.0
HRR,Austin Wells,NYY,TOR,9,Expected Lineup,0.5,0.5816,0.5718367346938775,0.009766562892385755,-140,betmgm,3,2026-08-21,669224,823510,False,0,L,-1.0
TB,Jung Hoo Lee,SF,BOS,1,Expected Lineup,1.5,0.4702,0.41478260869565214,0.05543935053851007,147,draftkings,9,2026-08-21,808982,824721,False,0,L,-1.0
HRR,Jung Hoo Lee,SF,BOS,1,Expected Lineup,1.5,0.5824,0.5038095238095238,0.07857141914476229,-102,draftkings,3,2026-08-21,808982,824721,False,0,L,-1.0
TB,Willy Adames,SF,BOS,2,Expected Lineup,1.5,0.42,0.38816326530612244,0.03183076173346805,167,draftkings,7,2026-08-21,642715,824721,False,0,L,-1.0
HRR,Willy Adames,SF,BOS,2,Expected Lineup,1.5,0.5234,0.45169811320754716,0.0717503673841795,115,draftkings,3,2026-08-21,642715,824721,False,0,L,-1.0
TB,Bryce Eldridge,SF,BOS,3,Expected Lineup,1.5,0.3872,0.372156862745098,0.015000731603530826,167,draftkings,6,2026-08-21,805811,824721,False,1,L,-1.0
HRR,Bryce Eldridge,SF,BOS,3,Expected Lineup,1.5,0.5008,0.4451162790697674,0.055679715242252514,117,draftkings,3,2026-08-21,805811,824721,False,2,W,1.17
TB,Rafael Devers,SF,BOS,4,Expected Lineup,1.5,0.4364,0.4176556215284428,0.018708809765697,148,draftkings,8,2026-08-21,646240,824721,False,4,W,1.48
HRR,Rafael Devers,SF,BOS,4,Expected Lineup,1.5,0.5247,0.46780487804878046,0.05687647540051188,108,draftkings,3,2026-08-21,646240,824721,False,3,W,1.08
TB,Victor Bericoto,SF,BOS,5,Expected Lineup,1.5,0.3773,0.32482758620689656,0.05251745185041806,190,fanatics,1,2026-08-21,682674,824721,False,0,L,-1.0
TB,Drew Gilbert,SF,BOS,6,Expected Lineup,1.5,0.3147,0.3691286244227421,-0.05441133899750078,185,betrivers,6,2026-08-21,687551,824721,False,5,W,1.85
HRR,Drew Gilbert,SF,BOS,6,Expected Lineup,1.5,0.4411,0.44296296296296295,-0.001873820298425144,130,betmgm,3,2026-08-21,687551,824721,False,5,W,1.3
TB,Osleivis Basabe,SF,BOS,7,Expected Lineup,1.5,0.3458,0.3309852216748769,0.014774603369385186,199,draftkings,6,2026-08-21,678545,824721,False,0,L,-1.0
HRR,Osleivis Basabe,SF,BOS,7,Expected Lineup,1.5,0.4812,0.41478260869565214,0.06644997860263274,134,draftkings,3,2026-08-21,678545,824721,False,0,L,-1.0
TB,Drew Cavanaugh,SF,BOS,8,Expected Lineup,1.5,0.2514,0.25583586626139815,-0.004481327362345688,310,betmgm,4,2026-08-21,701852,824721,False,0,L,-1.0
HRR,Drew Cavanaugh,SF,BOS,8,Expected Lineup,0.5,0.6429,0.5650622406639004,0.07784218889045846,-141,draftkings,2,2026-08-21,701852,824721,False,0,L,-1.0
TB,Christian Koss,SF,BOS,9,Expected Lineup,1.5,0.2689,0.28076888285843504,-0.011824454734893686,238,draftkings,6,2026-08-21,683766,824721,False,3,W,2.38
HRR,Christian Koss,SF,BOS,9,Expected Lineup,0.5,0.6186,0.6096296296296296,0.008942720922750613,-167,draftkings,3,2026-08-21,683766,824721,False,4,W,0.5988
TB,Nick Sogard,BOS,SF,1,Expected Lineup,1.5,0.3764,0.38,-0.0036432176779912506,163,betrivers,9,2026-08-21,686765,824721,False,1,L,-1.0
HRR,Nick Sogard,BOS,SF,1,Expected Lineup,1.5,0.5186,0.5191705069124424,-0.0005731435306548516,-110,draftkings,3,2026-08-21,686765,824721,False,3,W,0.9091
TB,Ceddanne Rafaela,BOS,SF,2,Expected Lineup,1.5,0.4195,0.45619047619047615,-0.03670998100481343,116,betrivers,9,2026-08-21,678882,824721,False,2,W,1.16
HRR,Ceddanne Rafaela,BOS,SF,2,Expected Lineup,1.5,0.5581,0.5718367346938775,-0.013778746675189968,-143,williamhill_us,3,2026-08-21,678882,824721,False,2,W,0.6993
TB,Adley Rutschman,BOS,SF,3,Expected Lineup,1.5,0.3593,0.39152263374485596,-0.03220047618964628,150,betrivers,9,2026-08-21,668939,824721,False,1,L,-1.0
HRR,Adley Rutschman,BOS,SF,3,Expected Lineup,1.5,0.4996,0.5038095238095238,-0.004227917788073965,-110,williamhill_us,3,2026-08-21,668939,824721,False,2,W,0.9091
TB,Willson Contreras,BOS,SF,4,Expected Lineup,1.5,0.3728,0.41859649122807013,-0.04582683989704894,135,fanduel,9,2026-08-21,575929,824721,False,4,W,1.35
HRR,Willson Contreras,BOS,SF,4,Expected Lineup,1.5,0.5378,0.5464414414414415,-0.008670765988216478,-122,draftkings,4,2026-08-21,575929,824721,False,5,W,0.8197
TB,Wilyer Abreu,BOS,SF,5,Expected Lineup,1.5,0.3474,0.45169811320754716,-0.10427347259003356,115,draftkings,9,2026-08-21,677800,824721,False,5,W,1.15
HRR,Wilyer Abreu,BOS,SF,5,Expected Lineup,1.5,0.4874,0.5526495726495726,-0.06522288175321828,-127,draftkings,3,2026-08-21,677800,824721,False,5,W,0.7874
TB,Caleb Durbin,BOS,SF,6,Expected Lineup,1.5,0.3078,0.369936150805716,-0.06216665043878633,165,fanduel,8,2026-08-21,702332,824721,False,1,L,-1.0
HRR,Caleb Durbin,BOS,SF,6,Expected Lineup,1.5,0.4613,0.5038095238095238,-0.04246161703969381,-109,williamhill_us,3,2026-08-21,702332,824721,False,2,W,0.9174
TB,Jarren Duran,BOS,SF,7,Expected Lineup,1.5,0.273,0.372156862745098,-0.09913764169563744,170,betrivers,7,2026-08-21,680776,824721,False,4,W,1.7
HRR,Jarren Duran,BOS,SF,7,Expected Lineup,1.5,0.4069,0.4873891625615764,-0.08045460627058232,100,draftkings,3,2026-08-21,680776,824721,False,2,W,1.0
TB,Andruw Monasterio,BOS,SF,8,Expected Lineup,1.5,0.3076,0.35735849056603775,-0.049800949336650024,179,draftkings,5,2026-08-21,655316,824721,False,0,L,-1.0
HRR,Andruw Monasterio,BOS,SF,8,Expected Lineup,1.5,0.4179,0.47751243781094527,-0.05964007564851531,105,draftkings,3,2026-08-21,655316,824721,False,1,L,-1.0
TB,Anthony Seigler,BOS,SF,9,Expected Lineup,1.5,0.2771,0.3308771929824561,-0.05375852254365043,185,fanatics,1,2026-08-21,678011,824721,False,,V,0.0
TB,Abimelec Ortiz,WSH,MIA,2,Expected Lineup,1.5,0.4429,0.41578155855992704,0.027083659049030873,150,fanatics,8,2026-08-21,694673,823830,False,0,L,-1.0
HRR,Abimelec Ortiz,WSH,MIA,2,Expected Lineup,1.5,0.5673,0.48495049504950494,0.08237658069625131,105,draftkings,3,2026-08-21,694673,823830,False,0,L,-1.0
TB,Dylan Crews,WSH,MIA,3,Expected Lineup,1.5,0.3491,0.35037037037037033,-0.0013015941909089723,184,draftkings,6,2026-08-21,686611,823830,False,1,L,-1.0
HRR,Dylan Crews,WSH,MIA,3,Expected Lineup,1.5,0.4755,0.44296296296296295,0.03256045696958926,129,draftkings,3,2026-08-21,686611,823830,False,1,L,-1.0
TB,Daylen Lile,WSH,MIA,4,Expected Lineup,1.5,0.4255,0.48,-0.05450506096109292,110,fanatics,9,2026-08-21,695734,823830,False,3,W,1.1
HRR,Daylen Lile,WSH,MIA,4,Expected Lineup,1.5,0.5336,0.5580590717299578,-0.02448415278647309,-127,draftkings,3,2026-08-21,695734,823830,False,4,W,0.7874
TB,Brady House,WSH,MIA,5,Expected Lineup,1.5,0.3561,0.33401002506265665,0.022132294635711036,190,betmgm,6,2026-08-21,691781,823830,False,1,L,-1.0
HRR,Brady House,WSH,MIA,5,Expected Lineup,1.5,0.4946,0.4345454545454545,0.06002203594536365,128,draftkings,3,2026-08-21,691781,823830,False,1,L,-1.0
TB,Keibert Ruiz,WSH,MIA,6,Expected Lineup,1.5,0.419,0.372156862745098,0.0468581849976169,155,betmgm,1,2026-08-21,660688,823830,False,5,W,1.55
TB,Nasim Nunez,WSH,MIA,7,Expected Lineup,1.5,0.2447,0.2891551987767584,-0.044463602781922656,230,betmgm,6,2026-08-21,683083,823830,False,1,L,-1.0
HRR,Nasim Nunez,WSH,MIA,7,Expected Lineup,1.5,0.4091,0.40016806722689074,0.008966401742966534,140,betmgm,3,2026-08-21,683083,823830,False,1,L,-1.0
TB,Jorbit Vivas,WSH,MIA,8,Expected Lineup,1.5,0.2824,0.3180681818181818,-0.03570407025502981,220,betmgm,2,2026-08-21,678391,823830,False,0,L,-1.0
TB,Jacob Young,WSH,MIA,9,Expected Lineup,1.5,0.3141,0.29009615384615384,0.02403771834562729,235,betrivers,6,2026-08-21,696285,823830,False,0,L,-1.0
HRR,Jacob Young,WSH,MIA,9,Expected Lineup,0.5,0.6578,0.6136996336996337,0.04411755326534872,-163,draftkings,3,2026-08-21,696285,823830,False,1,W,0.6135
TB,Jakob Marsee,MIA,WSH,1,Expected Lineup,1.5,0.3104,0.3865040650406504,-0.07613333542578349,163,betrivers,7,2026-08-21,805300,823830,False,3,W,1.63
HRR,Jakob Marsee,MIA,WSH,1,Expected Lineup,1.5,0.4788,0.5015311004784688,-0.02269881605458096,105,betmgm,3,2026-08-21,805300,823830,False,2,W,1.05
