date,game,team,line,side,p_model,p_mkt,edge,price,book,nb,mean,lineup,game_pk,on_board
2026-08-17,ATL@MIN,ATL,4.5,Under,0.479,0.472,0.007,100,draftkings,5,5.09,Expected Lineup,823668,False
2026-08-17,ATL@MIN,ATL,5.5,Over,0.397,0.424,-0.026,120,williamhill_us,1,5.09,Expected Lineup,823668,False
2026-08-17,ATL@MIN,ATL,5.5,Under,0.603,0.576,0.026,-162,williamhill_us,1,5.09,Expected Lineup,823668,False
2026-08-17,ATL@MIN,ATL,6.5,Over,0.293,0.328,-0.035,187,williamhill_us,1,5.09,Expected Lineup,823668,False
2026-08-17,ATL@MIN,ATL,6.5,Under,0.707,0.672,0.035,-250,williamhill_us,1,5.09,Expected Lineup,823668,False
2026-08-17,ATL@MIN,ATL,7.5,Over,0.209,0.253,-0.043,270,williamhill_us,1,5.09,Expected Lineup,823668,False
2026-08-17,ATL@MIN,ATL,7.5,Under,0.791,0.747,0.043,-400,williamhill_us,1,5.09,Expected Lineup,823668,False
2026-08-17,ATL@MIN,ATL,8.5,Over,0.141,0.188,-0.047,400,williamhill_us,1,5.09,Expected Lineup,823668,False
2026-08-17,ATL@MIN,ATL,8.5,Under,0.859,0.812,0.047,-650,williamhill_us,1,5.09,Expected Lineup,823668,False
2026-08-17,ATL@MIN,MIN,2.5,Over,0.668,0.697,-0.029,-286,williamhill_us,1,4.02,Expected Lineup,823668,False
2026-08-17,ATL@MIN,MIN,2.5,Under,0.332,0.303,0.029,210,williamhill_us,1,4.02,Expected Lineup,823668,False
2026-08-17,ATL@MIN,MIN,3.5,Over,0.52,0.572,-0.051,-154,williamhill_us,1,4.02,Expected Lineup,823668,False
2026-08-17,ATL@MIN,MIN,3.5,Under,0.48,0.428,0.051,120,williamhill_us,1,4.02,Expected Lineup,823668,False
2026-08-17,ATL@MIN,MIN,4.5,Over,0.384,0.455,-0.072,116,fanduel,5,4.02,Expected Lineup,823668,False
2026-08-17,ATL@MIN,MIN,4.5,Under,0.616,0.545,0.072,-132,betrivers,5,4.02,Expected Lineup,823668,True
2026-08-17,ATL@MIN,MIN,5.5,Over,0.265,0.328,-0.063,187,williamhill_us,1,4.02,Expected Lineup,823668,False
2026-08-17,ATL@MIN,MIN,5.5,Under,0.735,0.672,0.063,-250,williamhill_us,1,4.02,Expected Lineup,823668,False
2026-08-17,ATL@MIN,MIN,6.5,Over,0.174,0.248,-0.073,280,williamhill_us,1,4.02,Expected Lineup,823668,False
2026-08-17,ATL@MIN,MIN,6.5,Under,0.826,0.752,0.073,-400,williamhill_us,1,4.02,Expected Lineup,823668,False
2026-08-17,ATL@MIN,MIN,7.5,Over,0.109,0.172,-0.063,450,williamhill_us,1,4.02,Expected Lineup,823668,False
2026-08-17,ATL@MIN,MIN,7.5,Under,0.891,0.828,0.063,-700,williamhill_us,1,4.02,Expected Lineup,823668,False
2026-08-17,ATL@MIN,MIN,8.5,Over,0.067,0.133,-0.066,600,williamhill_us,1,4.02,Expected Lineup,823668,False
2026-08-17,ATL@MIN,MIN,8.5,Under,0.933,0.867,0.066,-1400,williamhill_us,1,4.02,Expected Lineup,823668,False
2026-08-17,CWS@CHC,CWS,2.5,Over,0.746,0.634,0.112,-200,williamhill_us,1,4.76,Expected Lineup,824641,False
2026-08-17,CWS@CHC,CWS,2.5,Under,0.254,0.366,-0.112,160,williamhill_us,1,4.76,Expected Lineup,824641,False
2026-08-17,CWS@CHC,CWS,3.5,Over,0.61,0.492,0.119,-104,fanduel,5,4.76,Expected Lineup,824641,True
2026-08-17,CWS@CHC,CWS,3.5,Under,0.39,0.508,-0.119,-115,betrivers,5,4.76,Expected Lineup,824641,False
2026-08-17,CWS@CHC,CWS,4.5,Over,0.477,0.375,0.102,150,williamhill_us,1,4.76,Expected Lineup,824641,False
2026-08-17,CWS@CHC,CWS,4.5,Under,0.522,0.625,-0.103,-200,williamhill_us,1,4.76,Expected Lineup,824641,False
2026-08-17,CWS@CHC,CWS,5.5,Over,0.361,0.277,0.084,240,williamhill_us,1,4.76,Expected Lineup,824641,False
2026-08-17,CWS@CHC,CWS,5.5,Under,0.639,0.723,-0.084,-333,williamhill_us,1,4.76,Expected Lineup,824641,False
2026-08-17,CWS@CHC,CWS,6.5,Over,0.258,0.197,0.061,375,williamhill_us,1,4.76,Expected Lineup,824641,False
2026-08-17,CWS@CHC,CWS,6.5,Under,0.742,0.803,-0.061,-600,williamhill_us,1,4.76,Expected Lineup,824641,False
2026-08-17,CWS@CHC,CWS,7.5,Over,0.177,0.145,0.032,550,williamhill_us,1,4.76,Expected Lineup,824641,False
2026-08-17,CWS@CHC,CWS,7.5,Under,0.823,0.855,-0.032,-1000,williamhill_us,1,4.76,Expected Lineup,824641,False
2026-08-17,CWS@CHC,CWS,8.5,Over,0.117,0.11,0.007,750,williamhill_us,1,4.76,Expected Lineup,824641,False
2026-08-17,CWS@CHC,CWS,8.5,Under,0.883,0.89,-0.007,-2000,williamhill_us,1,4.76,Expected Lineup,824641,False
2026-08-17,CWS@CHC,CHC,2.5,Over,0.798,0.723,0.074,-333,williamhill_us,1,5.23,Expected Lineup,824641,False
2026-08-17,CWS@CHC,CHC,2.5,Under,0.202,0.277,-0.074,240,williamhill_us,1,5.23,Expected Lineup,824641,False
2026-08-17,CWS@CHC,CHC,3.5,Over,0.677,0.594,0.083,-175,williamhill_us,1,5.23,Expected Lineup,824641,False
2026-08-17,CWS@CHC,CHC,3.5,Under,0.323,0.406,-0.083,130,williamhill_us,1,5.23,Expected Lineup,824641,False
2026-08-17,CWS@CHC,CHC,4.5,Over,0.542,0.467,0.075,107,betrivers,5,5.23,Expected Lineup,824641,True
2026-08-17,CWS@CHC,CHC,4.5,Under,0.458,0.533,-0.075,-130,fanduel,5,5.23,Expected Lineup,824641,False
2026-08-17,CWS@CHC,CHC,5.5,Over,0.415,0.349,0.067,170,williamhill_us,1,5.23,Expected Lineup,824641,False
2026-08-17,CWS@CHC,CHC,5.5,Under,0.585,0.651,-0.067,-225,williamhill_us,1,5.23,Expected Lineup,824641,False
2026-08-17,CWS@CHC,CHC,6.5,Over,0.305,0.258,0.048,260,williamhill_us,1,5.23,Expected Lineup,824641,False
2026-08-17,CWS@CHC,CHC,6.5,Under,0.695,0.742,-0.048,-400,williamhill_us,1,5.23,Expected Lineup,824641,False
2026-08-17,CWS@CHC,CHC,7.5,Over,0.215,0.188,0.028,400,williamhill_us,1,5.23,Expected Lineup,824641,False
2026-08-17,CWS@CHC,CHC,7.5,Under,0.785,0.812,-0.028,-650,williamhill_us,1,5.23,Expected Lineup,824641,False
2026-08-17,CWS@CHC,CHC,8.5,Over,0.146,0.134,0.012,600,williamhill_us,1,5.23,Expected Lineup,824641,False
2026-08-17,CWS@CHC,CHC,8.5,Under,0.854,0.866,-0.012,-1200,williamhill_us,1,5.23,Expected Lineup,824641,False
2026-08-17,LAD@COL,LAD,2.5,Over,0.862,0.855,0.007,-1000,williamhill_us,1,6.28,Expected Lineup,824320,False
2026-08-17,LAD@COL,LAD,2.5,Under,0.138,0.145,-0.007,550,williamhill_us,1,6.28,Expected Lineup,824320,False
2026-08-17,LAD@COL,LAD,3.5,Over,0.767,0.778,-0.01,-500,williamhill_us,1,6.28,Expected Lineup,824320,False
2026-08-17,LAD@COL,LAD,3.5,Under,0.233,0.222,0.01,320,williamhill_us,1,6.28,Expected Lineup,824320,False
2026-08-17,LAD@COL,LAD,4.5,Over,0.655,0.688,-0.032,-275,williamhill_us,1,6.28,Expected Lineup,824320,False
2026-08-17,LAD@COL,LAD,4.5,Under,0.345,0.312,0.032,200,williamhill_us,1,6.28,Expected Lineup,824320,False
2026-08-17,LAD@COL,LAD,5.5,Over,0.54,0.59,-0.05,-167,williamhill_us,1,6.28,Expected Lineup,824320,False
2026-08-17,LAD@COL,LAD,5.5,Under,0.46,0.41,0.05,130,williamhill_us,1,6.28,Expected Lineup,824320,False
2026-08-17,LAD@COL,LAD,6.5,Over,0.429,0.504,-0.075,-110,williamhill_us,5,6.28,Expected Lineup,824320,False
2026-08-17,LAD@COL,LAD,6.5,Under,0.571,0.496,0.075,-107,betrivers,5,6.28,Expected Lineup,824320,True
2026-08-17,LAD@COL,LAD,7.5,Over,0.325,0.399,-0.073,137,williamhill_us,1,6.28,Expected Lineup,824320,False
2026-08-17,LAD@COL,LAD,7.5,Under,0.675,0.601,0.073,-175,williamhill_us,1,6.28,Expected Lineup,824320,False
2026-08-17,LAD@COL,LAD,8.5,Over,0.241,0.32,-0.078,190,williamhill_us,1,6.28,Expected Lineup,824320,False
2026-08-17,LAD@COL,LAD,8.5,Under,0.759,0.68,0.078,-275,williamhill_us,1,6.28,Expected Lineup,824320,False
2026-08-17,LAD@COL,COL,2.5,Over,0.691,0.672,0.019,-250,williamhill_us,1,4.25,Expected Lineup,824320,False
2026-08-17,LAD@COL,COL,2.5,Under,0.309,0.328,-0.019,187,williamhill_us,1,4.25,Expected Lineup,824320,False
2026-08-17,LAD@COL,COL,3.5,Over,0.55,0.542,0.008,-130,fanduel,5,4.25,Expected Lineup,824320,False
2026-08-17,LAD@COL,COL,3.5,Under,0.45,0.458,-0.008,114,betrivers,5,4.25,Expected Lineup,824320,False
2026-08-17,LAD@COL,COL,4.5,Over,0.414,0.415,-0.002,125,williamhill_us,1,4.25,Expected Lineup,824320,False
2026-08-17,LAD@COL,COL,4.5,Under,0.586,0.585,0.002,-167,williamhill_us,1,4.25,Expected Lineup,824320,False
2026-08-17,LAD@COL,COL,5.5,Over,0.296,0.303,-0.008,210,williamhill_us,1,4.25,Expected Lineup,824320,False
2026-08-17,LAD@COL,COL,5.5,Under,0.704,0.697,0.008,-286,williamhill_us,1,4.25,Expected Lineup,824320,False
2026-08-17,LAD@COL,COL,6.5,Over,0.2,0.222,-0.022,320,williamhill_us,1,4.25,Expected Lineup,824320,False
2026-08-17,LAD@COL,COL,6.5,Under,0.8,0.778,0.022,-500,williamhill_us,1,4.25,Expected Lineup,824320,False
2026-08-17,LAD@COL,COL,7.5,Over,0.13,0.161,-0.031,480,williamhill_us,1,4.25,Expected Lineup,824320,False
2026-08-17,LAD@COL,COL,7.5,Under,0.87,0.839,0.031,-900,williamhill_us,1,4.25,Expected Lineup,824320,False
2026-08-17,LAD@COL,COL,8.5,Over,0.083,0.116,-0.033,700,williamhill_us,1,4.25,Expected Lineup,824320,False
2026-08-17,LAD@COL,COL,8.5,Under,0.917,0.884,0.033,-2000,williamhill_us,1,4.25,Expected Lineup,824320,False
