date,game,team,line,side,p_model,p_mkt,edge,price,book,nb,mean,lineup,game_pk,on_board,actual,settle,units
2026-08-17,ATH@KC,ATH,6.5,Over,0.2,0.217,-0.017,333,williamhill_us,1,4.19,Expected Lineup,824077,False,5,L,-1.0
2026-08-17,ATH@KC,ATH,6.5,Under,0.8,0.783,0.017,-500,williamhill_us,1,4.19,Expected Lineup,824077,False,5,W,0.2
2026-08-17,ATH@KC,ATH,7.5,Over,0.134,0.156,-0.022,500,williamhill_us,1,4.19,Expected Lineup,824077,False,5,L,-1.0
2026-08-17,ATH@KC,ATH,7.5,Under,0.866,0.844,0.022,-900,williamhill_us,1,4.19,Expected Lineup,824077,False,5,W,0.1111
2026-08-17,ATH@KC,ATH,8.5,Over,0.085,0.116,-0.031,700,williamhill_us,1,4.19,Expected Lineup,824077,False,5,L,-1.0
2026-08-17,ATH@KC,ATH,8.5,Under,0.915,0.884,0.031,-2000,williamhill_us,1,4.19,Expected Lineup,824077,False,5,W,0.05
2026-08-17,ATH@KC,KC,2.5,Over,0.802,0.775,0.027,-450,williamhill_us,1,5.23,CONF (statsapi),824077,False,9,W,0.2222
2026-08-17,ATH@KC,KC,2.5,Under,0.198,0.225,-0.027,320,williamhill_us,1,5.23,CONF (statsapi),824077,False,9,L,-1.0
2026-08-17,ATH@KC,KC,3.5,Over,0.679,0.663,0.016,-250,williamhill_us,1,5.23,CONF (statsapi),824077,False,9,W,0.4
2026-08-17,ATH@KC,KC,3.5,Under,0.321,0.337,-0.016,175,williamhill_us,1,5.23,CONF (statsapi),824077,False,9,L,-1.0
2026-08-17,ATH@KC,KC,4.5,Over,0.543,0.546,-0.003,-133,williamhill_us,5,5.23,CONF (statsapi),824077,False,9,W,0.7519
2026-08-17,ATH@KC,KC,4.5,Under,0.457,0.454,0.003,112,betrivers,5,5.23,CONF (statsapi),824077,False,9,L,-1.0
2026-08-17,ATH@KC,KC,5.5,Over,0.411,0.418,-0.007,125,williamhill_us,1,5.23,CONF (statsapi),824077,False,9,W,1.25
2026-08-17,ATH@KC,KC,5.5,Under,0.589,0.582,0.007,-162,williamhill_us,1,5.23,CONF (statsapi),824077,False,9,L,-1.0
2026-08-17,ATH@KC,KC,6.5,Over,0.3,0.312,-0.013,200,williamhill_us,1,5.23,CONF (statsapi),824077,False,9,W,2.0
2026-08-17,ATH@KC,KC,6.5,Under,0.7,0.688,0.013,-275,williamhill_us,1,5.23,CONF (statsapi),824077,False,9,L,-1.0
2026-08-17,ATH@KC,KC,7.5,Over,0.21,0.234,-0.024,300,williamhill_us,1,5.23,CONF (statsapi),824077,False,9,W,3.0
2026-08-17,ATH@KC,KC,7.5,Under,0.79,0.766,0.024,-450,williamhill_us,1,5.23,CONF (statsapi),824077,False,9,L,-1.0
2026-08-17,ATH@KC,KC,8.5,Over,0.143,0.17,-0.026,450,williamhill_us,1,5.23,CONF (statsapi),824077,False,9,W,4.5
2026-08-17,ATH@KC,KC,8.5,Under,0.857,0.83,0.026,-800,williamhill_us,1,5.23,CONF (statsapi),824077,False,9,L,-1.0
2026-08-17,ATL@MIN,ATL,2.5,Over,0.775,0.75,0.025,-400,williamhill_us,1,5.09,Expected Lineup,823668,False,2,L,-1.0
2026-08-17,ATL@MIN,ATL,2.5,Under,0.225,0.25,-0.025,275,williamhill_us,1,5.09,Expected Lineup,823668,False,2,W,2.75
2026-08-17,ATL@MIN,ATL,3.5,Over,0.649,0.643,0.007,-225,williamhill_us,1,5.09,Expected Lineup,823668,False,2,L,-1.0
2026-08-17,ATL@MIN,ATL,3.5,Under,0.351,0.357,-0.007,160,williamhill_us,1,5.09,Expected Lineup,823668,False,2,W,1.6
2026-08-17,ATL@MIN,ATL,4.5,Over,0.52,0.526,-0.006,-125,fanduel,5,5.09,Expected Lineup,823668,False,2,L,-1.0
2026-08-17,ATL@MIN,ATL,4.5,Under,0.48,0.474,0.006,100,draftkings,5,5.09,Expected Lineup,823668,False,2,W,1.0
2026-08-17,ATL@MIN,ATL,5.5,Over,0.401,0.418,-0.017,125,williamhill_us,1,5.09,Expected Lineup,823668,False,2,L,-1.0
2026-08-17,ATL@MIN,ATL,5.5,Under,0.599,0.582,0.017,-162,williamhill_us,1,5.09,Expected Lineup,823668,False,2,W,0.6173
2026-08-17,ATL@MIN,ATL,6.5,Over,0.293,0.328,-0.034,187,williamhill_us,1,5.09,Expected Lineup,823668,False,2,L,-1.0
2026-08-17,ATL@MIN,ATL,6.5,Under,0.707,0.672,0.034,-250,williamhill_us,1,5.09,Expected Lineup,823668,False,2,W,0.4
2026-08-17,ATL@MIN,ATL,7.5,Over,0.208,0.248,-0.04,280,williamhill_us,1,5.09,Expected Lineup,823668,False,2,L,-1.0
2026-08-17,ATL@MIN,ATL,7.5,Under,0.792,0.752,0.04,-400,williamhill_us,1,5.09,Expected Lineup,823668,False,2,W,0.25
2026-08-17,ATL@MIN,ATL,8.5,Over,0.142,0.187,-0.045,400,williamhill_us,1,5.09,Expected Lineup,823668,False,2,L,-1.0
2026-08-17,ATL@MIN,ATL,8.5,Under,0.858,0.813,0.045,-667,williamhill_us,1,5.09,Expected Lineup,823668,False,2,W,0.1499
2026-08-17,ATL@MIN,MIN,2.5,Over,0.683,0.706,-0.023,-300,williamhill_us,1,4.13,CONF (statsapi),823668,False,4,W,0.3333
2026-08-17,ATL@MIN,MIN,2.5,Under,0.317,0.294,0.023,220,williamhill_us,1,4.13,CONF (statsapi),823668,False,4,L,-1.0
2026-08-17,ATL@MIN,MIN,3.5,Over,0.534,0.572,-0.037,-154,williamhill_us,1,4.13,CONF (statsapi),823668,False,4,W,0.6494
2026-08-17,ATL@MIN,MIN,3.5,Under,0.466,0.428,0.037,120,williamhill_us,1,4.13,CONF (statsapi),823668,False,4,L,-1.0
2026-08-17,ATL@MIN,MIN,4.5,Over,0.395,0.438,-0.043,117,betrivers,5,4.13,CONF (statsapi),823668,False,4,L,-1.0
2026-08-17,ATL@MIN,MIN,4.5,Under,0.605,0.562,0.043,-145,draftkings,5,4.13,CONF (statsapi),823668,True,4,W,0.6897
2026-08-17,ATL@MIN,MIN,5.5,Over,0.278,0.328,-0.05,187,williamhill_us,1,4.13,CONF (statsapi),823668,False,4,L,-1.0
2026-08-17,ATL@MIN,MIN,5.5,Under,0.722,0.672,0.05,-250,williamhill_us,1,4.13,CONF (statsapi),823668,False,4,W,0.4
2026-08-17,ATL@MIN,MIN,6.5,Over,0.187,0.248,-0.061,280,williamhill_us,1,4.13,CONF (statsapi),823668,False,4,L,-1.0
2026-08-17,ATL@MIN,MIN,6.5,Under,0.813,0.752,0.061,-400,williamhill_us,1,4.13,CONF (statsapi),823668,False,4,W,0.25
2026-08-17,ATL@MIN,MIN,7.5,Over,0.12,0.172,-0.052,450,williamhill_us,1,4.13,CONF (statsapi),823668,False,4,L,-1.0
2026-08-17,ATL@MIN,MIN,7.5,Under,0.88,0.828,0.052,-700,williamhill_us,1,4.13,CONF (statsapi),823668,False,4,W,0.1429
2026-08-17,ATL@MIN,MIN,8.5,Over,0.074,0.125,-0.051,650,williamhill_us,1,4.13,CONF (statsapi),823668,False,4,L,-1.0
2026-08-17,ATL@MIN,MIN,8.5,Under,0.926,0.875,0.051,-1400,williamhill_us,1,4.13,CONF (statsapi),823668,False,4,W,0.0714
2026-08-17,CWS@CHC,CWS,2.5,Over,0.745,0.634,0.111,-200,williamhill_us,1,4.75,Expected Lineup,824641,False,5,W,0.5
2026-08-17,CWS@CHC,CWS,2.5,Under,0.255,0.366,-0.111,160,williamhill_us,1,4.75,Expected Lineup,824641,False,5,L,-1.0
2026-08-17,CWS@CHC,CWS,3.5,Over,0.61,0.492,0.118,-106,fanduel,5,4.75,Expected Lineup,824641,True,5,W,0.9434
2026-08-17,CWS@CHC,CWS,3.5,Under,0.39,0.508,-0.118,-112,betrivers,5,4.75,Expected Lineup,824641,False,5,L,-1.0
2026-08-17,CWS@CHC,CWS,4.5,Over,0.479,0.375,0.104,150,williamhill_us,1,4.75,Expected Lineup,824641,False,5,W,1.5
2026-08-17,CWS@CHC,CWS,4.5,Under,0.521,0.625,-0.104,-200,williamhill_us,1,4.75,Expected Lineup,824641,False,5,L,-1.0
2026-08-17,CWS@CHC,CWS,5.5,Over,0.359,0.277,0.082,240,williamhill_us,1,4.75,Expected Lineup,824641,False,5,L,-1.0
2026-08-17,CWS@CHC,CWS,5.5,Under,0.641,0.723,-0.082,-333,williamhill_us,1,4.75,Expected Lineup,824641,False,5,W,0.3003
2026-08-17,CWS@CHC,CWS,6.5,Over,0.255,0.197,0.057,375,williamhill_us,1,4.75,Expected Lineup,824641,False,5,L,-1.0
2026-08-17,CWS@CHC,CWS,6.5,Under,0.745,0.803,-0.057,-600,williamhill_us,1,4.75,Expected Lineup,824641,False,5,W,0.1667
2026-08-17,CWS@CHC,CWS,7.5,Over,0.179,0.145,0.034,550,williamhill_us,1,4.75,Expected Lineup,824641,False,5,L,-1.0
2026-08-17,CWS@CHC,CWS,7.5,Under,0.821,0.855,-0.034,-1000,williamhill_us,1,4.75,Expected Lineup,824641,False,5,W,0.1
2026-08-17,CWS@CHC,CWS,8.5,Over,0.119,0.11,0.009,750,williamhill_us,1,4.75,Expected Lineup,824641,False,5,L,-1.0
2026-08-17,CWS@CHC,CWS,8.5,Under,0.881,0.89,-0.009,-2000,williamhill_us,1,4.75,Expected Lineup,824641,False,5,W,0.05
2026-08-17,CWS@CHC,CHC,2.5,Over,0.797,0.723,0.073,-333,williamhill_us,1,5.21,Expected Lineup,824641,False,7,W,0.3003
2026-08-17,CWS@CHC,CHC,2.5,Under,0.203,0.277,-0.073,240,williamhill_us,1,5.21,Expected Lineup,824641,False,7,L,-1.0
2026-08-17,CWS@CHC,CHC,3.5,Over,0.672,0.594,0.078,-175,williamhill_us,1,5.21,Expected Lineup,824641,False,7,W,0.5714
2026-08-17,CWS@CHC,CHC,3.5,Under,0.328,0.406,-0.078,130,williamhill_us,1,5.21,Expected Lineup,824641,False,7,L,-1.0
2026-08-17,CWS@CHC,CHC,4.5,Over,0.539,0.467,0.072,105,williamhill_us,5,5.21,Expected Lineup,824641,True,7,W,1.05
2026-08-17,CWS@CHC,CHC,4.5,Under,0.461,0.533,-0.072,-130,fanduel,5,5.21,Expected Lineup,824641,False,7,L,-1.0
2026-08-17,CWS@CHC,CHC,5.5,Over,0.413,0.349,0.065,170,williamhill_us,1,5.21,Expected Lineup,824641,False,7,W,1.7
2026-08-17,CWS@CHC,CHC,5.5,Under,0.587,0.651,-0.065,-225,williamhill_us,1,5.21,Expected Lineup,824641,False,7,L,-1.0
2026-08-17,CWS@CHC,CHC,6.5,Over,0.303,0.258,0.045,260,williamhill_us,1,5.21,Expected Lineup,824641,False,7,W,2.6
2026-08-17,CWS@CHC,CHC,6.5,Under,0.697,0.742,-0.045,-400,williamhill_us,1,5.21,Expected Lineup,824641,False,7,L,-1.0
2026-08-17,CWS@CHC,CHC,7.5,Over,0.214,0.188,0.026,400,williamhill_us,1,5.21,Expected Lineup,824641,False,7,L,-1.0
2026-08-17,CWS@CHC,CHC,7.5,Under,0.786,0.812,-0.026,-650,williamhill_us,1,5.21,Expected Lineup,824641,False,7,W,0.1538
2026-08-17,CWS@CHC,CHC,8.5,Over,0.147,0.134,0.013,600,williamhill_us,1,5.21,Expected Lineup,824641,False,7,L,-1.0
2026-08-17,CWS@CHC,CHC,8.5,Under,0.853,0.866,-0.013,-1200,williamhill_us,1,5.21,Expected Lineup,824641,False,7,W,0.0833
2026-08-17,LAD@COL,LAD,2.5,Over,0.859,0.857,0.002,-1200,williamhill_us,1,6.3,Expected Lineup,824320,False,11,W,0.0833
2026-08-17,LAD@COL,LAD,2.5,Under,0.141,0.143,-0.002,550,williamhill_us,1,6.3,Expected Lineup,824320,False,11,L,-1.0
2026-08-17,LAD@COL,LAD,3.5,Over,0.765,0.783,-0.018,-500,williamhill_us,1,6.3,Expected Lineup,824320,False,11,W,0.2
2026-08-17,LAD@COL,LAD,3.5,Under,0.235,0.217,0.018,333,williamhill_us,1,6.3,Expected Lineup,824320,False,11,L,-1.0
2026-08-17,LAD@COL,LAD,4.5,Over,0.659,0.706,-0.047,-300,williamhill_us,1,6.3,Expected Lineup,824320,False,11,W,0.3333
2026-08-17,LAD@COL,LAD,4.5,Under,0.341,0.294,0.047,220,williamhill_us,1,6.3,Expected Lineup,824320,False,11,L,-1.0
2026-08-17,LAD@COL,LAD,5.5,Over,0.542,0.605,-0.062,-182,williamhill_us,1,6.3,Expected Lineup,824320,False,11,W,0.5495
2026-08-17,LAD@COL,LAD,5.5,Under,0.458,0.395,0.062,137,williamhill_us,1,6.3,Expected Lineup,824320,False,11,L,-1.0
2026-08-17,LAD@COL,LAD,6.5,Over,0.43,0.51,-0.081,-115,betmgm,5,6.3,Expected Lineup,824320,False,11,W,0.8696
2026-08-17,LAD@COL,LAD,6.5,Under,0.57,0.49,0.081,-105,williamhill_us,5,6.3,Expected Lineup,824320,True,11,L,-1.0
2026-08-17,LAD@COL,LAD,7.5,Over,0.33,0.418,-0.088,125,williamhill_us,1,6.3,Expected Lineup,824320,False,11,W,1.25
2026-08-17,LAD@COL,LAD,7.5,Under,0.67,0.582,0.088,-162,williamhill_us,1,6.3,Expected Lineup,824320,False,11,L,-1.0
2026-08-17,LAD@COL,LAD,8.5,Over,0.247,0.344,-0.098,175,williamhill_us,1,6.3,Expected Lineup,824320,False,11,W,1.75
2026-08-17,LAD@COL,LAD,8.5,Under,0.753,0.656,0.098,-225,williamhill_us,1,6.3,Expected Lineup,824320,False,11,L,-1.0
2026-08-17,LAD@COL,COL,2.5,Over,0.69,0.672,0.018,-250,williamhill_us,1,4.24,Expected Lineup,824320,False,5,W,0.4
2026-08-17,LAD@COL,COL,2.5,Under,0.31,0.328,-0.018,187,williamhill_us,1,4.24,Expected Lineup,824320,False,5,L,-1.0
2026-08-17,LAD@COL,COL,3.5,Over,0.549,0.539,0.01,-122,fanduel,5,4.24,Expected Lineup,824320,False,5,W,0.8197
2026-08-17,LAD@COL,COL,3.5,Under,0.451,0.461,-0.01,112,betrivers,5,4.24,Expected Lineup,824320,False,5,L,-1.0
2026-08-17,LAD@COL,COL,4.5,Over,0.415,0.41,0.005,130,williamhill_us,1,4.24,Expected Lineup,824320,False,5,W,1.3
2026-08-17,LAD@COL,COL,4.5,Under,0.585,0.59,-0.005,-167,williamhill_us,1,4.24,Expected Lineup,824320,False,5,L,-1.0
2026-08-17,LAD@COL,COL,5.5,Over,0.296,0.303,-0.007,210,williamhill_us,1,4.24,Expected Lineup,824320,False,5,L,-1.0
2026-08-17,LAD@COL,COL,5.5,Under,0.704,0.697,0.007,-286,williamhill_us,1,4.24,Expected Lineup,824320,False,5,W,0.3497
2026-08-17,LAD@COL,COL,6.5,Over,0.199,0.222,-0.023,320,williamhill_us,1,4.24,Expected Lineup,824320,False,5,L,-1.0
2026-08-17,LAD@COL,COL,6.5,Under,0.801,0.778,0.023,-500,williamhill_us,1,4.24,Expected Lineup,824320,False,5,W,0.2
2026-08-17,LAD@COL,COL,7.5,Over,0.13,0.161,-0.03,480,williamhill_us,1,4.24,Expected Lineup,824320,False,5,L,-1.0
2026-08-17,LAD@COL,COL,7.5,Under,0.87,0.839,0.03,-900,williamhill_us,1,4.24,Expected Lineup,824320,False,5,W,0.1111
2026-08-17,LAD@COL,COL,8.5,Over,0.082,0.116,-0.034,700,williamhill_us,1,4.24,Expected Lineup,824320,False,5,L,-1.0
2026-08-17,LAD@COL,COL,8.5,Under,0.918,0.884,0.034,-2000,williamhill_us,1,4.24,Expected Lineup,824320,False,5,W,0.05
