date,game,team,line,side,p_model,p_mkt,edge,price,book,nb,mean,lineup,game_pk,pay,ev,on_board,actual,settle,units
2026-08-21,ATH@HOU,ATH,3.5,Under,0.434,0.533,-0.099,-125,draftkings,5,4.43,Expected Lineup,824152,0.8,-0.2188,False,0,W,0.8
2026-08-21,ATH@HOU,ATH,4.5,Over,0.435,0.337,0.098,180,williamhill_us,2,4.43,Expected Lineup,824152,1.8,0.218,False,0,L,-1.0
2026-08-21,ATH@HOU,ATH,4.5,Under,0.565,0.663,-0.098,-235,betrivers,2,4.43,Expected Lineup,824152,0.4255,-0.1946,False,0,W,0.4255
2026-08-21,ATH@HOU,ATH,5.5,Over,0.323,0.248,0.075,280,williamhill_us,1,4.43,Expected Lineup,824152,2.8,0.2274,False,0,L,-1.0
2026-08-21,ATH@HOU,ATH,5.5,Under,0.677,0.752,-0.075,-400,williamhill_us,1,4.43,Expected Lineup,824152,0.25,-0.1537,False,0,W,0.25
2026-08-21,ATH@HOU,ATH,6.5,Over,0.227,0.172,0.055,450,williamhill_us,1,4.43,Expected Lineup,824152,4.5,0.2485,False,0,L,-1.0
2026-08-21,ATH@HOU,ATH,6.5,Under,0.773,0.828,-0.055,-700,williamhill_us,1,4.43,Expected Lineup,824152,0.1429,-0.1166,False,0,W,0.1429
2026-08-21,ATH@HOU,ATH,7.5,Over,0.15,0.125,0.025,650,williamhill_us,1,4.43,Expected Lineup,824152,6.5,0.125,False,0,L,-1.0
2026-08-21,ATH@HOU,ATH,7.5,Under,0.85,0.875,-0.025,-1400,williamhill_us,1,4.43,Expected Lineup,824152,0.0714,-0.0893,False,0,W,0.0714
2026-08-21,ATH@HOU,ATH,8.5,Over,0.101,0.093,0.008,900,williamhill_us,1,4.43,Expected Lineup,824152,9.0,0.01,False,0,L,-1.0
2026-08-21,ATH@HOU,ATH,8.5,Under,0.899,0.907,-0.008,-3300,williamhill_us,1,4.43,Expected Lineup,824152,0.0303,-0.0738,False,0,W,0.0303
2026-08-21,ATH@HOU,HOU,2.5,Over,0.744,0.737,0.007,-350,williamhill_us,1,4.62,Expected Lineup,824152,0.2857,-0.0434,False,4,W,0.2857
2026-08-21,ATH@HOU,HOU,2.5,Under,0.256,0.263,-0.007,260,williamhill_us,1,4.62,Expected Lineup,824152,2.6,-0.0784,False,4,L,-1.0
2026-08-21,ATH@HOU,HOU,3.5,Over,0.604,0.622,-0.018,-187,williamhill_us,2,4.62,Expected Lineup,824152,0.5348,-0.073,False,4,W,0.5348
2026-08-21,ATH@HOU,HOU,3.5,Under,0.396,0.378,0.018,155,betrivers,2,4.62,Expected Lineup,824152,1.55,0.0098,False,4,L,-1.0
2026-08-21,ATH@HOU,HOU,4.5,Over,0.462,0.48,-0.017,100,fanduel,5,4.62,Expected Lineup,824152,1.0,-0.076,False,4,L,-1.0
2026-08-21,ATH@HOU,HOU,4.5,Under,0.538,0.52,0.017,-112,betrivers,5,4.62,Expected Lineup,824152,0.8929,0.0184,False,4,W,0.8929
2026-08-21,ATH@HOU,HOU,5.5,Over,0.336,0.376,-0.04,160,williamhill_us,2,4.62,Expected Lineup,824152,1.6,-0.1264,False,4,L,-1.0
2026-08-21,ATH@HOU,HOU,5.5,Under,0.664,0.624,0.04,-186,betrivers,2,4.62,Expected Lineup,824152,0.5376,0.021,False,4,W,0.5376
2026-08-21,ATH@HOU,HOU,6.5,Over,0.234,0.269,-0.035,250,williamhill_us,1,4.62,Expected Lineup,824152,2.5,-0.181,False,4,L,-1.0
2026-08-21,ATH@HOU,HOU,6.5,Under,0.766,0.731,0.035,-350,williamhill_us,1,4.62,Expected Lineup,824152,0.2857,-0.0151,False,4,W,0.2857
2026-08-21,ATH@HOU,HOU,7.5,Over,0.155,0.197,-0.042,375,williamhill_us,1,4.62,Expected Lineup,824152,3.75,-0.2638,False,4,L,-1.0
2026-08-21,ATH@HOU,HOU,7.5,Under,0.845,0.803,0.042,-600,williamhill_us,1,4.62,Expected Lineup,824152,0.1667,-0.0142,False,4,W,0.1667
2026-08-21,ATH@HOU,HOU,8.5,Over,0.101,0.145,-0.044,550,williamhill_us,1,4.62,Expected Lineup,824152,5.5,-0.3435,False,4,L,-1.0
2026-08-21,ATH@HOU,HOU,8.5,Under,0.899,0.855,0.044,-1000,williamhill_us,1,4.62,Expected Lineup,824152,0.1,-0.0111,False,4,W,0.1
2026-08-21,LAA@TEX,LAA,2.5,Over,0.699,0.615,0.085,-187,williamhill_us,1,4.35,Expected Lineup,822857,0.5348,0.0728,False,1,L,-1.0
2026-08-21,LAA@TEX,LAA,2.5,Under,0.301,0.385,-0.085,145,williamhill_us,1,4.35,Expected Lineup,822857,1.45,-0.2625,False,1,W,1.45
2026-08-21,LAA@TEX,LAA,3.5,Over,0.556,0.469,0.087,108,fanduel,5,4.35,Expected Lineup,822857,1.08,0.1565,True,1,L,-1.0
2026-08-21,LAA@TEX,LAA,3.5,Under,0.444,0.531,-0.087,-125,williamhill_us,5,4.35,Expected Lineup,822857,0.8,-0.2008,False,1,W,0.8
2026-08-21,LAA@TEX,LAA,4.5,Over,0.423,0.349,0.075,170,williamhill_us,1,4.35,Expected Lineup,822857,1.7,0.1421,False,1,L,-1.0
2026-08-21,LAA@TEX,LAA,4.5,Under,0.577,0.651,-0.075,-225,williamhill_us,1,4.35,Expected Lineup,822857,0.4444,-0.1666,False,1,W,0.4444
2026-08-21,LAA@TEX,LAA,5.5,Over,0.308,0.253,0.055,270,williamhill_us,1,4.35,Expected Lineup,822857,2.7,0.1396,False,1,L,-1.0
2026-08-21,LAA@TEX,LAA,5.5,Under,0.692,0.747,-0.055,-400,williamhill_us,1,4.35,Expected Lineup,822857,0.25,-0.135,False,1,W,0.25
2026-08-21,LAA@TEX,LAA,6.5,Over,0.212,0.173,0.039,450,williamhill_us,1,4.35,Expected Lineup,822857,4.5,0.166,False,1,L,-1.0
2026-08-21,LAA@TEX,LAA,6.5,Under,0.788,0.827,-0.039,-667,williamhill_us,1,4.35,Expected Lineup,822857,0.1499,-0.0939,False,1,W,0.1499
2026-08-21,LAA@TEX,LAA,7.5,Over,0.143,0.134,0.009,600,williamhill_us,1,4.35,Expected Lineup,822857,6.0,0.001,False,1,L,-1.0
2026-08-21,LAA@TEX,LAA,7.5,Under,0.857,0.866,-0.009,-1200,williamhill_us,1,4.35,Expected Lineup,822857,0.0833,-0.0716,False,1,W,0.0833
2026-08-21,LAA@TEX,LAA,8.5,Over,0.091,0.098,-0.006,850,williamhill_us,1,4.35,Expected Lineup,822857,8.5,-0.1355,False,1,L,-1.0
2026-08-21,LAA@TEX,LAA,8.5,Under,0.908,0.902,0.006,-3300,williamhill_us,1,4.35,Expected Lineup,822857,0.0303,-0.0645,False,1,W,0.0303
2026-08-21,LAA@TEX,TEX,2.5,Over,0.645,0.667,-0.022,-250,williamhill_us,1,3.78,Expected Lineup,822857,0.4,-0.097,False,2,L,-1.0
2026-08-21,LAA@TEX,TEX,2.5,Under,0.355,0.333,0.022,180,williamhill_us,1,3.78,Expected Lineup,822857,1.8,-0.006,False,2,W,1.8
2026-08-21,LAA@TEX,TEX,3.5,Over,0.487,0.526,-0.04,-122,fanduel,5,3.78,Expected Lineup,822857,0.8197,-0.1138,False,2,L,-1.0
2026-08-21,LAA@TEX,TEX,3.5,Under,0.513,0.474,0.04,107,betrivers,5,3.78,Expected Lineup,822857,1.07,0.0619,True,2,W,1.07
2026-08-21,LAA@TEX,TEX,4.5,Over,0.344,0.395,-0.051,137,williamhill_us,1,3.78,Expected Lineup,822857,1.37,-0.1847,False,2,L,-1.0
2026-08-21,LAA@TEX,TEX,4.5,Under,0.656,0.605,0.051,-182,williamhill_us,1,3.78,Expected Lineup,822857,0.5495,0.0164,False,2,W,0.5495
2026-08-21,LAA@TEX,TEX,5.5,Over,0.229,0.291,-0.062,225,williamhill_us,1,3.78,Expected Lineup,822857,2.25,-0.2557,False,2,L,-1.0
2026-08-21,LAA@TEX,TEX,5.5,Under,0.771,0.709,0.062,-300,williamhill_us,1,3.78,Expected Lineup,822857,0.3333,0.028,False,2,W,0.3333
2026-08-21,LAA@TEX,TEX,6.5,Over,0.144,0.208,-0.064,350,williamhill_us,1,3.78,Expected Lineup,822857,3.5,-0.352,False,2,L,-1.0
2026-08-21,LAA@TEX,TEX,6.5,Under,0.856,0.792,0.064,-550,williamhill_us,1,3.78,Expected Lineup,822857,0.1818,0.0116,False,2,W,0.1818
2026-08-21,LAA@TEX,TEX,7.5,Over,0.087,0.145,-0.058,550,williamhill_us,1,3.78,Expected Lineup,822857,5.5,-0.4345,False,2,L,-1.0
2026-08-21,LAA@TEX,TEX,7.5,Under,0.913,0.855,0.058,-1000,williamhill_us,1,3.78,Expected Lineup,822857,0.1,0.0043,False,2,W,0.1
2026-08-21,LAA@TEX,TEX,8.5,Over,0.052,0.11,-0.057,750,williamhill_us,1,3.78,Expected Lineup,822857,7.5,-0.558,False,2,L,-1.0
2026-08-21,LAA@TEX,TEX,8.5,Under,0.948,0.89,0.057,-2000,williamhill_us,1,3.78,Expected Lineup,822857,0.05,-0.0046,False,2,W,0.05
2026-08-21,CLE@COL,CLE,2.5,Over,0.834,0.813,0.021,-667,williamhill_us,1,5.92,Expected Lineup,824317,0.1499,-0.041,False,9,W,0.1499
2026-08-21,CLE@COL,CLE,2.5,Under,0.166,0.187,-0.021,400,williamhill_us,1,5.92,Expected Lineup,824317,4.0,-0.17,False,9,L,-1.0
2026-08-21,CLE@COL,CLE,3.5,Over,0.729,0.726,0.003,-350,williamhill_us,1,5.92,Expected Lineup,824317,0.2857,-0.0627,False,9,W,0.2857
2026-08-21,CLE@COL,CLE,3.5,Under,0.271,0.274,-0.003,240,williamhill_us,1,5.92,Expected Lineup,824317,2.4,-0.0786,False,9,L,-1.0
2026-08-21,CLE@COL,CLE,4.5,Over,0.616,0.625,-0.009,-200,williamhill_us,1,5.92,Expected Lineup,824317,0.5,-0.076,False,9,W,0.5
2026-08-21,CLE@COL,CLE,4.5,Under,0.384,0.375,0.009,150,williamhill_us,1,5.92,Expected Lineup,824317,1.5,-0.04,False,9,L,-1.0
2026-08-21,CLE@COL,CLE,5.5,Over,0.501,0.52,-0.019,-118,betmgm,5,5.92,Expected Lineup,824317,0.8475,-0.0744,False,9,W,0.8475
2026-08-21,CLE@COL,CLE,5.5,Under,0.499,0.48,0.019,102,fanduel,5,5.92,Expected Lineup,824317,1.02,0.008,False,9,L,-1.0
2026-08-21,CLE@COL,CLE,6.5,Over,0.387,0.418,-0.031,125,williamhill_us,1,5.92,Expected Lineup,824317,1.25,-0.1292,False,9,W,1.25
2026-08-21,CLE@COL,CLE,6.5,Under,0.613,0.582,0.031,-162,williamhill_us,1,5.92,Expected Lineup,824317,0.6173,-0.0086,False,9,L,-1.0
2026-08-21,CLE@COL,CLE,7.5,Over,0.293,0.333,-0.04,180,williamhill_us,1,5.92,Expected Lineup,824317,1.8,-0.1796,False,9,W,1.8
2026-08-21,CLE@COL,CLE,7.5,Under,0.707,0.667,0.04,-250,williamhill_us,1,5.92,Expected Lineup,824317,0.4,-0.0102,False,9,L,-1.0
2026-08-21,CLE@COL,CLE,8.5,Over,0.211,0.258,-0.047,260,williamhill_us,1,5.92,Expected Lineup,824317,2.6,-0.2404,False,9,W,2.6
2026-08-21,CLE@COL,CLE,8.5,Under,0.789,0.742,0.047,-400,williamhill_us,1,5.92,Expected Lineup,824317,0.25,-0.0137,False,9,L,-1.0
2026-08-21,CLE@COL,COL,2.5,Over,0.736,0.723,0.013,-333,williamhill_us,1,4.62,Expected Lineup,824317,0.3003,-0.043,False,1,L,-1.0
2026-08-21,CLE@COL,COL,2.5,Under,0.264,0.277,-0.013,240,williamhill_us,1,4.62,Expected Lineup,824317,2.4,-0.1024,False,1,W,2.4
2026-08-21,CLE@COL,COL,3.5,Over,0.599,0.605,-0.005,-182,williamhill_us,1,4.62,Expected Lineup,824317,0.5495,-0.0719,False,1,L,-1.0
2026-08-21,CLE@COL,COL,3.5,Under,0.401,0.395,0.005,137,williamhill_us,1,4.62,Expected Lineup,824317,1.37,-0.0496,False,1,W,1.37
2026-08-21,CLE@COL,COL,4.5,Over,0.462,0.492,-0.03,-105,williamhill_us,5,4.62,Expected Lineup,824317,0.9524,-0.098,False,1,L,-1.0
2026-08-21,CLE@COL,COL,4.5,Under,0.538,0.508,0.03,-115,fanduel,5,4.62,Expected Lineup,824317,0.8696,0.0058,False,1,W,0.8696
2026-08-21,CLE@COL,COL,5.5,Over,0.34,0.366,-0.026,160,williamhill_us,1,4.62,Expected Lineup,824317,1.6,-0.116,False,1,L,-1.0
2026-08-21,CLE@COL,COL,5.5,Under,0.66,0.634,0.026,-200,williamhill_us,1,4.62,Expected Lineup,824317,0.5,-0.01,False,1,W,0.5
2026-08-21,CLE@COL,COL,6.5,Over,0.239,0.277,-0.038,240,williamhill_us,1,4.62,Expected Lineup,824317,2.4,-0.1874,False,1,L,-1.0
2026-08-21,CLE@COL,COL,6.5,Under,0.761,0.723,0.038,-333,williamhill_us,1,4.62,Expected Lineup,824317,0.3003,-0.0105,False,1,W,0.3003
2026-08-21,CLE@COL,COL,7.5,Over,0.162,0.204,-0.043,360,williamhill_us,1,4.62,Expected Lineup,824317,3.6,-0.2548,False,1,L,-1.0
2026-08-21,CLE@COL,COL,7.5,Under,0.839,0.796,0.043,-550,williamhill_us,1,4.62,Expected Lineup,824317,0.1818,-0.0085,False,1,W,0.1818
2026-08-21,CLE@COL,COL,8.5,Over,0.104,0.145,-0.041,550,williamhill_us,1,4.62,Expected Lineup,824317,5.5,-0.324,False,1,L,-1.0
2026-08-21,CLE@COL,COL,8.5,Under,0.896,0.855,0.041,-1000,williamhill_us,1,4.62,Expected Lineup,824317,0.1,-0.0144,False,1,W,0.1
2026-08-21,CIN@AZ,CIN,2.5,Over,0.669,0.651,0.017,-225,williamhill_us,1,4.1,Expected Lineup,825045,0.4444,-0.0337,False,0,L,-1.0
2026-08-21,CIN@AZ,CIN,2.5,Under,0.331,0.349,-0.017,170,williamhill_us,1,4.1,Expected Lineup,825045,1.7,-0.1063,False,0,W,1.7
2026-08-21,CIN@AZ,CIN,3.5,Over,0.523,0.516,0.007,-117,betrivers,5,4.1,Expected Lineup,825045,0.8547,-0.03,False,0,L,-1.0
2026-08-21,CIN@AZ,CIN,3.5,Under,0.477,0.484,-0.007,-105,draftkings,5,4.1,Expected Lineup,825045,0.9524,-0.0687,False,0,W,0.9524
2026-08-21,CIN@AZ,CIN,4.5,Over,0.389,0.395,-0.007,137,williamhill_us,1,4.1,Expected Lineup,825045,1.37,-0.0781,False,0,L,-1.0
2026-08-21,CIN@AZ,CIN,4.5,Under,0.611,0.605,0.007,-182,williamhill_us,1,4.1,Expected Lineup,825045,0.5495,-0.0533,False,0,W,0.5495
2026-08-21,CIN@AZ,CIN,5.5,Over,0.277,0.294,-0.017,220,williamhill_us,1,4.1,Expected Lineup,825045,2.2,-0.1136,False,0,L,-1.0
2026-08-21,CIN@AZ,CIN,5.5,Under,0.723,0.706,0.017,-300,williamhill_us,1,4.1,Expected Lineup,825045,0.3333,-0.036,False,0,W,0.3333
2026-08-21,CIN@AZ,CIN,6.5,Over,0.189,0.214,-0.025,340,williamhill_us,1,4.1,Expected Lineup,825045,3.4,-0.1684,False,0,L,-1.0
2026-08-21,CIN@AZ,CIN,6.5,Under,0.811,0.786,0.025,-500,williamhill_us,1,4.1,Expected Lineup,825045,0.2,-0.0268,False,0,W,0.2
2026-08-21,CIN@AZ,CIN,7.5,Over,0.125,0.156,-0.032,500,williamhill_us,1,4.1,Expected Lineup,825045,5.0,-0.25,False,0,L,-1.0
2026-08-21,CIN@AZ,CIN,7.5,Under,0.875,0.844,0.032,-900,williamhill_us,1,4.1,Expected Lineup,825045,0.1111,-0.0278,False,0,W,0.1111
2026-08-21,CIN@AZ,CIN,8.5,Over,0.079,0.116,-0.037,700,williamhill_us,1,4.1,Expected Lineup,825045,7.0,-0.368,False,0,L,-1.0
2026-08-21,CIN@AZ,CIN,8.5,Under,0.921,0.884,0.037,-2000,williamhill_us,1,4.1,Expected Lineup,825045,0.05,-0.0329,False,0,W,0.05
2026-08-21,CIN@AZ,AZ,2.5,Over,0.794,0.723,0.071,-333,williamhill_us,1,5.21,Expected Lineup,825045,0.3003,0.0324,False,9,W,0.3003
2026-08-21,CIN@AZ,AZ,2.5,Under,0.206,0.277,-0.071,240,williamhill_us,1,5.21,Expected Lineup,825045,2.4,-0.2996,False,9,L,-1.0
2026-08-21,CIN@AZ,AZ,3.5,Over,0.669,0.59,0.079,-167,williamhill_us,1,5.21,Expected Lineup,825045,0.5988,0.0696,False,9,W,0.5988
2026-08-21,CIN@AZ,AZ,3.5,Under,0.331,0.41,-0.079,130,williamhill_us,1,5.21,Expected Lineup,825045,1.3,-0.2387,False,9,L,-1.0
2026-08-21,CIN@AZ,AZ,4.5,Over,0.535,0.458,0.077,110,fanduel,5,5.21,Expected Lineup,825045,1.1,0.1235,True,9,W,1.1
2026-08-21,CIN@AZ,AZ,4.5,Under,0.465,0.542,-0.077,-124,betrivers,5,5.21,Expected Lineup,825045,0.8065,-0.16,False,9,L,-1.0
2026-08-21,CIN@AZ,AZ,5.5,Over,0.409,0.344,0.065,175,williamhill_us,1,5.21,Expected Lineup,825045,1.75,0.1247,False,9,W,1.75
2026-08-21,CIN@AZ,AZ,5.5,Under,0.591,0.656,-0.065,-225,williamhill_us,1,5.21,Expected Lineup,825045,0.4444,-0.1463,False,9,L,-1.0
2026-08-21,CIN@AZ,AZ,6.5,Over,0.3,0.253,0.047,270,williamhill_us,1,5.21,Expected Lineup,825045,2.7,0.11,False,9,W,2.7
2026-08-21,CIN@AZ,AZ,6.5,Under,0.7,0.747,-0.047,-400,williamhill_us,1,5.21,Expected Lineup,825045,0.25,-0.125,False,9,L,-1.0
2026-08-21,CIN@AZ,AZ,7.5,Over,0.212,0.173,0.039,450,williamhill_us,1,5.21,Expected Lineup,825045,4.5,0.166,False,9,W,4.5
2026-08-21,CIN@AZ,AZ,7.5,Under,0.788,0.827,-0.039,-667,williamhill_us,1,5.21,Expected Lineup,825045,0.1499,-0.0939,False,9,L,-1.0
2026-08-21,CIN@AZ,AZ,8.5,Over,0.147,0.134,0.013,600,williamhill_us,1,5.21,Expected Lineup,825045,6.0,0.029,False,9,W,6.0
2026-08-21,CIN@AZ,AZ,8.5,Under,0.853,0.866,-0.013,-1200,williamhill_us,1,5.21,Expected Lineup,825045,0.0833,-0.0759,False,9,L,-1.0
2026-08-21,MIN@SD,MIN,2.5,Over,0.801,0.672,0.128,-250,williamhill_us,1,5.45,Expected Lineup,823262,0.4,0.1214,False,2,L,-1.0
2026-08-21,MIN@SD,MIN,2.5,Under,0.199,0.328,-0.128,187,williamhill_us,1,5.45,Expected Lineup,823262,1.87,-0.4289,False,2,W,1.87
2026-08-21,MIN@SD,MIN,3.5,Over,0.686,0.542,0.144,-130,betmgm,5,5.45,Expected Lineup,823262,0.7692,0.2137,True,2,L,-1.0
2026-08-21,MIN@SD,MIN,3.5,Under,0.314,0.458,-0.144,112,betrivers,5,5.45,Expected Lineup,823262,1.12,-0.3343,False,2,W,1.12
2026-08-21,MIN@SD,MIN,4.5,Over,0.564,0.418,0.145,125,williamhill_us,1,5.45,Expected Lineup,823262,1.25,0.269,False,2,L,-1.0
2026-08-21,MIN@SD,MIN,4.5,Under,0.436,0.582,-0.145,-162,williamhill_us,1,5.45,Expected Lineup,823262,0.6173,-0.2949,False,2,W,0.6173
2026-08-21,MIN@SD,MIN,5.5,Over,0.441,0.312,0.128,200,williamhill_us,1,5.45,Expected Lineup,823262,2.0,0.323,False,2,L,-1.0
2026-08-21,MIN@SD,MIN,5.5,Under,0.559,0.688,-0.128,-275,williamhill_us,1,5.45,Expected Lineup,823262,0.3636,-0.2377,False,2,W,0.3636
2026-08-21,MIN@SD,MIN,6.5,Over,0.335,0.234,0.101,300,williamhill_us,1,5.45,Expected Lineup,823262,3.0,0.34,False,2,L,-1.0
2026-08-21,MIN@SD,MIN,6.5,Under,0.665,0.766,-0.101,-450,williamhill_us,1,5.45,Expected Lineup,823262,0.2222,-0.1872,False,2,W,0.2222
2026-08-21,MIN@SD,MIN,7.5,Over,0.246,0.17,0.077,450,williamhill_us,1,5.45,Expected Lineup,823262,4.5,0.353,False,2,L,-1.0
2026-08-21,MIN@SD,MIN,7.5,Under,0.754,0.83,-0.077,-800,williamhill_us,1,5.45,Expected Lineup,823262,0.125,-0.1518,False,2,W,0.125
2026-08-21,MIN@SD,MIN,8.5,Over,0.176,0.125,0.051,650,williamhill_us,1,5.45,Expected Lineup,823262,6.5,0.32,False,2,L,-1.0
2026-08-21,MIN@SD,MIN,8.5,Under,0.824,0.875,-0.051,-1400,williamhill_us,1,5.45,Expected Lineup,823262,0.0714,-0.1171,False,2,W,0.0714
2026-08-21,MIN@SD,SD,2.5,Over,0.738,0.688,0.05,-275,williamhill_us,1,4.67,Expected Lineup,823262,0.3636,0.0064,False,6,W,0.3636
2026-08-21,MIN@SD,SD,2.5,Under,0.262,0.312,-0.05,200,williamhill_us,1,4.67,Expected Lineup,823262,2.0,-0.214,False,6,L,-1.0
2026-08-21,MIN@SD,SD,3.5,Over,0.601,0.556,0.045,-143,williamhill_us,4,4.67,Expected Lineup,823262,0.6993,0.0213,False,6,W,0.6993
2026-08-21,MIN@SD,SD,3.5,Under,0.399,0.444,-0.045,114,fanduel,4,4.67,Expected Lineup,823262,1.14,-0.1461,False,6,L,-1.0
2026-08-21,MIN@SD,SD,4.5,Over,0.469,0.428,0.041,125,williamhill_us,2,4.67,Expected Lineup,823262,1.25,0.0553,False,6,W,1.25
2026-08-21,MIN@SD,SD,4.5,Under,0.531,0.572,-0.041,-148,betrivers,2,4.67,Expected Lineup,823262,0.6757,-0.1102,False,6,L,-1.0
2026-08-21,MIN@SD,SD,5.5,Over,0.347,0.303,0.043,210,williamhill_us,1,4.67,Expected Lineup,823262,2.1,0.0757,False,6,W,2.1
2026-08-21,MIN@SD,SD,5.5,Under,0.653,0.697,-0.043,-286,williamhill_us,1,4.67,Expected Lineup,823262,0.3497,-0.1187,False,6,L,-1.0
2026-08-21,MIN@SD,SD,6.5,Over,0.244,0.217,0.027,333,williamhill_us,1,4.67,Expected Lineup,823262,3.33,0.0565,False,6,L,-1.0
2026-08-21,MIN@SD,SD,6.5,Under,0.756,0.783,-0.027,-500,williamhill_us,1,4.67,Expected Lineup,823262,0.2,-0.0928,False,6,W,0.2
2026-08-21,MIN@SD,SD,7.5,Over,0.166,0.156,0.01,500,williamhill_us,1,4.67,Expected Lineup,823262,5.0,-0.004,False,6,L,-1.0
2026-08-21,MIN@SD,SD,7.5,Under,0.834,0.844,-0.01,-900,williamhill_us,1,4.67,Expected Lineup,823262,0.1111,-0.0733,False,6,W,0.1111
2026-08-21,MIN@SD,SD,8.5,Over,0.11,0.116,-0.006,700,williamhill_us,1,4.67,Expected Lineup,823262,7.0,-0.12,False,6,L,-1.0
2026-08-21,MIN@SD,SD,8.5,Under,0.89,0.884,0.006,-2000,williamhill_us,1,4.67,Expected Lineup,823262,0.05,-0.0655,False,6,W,0.05
2026-08-21,PIT@LAD,PIT,2.5,Over,0.576,0.569,0.008,-145,draftkings,2,3.41,Expected Lineup,823911,0.6897,-0.0268,False,4,W,0.6897
2026-08-21,PIT@LAD,PIT,2.5,Under,0.424,0.431,-0.008,124,fanduel,2,3.41,Expected Lineup,823911,1.24,-0.0502,False,4,L,-1.0
2026-08-21,PIT@LAD,PIT,3.5,Over,0.42,0.431,-0.01,123,betrivers,2,3.41,Expected Lineup,823911,1.23,-0.0634,False,4,W,1.23
2026-08-21,PIT@LAD,PIT,3.5,Under,0.58,0.569,0.01,-150,betmgm,2,3.41,Expected Lineup,823911,0.6667,-0.0333,False,4,L,-1.0
2026-08-21,PIT@LAD,LAD,4.5,Over,0.488,0.52,-0.032,-120,fanduel,4,4.84,Expected Lineup,823911,0.8333,-0.1053,False,5,W,0.8333
2026-08-21,PIT@LAD,LAD,4.5,Under,0.512,0.48,0.032,104,betrivers,4,4.84,Expected Lineup,823911,1.04,0.0445,True,5,L,-1.0
2026-08-21,CHC@SEA,CHC,2.5,Over,0.7,0.667,0.033,-250,williamhill_us,1,4.39,Expected Lineup,823101,0.4,-0.02,False,5,W,0.4
2026-08-21,CHC@SEA,CHC,2.5,Under,0.3,0.333,-0.033,180,williamhill_us,1,4.39,Expected Lineup,823101,1.8,-0.16,False,5,L,-1.0
2026-08-21,CHC@SEA,CHC,3.5,Over,0.559,0.544,0.015,-132,fanduel,5,4.39,Expected Lineup,823101,0.7576,-0.0175,False,5,W,0.7576
2026-08-21,CHC@SEA,CHC,3.5,Under,0.441,0.456,-0.015,110,draftkings,5,4.39,Expected Lineup,823101,1.1,-0.0739,False,5,L,-1.0
2026-08-21,CHC@SEA,CHC,4.5,Over,0.428,0.415,0.013,125,williamhill_us,1,4.39,Expected Lineup,823101,1.25,-0.037,False,5,W,1.25
2026-08-21,CHC@SEA,CHC,4.5,Under,0.572,0.585,-0.013,-167,williamhill_us,1,4.39,Expected Lineup,823101,0.5988,-0.0855,False,5,L,-1.0
2026-08-21,CHC@SEA,CHC,5.5,Over,0.315,0.312,0.002,200,williamhill_us,1,4.39,Expected Lineup,823101,2.0,-0.055,False,5,L,-1.0
2026-08-21,CHC@SEA,CHC,5.5,Under,0.685,0.688,-0.002,-275,williamhill_us,1,4.39,Expected Lineup,823101,0.3636,-0.0659,False,5,W,0.3636
2026-08-21,CHC@SEA,CHC,6.5,Over,0.223,0.234,-0.011,300,williamhill_us,1,4.39,Expected Lineup,823101,3.0,-0.108,False,5,L,-1.0
2026-08-21,CHC@SEA,CHC,6.5,Under,0.777,0.766,0.011,-450,williamhill_us,1,4.39,Expected Lineup,823101,0.2222,-0.0503,False,5,W,0.2222
2026-08-21,CHC@SEA,CHC,7.5,Over,0.149,0.17,-0.021,450,williamhill_us,1,4.39,Expected Lineup,823101,4.5,-0.1805,False,5,L,-1.0
2026-08-21,CHC@SEA,CHC,7.5,Under,0.851,0.83,0.021,-800,williamhill_us,1,4.39,Expected Lineup,823101,0.125,-0.0426,False,5,W,0.125
2026-08-21,CHC@SEA,CHC,8.5,Over,0.097,0.125,-0.028,650,williamhill_us,1,4.39,Expected Lineup,823101,6.5,-0.2725,False,5,L,-1.0
2026-08-21,CHC@SEA,CHC,8.5,Under,0.903,0.875,0.028,-1400,williamhill_us,1,4.39,Expected Lineup,823101,0.0714,-0.0325,False,5,W,0.0714
2026-08-21,CHC@SEA,SEA,2.5,Over,0.744,0.667,0.078,-250,williamhill_us,1,4.63,Expected Lineup,823101,0.4,0.0416,False,6,W,0.4
2026-08-21,CHC@SEA,SEA,2.5,Under,0.256,0.333,-0.078,180,williamhill_us,1,4.63,Expected Lineup,823101,1.8,-0.2832,False,6,L,-1.0
2026-08-21,CHC@SEA,SEA,3.5,Over,0.607,0.531,0.077,-125,williamhill_us,5,4.63,Expected Lineup,823101,0.8,0.0926,True,6,W,0.8
2026-08-21,CHC@SEA,SEA,3.5,Under,0.393,0.469,-0.077,104,betrivers,5,4.63,Expected Lineup,823101,1.04,-0.1983,False,6,L,-1.0
2026-08-21,CHC@SEA,SEA,4.5,Over,0.461,0.395,0.065,137,williamhill_us,1,4.63,Expected Lineup,823101,1.37,0.0926,False,6,W,1.37
2026-08-21,CHC@SEA,SEA,4.5,Under,0.539,0.605,-0.065,-182,williamhill_us,1,4.63,Expected Lineup,823101,0.5495,-0.1648,False,6,L,-1.0
2026-08-21,CHC@SEA,SEA,5.5,Over,0.334,0.286,0.049,225,williamhill_us,1,4.63,Expected Lineup,823101,2.25,0.0855,False,6,W,2.25
